Source Name	Characteristics[Organism]	Term Source REF	Term Source Accession	Characteristics[Cell Line]	Term Source REF	Term Source Accession	Characteristics[Cell Cycle Phase]	Protocol REF	Protocol REF	Assay Name	Factor Value [Targeted Protein]	Comment [Gene Identifier]	Comment [Gene Symbol]	Comment [Gene Symbol Synonyms]	Channels	Dataset Name	Image File Path	Image Name	Protocol REF	Processed Data File
N20_PCNTab_ctrl_20110618_Sat-1516_0	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	N20_PCNTab_ctrl_20110618_Sat-1516_0	PCNT-N1 	ENSG00000160299	PCNT		525:PCNT-N20; 615:PCNT-N1	PCNT-N1 	PCNT-N1/PCNT-N20_PCNTab_20110617/	N20_PCNTab_ctrl_20110618_Sat-1516_0_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
PCNT_gtub_I_003	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	PCNT_gtub_I_003	PCNT-N1 	ENSG00000160299	PCNT		525:PCNT-N1; 615:TUBG1-N	PCNT-N1 	PCNT-N1/PCNTab_gTub_20110909/	PCNT_gtub_I_003_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
PCNT_gtub_I_004	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	PCNT_gtub_I_004	PCNT-N1 	ENSG00000160299	PCNT		525:PCNT-N1; 615:TUBG1-N	PCNT-N1 	PCNT-N1/PCNTab_gTub_20110909/	PCNT_gtub_I_004_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
PCNT_gtub_I_005	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	PCNT_gtub_I_005	PCNT-N1 	ENSG00000160299	PCNT		525:PCNT-N1; 615:TUBG1-N	PCNT-N1 	PCNT-N1/PCNTab_gTub_20110909/	PCNT_gtub_I_005_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
PCNT_gtub_I_007	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	PCNT_gtub_I_007	PCNT-N1 	ENSG00000160299	PCNT		525:PCNT-N1; 615:TUBG1-N	PCNT-N1 	PCNT-N1/PCNTab_gTub_20110909/	PCNT_gtub_I_007_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
PCNT_gtub_I_010	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	PCNT_gtub_I_010	PCNT-N1 	ENSG00000160299	PCNT		525:PCNT-N1; 615:TUBG1-N	PCNT-N1 	PCNT-N1/PCNTab_gTub_20110909/	PCNT_gtub_I_010_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
PCNT_gtub_I_011	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	PCNT_gtub_I_011	PCNT-N1 	ENSG00000160299	PCNT		525:PCNT-N1; 615:TUBG1-N	PCNT-N1 	PCNT-N1/PCNTab_gTub_20110909/	PCNT_gtub_I_011_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
PCNT_gtub_I_015	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	PCNT_gtub_I_015	PCNT-N1 	ENSG00000160299	PCNT		525:PCNT-N1; 615:TUBG1-N	PCNT-N1 	PCNT-N1/PCNTab_gTub_20110909/	PCNT_gtub_I_015_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
PCNT_gtub_I_017	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	PCNT_gtub_I_017	PCNT-N1 	ENSG00000160299	PCNT		525:PCNT-N1; 615:TUBG1-N	PCNT-N1 	PCNT-N1/PCNTab_gTub_20110909/	PCNT_gtub_I_017_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
PCNT_gtub_I_018	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	PCNT_gtub_I_018	PCNT-N1 	ENSG00000160299	PCNT		525:PCNT-N1; 615:TUBG1-N	PCNT-N1 	PCNT-N1/PCNTab_gTub_20110909/	PCNT_gtub_I_018_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
PCNT_gtub_I_019	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	PCNT_gtub_I_019	PCNT-N1 	ENSG00000160299	PCNT		525:PCNT-N1; 615:TUBG1-N	PCNT-N1 	PCNT-N1/PCNTab_gTub_20110909/	PCNT_gtub_I_019_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
PCNT_gtub_I_020	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	PCNT_gtub_I_020	PCNT-N1 	ENSG00000160299	PCNT		525:PCNT-N1; 615:TUBG1-N	PCNT-N1 	PCNT-N1/PCNTab_gTub_20110909/	PCNT_gtub_I_020_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
PCNT_gtub_I_023	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	PCNT_gtub_I_023	PCNT-N1 	ENSG00000160299	PCNT		525:PCNT-N1; 615:TUBG1-N	PCNT-N1 	PCNT-N1/PCNTab_gTub_20110909/	PCNT_gtub_I_023_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
PCNT_gtub_I_024	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	PCNT_gtub_I_024	PCNT-N1 	ENSG00000160299	PCNT		525:PCNT-N1; 615:TUBG1-N	PCNT-N1 	PCNT-N1/PCNTab_gTub_20110909/	PCNT_gtub_I_024_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
PCNT_gtub_I_025	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	PCNT_gtub_I_025	PCNT-N1 	ENSG00000160299	PCNT		525:PCNT-N1; 615:TUBG1-N	PCNT-N1 	PCNT-N1/PCNTab_gTub_20110909/	PCNT_gtub_I_025_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
PCNT_gtub_I_031	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	PCNT_gtub_I_031	PCNT-N1 	ENSG00000160299	PCNT		525:PCNT-N1; 615:TUBG1-N	PCNT-N1 	PCNT-N1/PCNTab_gTub_20110909/	PCNT_gtub_I_031_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
PCNT_gtub_I_032	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	PCNT_gtub_I_032	PCNT-N1 	ENSG00000160299	PCNT		525:PCNT-N1; 615:TUBG1-N	PCNT-N1 	PCNT-N1/PCNTab_gTub_20110909/	PCNT_gtub_I_032_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
PCNT_gtub_I_035	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	PCNT_gtub_I_035	PCNT-N1 	ENSG00000160299	PCNT		525:PCNT-N1; 615:TUBG1-N	PCNT-N1 	PCNT-N1/PCNTab_gTub_20110909/	PCNT_gtub_I_035_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
PCNT_gtub_I_039	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	PCNT_gtub_I_039	PCNT-N1 	ENSG00000160299	PCNT		525:PCNT-N1; 615:TUBG1-N	PCNT-N1 	PCNT-N1/PCNTab_gTub_20110909/	PCNT_gtub_I_039_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
PCNT_gtub_I_041	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	PCNT_gtub_I_041	PCNT-N1 	ENSG00000160299	PCNT		525:PCNT-N1; 615:TUBG1-N	PCNT-N1 	PCNT-N1/PCNTab_gTub_20110909/	PCNT_gtub_I_041_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
PCNT_gtub_I_042	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	PCNT_gtub_I_042	PCNT-N1 	ENSG00000160299	PCNT		525:PCNT-N1; 615:TUBG1-N	PCNT-N1 	PCNT-N1/PCNTab_gTub_20110909/	PCNT_gtub_I_042_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
PCNT_gtub_I_044	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	PCNT_gtub_I_044	PCNT-N1 	ENSG00000160299	PCNT		525:PCNT-N1; 615:TUBG1-N	PCNT-N1 	PCNT-N1/PCNTab_gTub_20110909/	PCNT_gtub_I_044_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
PCNT_gtub_I_047	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	PCNT_gtub_I_047	PCNT-N1 	ENSG00000160299	PCNT		525:PCNT-N1; 615:TUBG1-N	PCNT-N1 	PCNT-N1/PCNTab_gTub_20110909/	PCNT_gtub_I_047_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
PCNT_gtub_I_050	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	PCNT_gtub_I_050	PCNT-N1 	ENSG00000160299	PCNT		525:PCNT-N1; 615:TUBG1-N	PCNT-N1 	PCNT-N1/PCNTab_gTub_20110909/	PCNT_gtub_I_050_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
siCTRL_PCNT_NEDD1_20100507_Fri-1628_0	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	siCTRL_PCNT_NEDD1_20100507_Fri-1628_0	PCNT-N1 	ENSG00000160299	PCNT		525:PCNT-N1; 615:NEDD1-C1	PCNT-N1 	PCNT-N1/PCNTab_NEDD1ab_20100507/	siCTRL_PCNT_NEDD1_20100507_Fri-1628_0_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
siCTRL_PCNT_NEDD1_20100507_Fri-1637_0	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	siCTRL_PCNT_NEDD1_20100507_Fri-1637_0	PCNT-N1 	ENSG00000160299	PCNT		525:PCNT-N1; 615:NEDD1-C1	PCNT-N1 	PCNT-N1/PCNTab_NEDD1ab_20100507/	siCTRL_PCNT_NEDD1_20100507_Fri-1637_0_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
siCTRL_PCNT_NEDD1_20100507_Fri-1643_0	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	siCTRL_PCNT_NEDD1_20100507_Fri-1643_0	PCNT-N1 	ENSG00000160299	PCNT		525:PCNT-N1; 615:NEDD1-C1	PCNT-N1 	PCNT-N1/PCNTab_NEDD1ab_20100507/	siCTRL_PCNT_NEDD1_20100507_Fri-1643_0_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
siCTRL_PCNT_NEDD1_20100507_Fri-1702_0	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	siCTRL_PCNT_NEDD1_20100507_Fri-1702_0	PCNT-N1 	ENSG00000160299	PCNT		525:PCNT-N1; 615:NEDD1-C1	PCNT-N1 	PCNT-N1/PCNTab_NEDD1ab_20100507/	siCTRL_PCNT_NEDD1_20100507_Fri-1702_0_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
siCTRL_PCNT_NEDD1_20100507_Fri-1725_0	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	siCTRL_PCNT_NEDD1_20100507_Fri-1725_0	PCNT-N1 	ENSG00000160299	PCNT		525:PCNT-N1; 615:NEDD1-C1	PCNT-N1 	PCNT-N1/PCNTab_NEDD1ab_20100507/	siCTRL_PCNT_NEDD1_20100507_Fri-1725_0_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
siCTRL_PCNT_NEDD1_20100507_Fri-1732_0	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	siCTRL_PCNT_NEDD1_20100507_Fri-1732_0	PCNT-N1 	ENSG00000160299	PCNT		525:PCNT-N1; 615:NEDD1-C1	PCNT-N1 	PCNT-N1/PCNTab_NEDD1ab_20100507/	siCTRL_PCNT_NEDD1_20100507_Fri-1732_0_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
siCTRL_PCNT_NEDD1_20100507_Fri-1737_0	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	siCTRL_PCNT_NEDD1_20100507_Fri-1737_0	PCNT-N1 	ENSG00000160299	PCNT		525:PCNT-N1; 615:NEDD1-C1	PCNT-N1 	PCNT-N1/PCNTab_NEDD1ab_20100507/	siCTRL_PCNT_NEDD1_20100507_Fri-1737_0_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
siCTRL_PCNT_NEDD1_20100507_Fri-1743_0	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	siCTRL_PCNT_NEDD1_20100507_Fri-1743_0	PCNT-N1 	ENSG00000160299	PCNT		525:PCNT-N1; 615:NEDD1-C1	PCNT-N1 	PCNT-N1/PCNTab_NEDD1ab_20100507/	siCTRL_PCNT_NEDD1_20100507_Fri-1743_0_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
siCTRL_PCNT_NEDD1_20100507_Fri-1747_0	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	siCTRL_PCNT_NEDD1_20100507_Fri-1747_0	PCNT-N1 	ENSG00000160299	PCNT		525:PCNT-N1; 615:NEDD1-C1	PCNT-N1 	PCNT-N1/PCNTab_NEDD1ab_20100507/	siCTRL_PCNT_NEDD1_20100507_Fri-1747_0_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
PCNTab_N20_ctrl_20110617_Fri-1120_0	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	PCNTab_N20_ctrl_20110617_Fri-1120_0	PCNT-N1 	ENSG00000160299	PCNT		525:PCNT-N1; 615:PCNT-N20	PCNT-N1 	PCNT-N1/PCNTab_PCNT-N20_20110617/	PCNTab_N20_ctrl_20110617_Fri-1120_0_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
PCNTab_N20_ctrl_20110617_Fri-1129_0	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	PCNTab_N20_ctrl_20110617_Fri-1129_0	PCNT-N1 	ENSG00000160299	PCNT		525:PCNT-N1; 615:PCNT-N20	PCNT-N1 	PCNT-N1/PCNTab_PCNT-N20_20110617/	PCNTab_N20_ctrl_20110617_Fri-1129_0_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
PCNTab_N20_ctrl_20110617_Fri-1136_0	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	PCNTab_N20_ctrl_20110617_Fri-1136_0	PCNT-N1 	ENSG00000160299	PCNT		525:PCNT-N1; 615:PCNT-N20	PCNT-N1 	PCNT-N1/PCNTab_PCNT-N20_20110617/	PCNTab_N20_ctrl_20110617_Fri-1136_0_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
PCNTab_N20_ctrl_20110617_Fri-1139_0	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	PCNTab_N20_ctrl_20110617_Fri-1139_0	PCNT-N1 	ENSG00000160299	PCNT		525:PCNT-N1; 615:PCNT-N20	PCNT-N1 	PCNT-N1/PCNTab_PCNT-N20_20110617/	PCNTab_N20_ctrl_20110617_Fri-1139_0_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
PCNTab_N20_ctrl_20110617_Fri-1146_0	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	PCNTab_N20_ctrl_20110617_Fri-1146_0	PCNT-N1 	ENSG00000160299	PCNT		525:PCNT-N1; 615:PCNT-N20	PCNT-N1 	PCNT-N1/PCNTab_PCNT-N20_20110617/	PCNTab_N20_ctrl_20110617_Fri-1146_0_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
PCNTab_N20_ctrl_20110617_Fri-1242_0	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	PCNTab_N20_ctrl_20110617_Fri-1242_0	PCNT-N1 	ENSG00000160299	PCNT		525:PCNT-N1; 615:PCNT-N20	PCNT-N1 	PCNT-N1/PCNTab_PCNT-N20_20110617/	PCNTab_N20_ctrl_20110617_Fri-1242_0_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
PCNTab_N20_ctrl_20110617_Fri-1256_0	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	PCNTab_N20_ctrl_20110617_Fri-1256_0	PCNT-N1 	ENSG00000160299	PCNT		525:PCNT-N1; 615:PCNT-N20	PCNT-N1 	PCNT-N1/PCNTab_PCNT-N20_20110617/	PCNTab_N20_ctrl_20110617_Fri-1256_0_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
PCNTab_N20_ctrl_20110617_Fri-1259_0	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	PCNTab_N20_ctrl_20110617_Fri-1259_0	PCNT-N1 	ENSG00000160299	PCNT		525:PCNT-N1; 615:PCNT-N20	PCNT-N1 	PCNT-N1/PCNTab_PCNT-N20_20110617/	PCNTab_N20_ctrl_20110617_Fri-1259_0_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
PCNTab_N20_ctrl_20110617_Fri-1307_0	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	PCNTab_N20_ctrl_20110617_Fri-1307_0	PCNT-N1 	ENSG00000160299	PCNT		525:PCNT-N1; 615:PCNT-N20	PCNT-N1 	PCNT-N1/PCNTab_PCNT-N20_20110617/	PCNTab_N20_ctrl_20110617_Fri-1307_0_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
PCNTab_N20_ctrl_20110617_Fri-1311_0	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	PCNTab_N20_ctrl_20110617_Fri-1311_0	PCNT-N1 	ENSG00000160299	PCNT		525:PCNT-N1; 615:PCNT-N20	PCNT-N1 	PCNT-N1/PCNTab_PCNT-N20_20110617/	PCNTab_N20_ctrl_20110617_Fri-1311_0_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
PCNTab_N20_ctrl_20110617_Fri-1314_0	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	PCNTab_N20_ctrl_20110617_Fri-1314_0	PCNT-N1 	ENSG00000160299	PCNT		525:PCNT-N1; 615:PCNT-N20	PCNT-N1 	PCNT-N1/PCNTab_PCNT-N20_20110617/	PCNTab_N20_ctrl_20110617_Fri-1314_0_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
PCNTab_N20_ctrl_20110617_Fri-1319_0	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	PCNTab_N20_ctrl_20110617_Fri-1319_0	PCNT-N1 	ENSG00000160299	PCNT		525:PCNT-N1; 615:PCNT-N20	PCNT-N1 	PCNT-N1/PCNTab_PCNT-N20_20110617/	PCNTab_N20_ctrl_20110617_Fri-1319_0_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
PCNTab_N20_ctrl_20110617_Fri-1324_0	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	PCNTab_N20_ctrl_20110617_Fri-1324_0	PCNT-N1 	ENSG00000160299	PCNT		525:PCNT-N1; 615:PCNT-N20	PCNT-N1 	PCNT-N1/PCNTab_PCNT-N20_20110617/	PCNTab_N20_ctrl_20110617_Fri-1324_0_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
141_gtub_001	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	141_gtub_001	TUBG1-N 	ENSG00000131462	TUBG1		525:141NEDD1; 615:TUBG1-N	TUBG1-N 	TUBG1-N/141NEDD1_gTub_20110823/	141_gtub_001_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
141_gtub_007	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	141_gtub_007	TUBG1-N 	ENSG00000131462	TUBG1		525:141NEDD1; 615:TUBG1-N	TUBG1-N 	TUBG1-N/141NEDD1_gTub_20110823/	141_gtub_007_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
141_gtub_008	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	141_gtub_008	TUBG1-N 	ENSG00000131462	TUBG1		525:141NEDD1; 615:TUBG1-N	TUBG1-N 	TUBG1-N/141NEDD1_gTub_20110823/	141_gtub_008_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
141_gtub_012	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	141_gtub_012	TUBG1-N 	ENSG00000131462	TUBG1		525:141NEDD1; 615:TUBG1-N	TUBG1-N 	TUBG1-N/141NEDD1_gTub_20110823/	141_gtub_012_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
141_gtub_013	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	141_gtub_013	TUBG1-N 	ENSG00000131462	TUBG1		525:141NEDD1; 615:TUBG1-N	TUBG1-N 	TUBG1-N/141NEDD1_gTub_20110823/	141_gtub_013_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
141_gtub_014	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	141_gtub_014	TUBG1-N 	ENSG00000131462	TUBG1		525:141NEDD1; 615:TUBG1-N	TUBG1-N 	TUBG1-N/141NEDD1_gTub_20110823/	141_gtub_014_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
141_gtub_016	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	141_gtub_016	TUBG1-N 	ENSG00000131462	TUBG1		525:141NEDD1; 615:TUBG1-N	TUBG1-N 	TUBG1-N/141NEDD1_gTub_20110823/	141_gtub_016_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
141_gtub_017	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	141_gtub_017	TUBG1-N 	ENSG00000131462	TUBG1		525:141NEDD1; 615:TUBG1-N	TUBG1-N 	TUBG1-N/141NEDD1_gTub_20110823/	141_gtub_017_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
141_gtub_018	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	141_gtub_018	TUBG1-N 	ENSG00000131462	TUBG1		525:141NEDD1; 615:TUBG1-N	TUBG1-N 	TUBG1-N/141NEDD1_gTub_20110823/	141_gtub_018_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
141_gtub_019	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	141_gtub_019	TUBG1-N 	ENSG00000131462	TUBG1		525:141NEDD1; 615:TUBG1-N	TUBG1-N 	TUBG1-N/141NEDD1_gTub_20110823/	141_gtub_019_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
141_gtub_023	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	141_gtub_023	TUBG1-N 	ENSG00000131462	TUBG1		525:141NEDD1; 615:TUBG1-N	TUBG1-N 	TUBG1-N/141NEDD1_gTub_20110823/	141_gtub_023_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
141_gtub_024	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	141_gtub_024	TUBG1-N 	ENSG00000131462	TUBG1		525:141NEDD1; 615:TUBG1-N	TUBG1-N 	TUBG1-N/141NEDD1_gTub_20110823/	141_gtub_024_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
