Source Name	Characteristics [Organism]	Term Source REF	Term Source Accession	Characteristics[Organism Part]	Term Source REF	Term Source Accession	Characteristics[Sex]	Term Source REF	Term Source Accession	Characteristics[Individual]	Characteristics[Genotype]	Comment[Gene Identifier]	Comment[Gene Symbol]	Comment[Human Ortholog]	Comment[Human Ortholog Gene Symbol]	Protocol REF	Protocol REF	Assay Name	Factor Value[Organism Part]	Factor Value[Sex]	Factor Value[Individual]	Factor Value[Genotype]	DataSet Name	Image File	Channels	Comment [Image File Type]	Comment[Image File Path]	Protocol REF	Processed Data File
Idh1-14-177-liver	Mus musculus	NCBITaxon	NCBITaxon_10090	liver	UBERON	UBERON_0002107	male	PATO	PATO_0000384	Idh1-14-177	Idh1 knockout	ENSMUSG00000025950	Idh1	ENSG00000138413	IDH1	growth protocol	image aquistion and feature extraction protocol	Idh1-14-177-liver	liver	male	Idh1-14-177	Idh1 knockout	Idh1-14-177-liver	Idh1-14_177-liver-a147.tif	RGB	derived	/Annotated ImagesBMB-WP6Del/Tiffs-Idh1/	data analysis protocol	idr0018-experimentA-processed.txt
Idh1-14-177-liver	Mus musculus	NCBITaxon	NCBITaxon_10090	liver	UBERON	UBERON_0002107	male	PATO	PATO_0000384	Idh1-14-177	Idh1 knockout	ENSMUSG00000025950	Idh1	ENSG00000138413	IDH1	growth protocol	image aquistion and feature extraction protocol	Idh1-14-177-liver	liver	male	Idh1-14-177	Idh1 knockout	Idh1-14-177-liver	Idh1-14_177-liver-overview.tif	RGB	derived	/Annotated ImagesBMB-WP6Del/Tiffs-Idh1/	data analysis protocol	idr0018-experimentA-processed.txt
Idh1-14-177-lymph-node	Mus musculus	NCBITaxon	NCBITaxon_10090	lymph node	UBERON	UBERON_0000029	male	PATO	PATO_0000384	Idh1-14-177	Idh1 knockout	ENSMUSG00000025950	Idh1	ENSG00000138413	IDH1	growth protocol	image aquistion and feature extraction protocol	Idh1-14-177-lymph-node	lymph node	male	Idh1-14-177	Idh1 knockout	Idh1-14-177-lymph-node	Idh1-14_177-ln-a148.tif	RGB	derived	/Annotated ImagesBMB-WP6Del/Tiffs-Idh1/	data analysis protocol	idr0018-experimentA-processed.txt
Idh1-14-177-lymph-node	Mus musculus	NCBITaxon	NCBITaxon_10090	lymph node	UBERON	UBERON_0000029	male	PATO	PATO_0000384	Idh1-14-177	Idh1 knockout	ENSMUSG00000025950	Idh1	ENSG00000138413	IDH1	growth protocol	image aquistion and feature extraction protocol	Idh1-14-177-lymph-node	lymph node	male	Idh1-14-177	Idh1 knockout	Idh1-14-177-lymph-node	Idh1-14_177-ln-overview.tif	RGB	derived	/Annotated ImagesBMB-WP6Del/Tiffs-Idh1/	data analysis protocol	idr0018-experimentA-processed.txt
Idh1-14-177-reproductive-male	Mus musculus	NCBITaxon	NCBITaxon_10090	reproductive system	UBERON	UBERON_0000990	male	PATO	PATO_0000384	Idh1-14-177	Idh1 knockout	ENSMUSG00000025950	Idh1	ENSG00000138413	IDH1	growth protocol	image aquistion and feature extraction protocol	Idh1-14-177-reproductive-male	reproductive system	male	Idh1-14-177	Idh1 knockout	Idh1-14-177-reproductive-male	Idh1-14_177-reprom-a149.tif	RGB	derived	/Annotated ImagesBMB-WP6Del/Tiffs-Idh1/	data analysis protocol	idr0018-experimentA-processed.txt
Idh1-14-177-reproductive-male	Mus musculus	NCBITaxon	NCBITaxon_10090	reproductive system	UBERON	UBERON_0000990	male	PATO	PATO_0000384	Idh1-14-177	Idh1 knockout	ENSMUSG00000025950	Idh1	ENSG00000138413	IDH1	growth protocol	image aquistion and feature extraction protocol	Idh1-14-177-reproductive-male	reproductive system	male	Idh1-14-177	Idh1 knockout	Idh1-14-177-reproductive-male	Idh1-14_177-reprom-overview.tif	RGB	derived	/Annotated ImagesBMB-WP6Del/Tiffs-Idh1/	data analysis protocol	idr0018-experimentA-processed.txt
Idh1-14-177-salivary-gland	Mus musculus	NCBITaxon	NCBITaxon_10090	salivary gland	UBERON	UBERON_0001044	male	PATO	PATO_0000384	Idh1-14-177	Idh1 knockout	ENSMUSG00000025950	Idh1	ENSG00000138413	IDH1	growth protocol	image aquistion and feature extraction protocol	Idh1-14-177-salivary-gland	salivary gland	male	Idh1-14-177	Idh1 knockout	Idh1-14-177-salivary-gland	Idh1-14_177-Sali-a150.tif	RGB	derived	/Annotated ImagesBMB-WP6Del/Tiffs-Idh1/	data analysis protocol	idr0018-experimentA-processed.txt
Idh1-14-177-salivary-gland	Mus musculus	NCBITaxon	NCBITaxon_10090	salivary gland	UBERON	UBERON_0001044	male	PATO	PATO_0000384	Idh1-14-177	Idh1 knockout	ENSMUSG00000025950	Idh1	ENSG00000138413	IDH1	growth protocol	image aquistion and feature extraction protocol	Idh1-14-177-salivary-gland	salivary gland	male	Idh1-14-177	Idh1 knockout	Idh1-14-177-salivary-gland	Idh1-14_177-Sali-overview.tif	RGB	derived	/Annotated ImagesBMB-WP6Del/Tiffs-Idh1/	data analysis protocol	idr0018-experimentA-processed.txt
Idh1-14-177-skin	Mus musculus	NCBITaxon	NCBITaxon_10090	skin	EFO	EFO_0000962	male	PATO	PATO_0000384	Idh1-14-177	Idh1 knockout	ENSMUSG00000025950	Idh1	ENSG00000138413	IDH1	growth protocol	image aquistion and feature extraction protocol	Idh1-14-177-skin	skin	male	Idh1-14-177	Idh1 knockout	Idh1-14-177-skin	Idh1-14_177-skin-a151.tif	RGB	derived	/Annotated ImagesBMB-WP6Del/Tiffs-Idh1/	data analysis protocol	idr0018-experimentA-processed.txt
Idh1-14-177-skin	Mus musculus	NCBITaxon	NCBITaxon_10090	skin	EFO	EFO_0000962	male	PATO	PATO_0000384	Idh1-14-177	Idh1 knockout	ENSMUSG00000025950	Idh1	ENSG00000138413	IDH1	growth protocol	image aquistion and feature extraction protocol	Idh1-14-177-skin	skin	male	Idh1-14-177	Idh1 knockout	Idh1-14-177-skin	Idh1-14_177-skin-overview.tif	RGB	derived	/Annotated ImagesBMB-WP6Del/Tiffs-Idh1/	data analysis protocol	idr0018-experimentA-processed.txt
Idh1-14-178-reproductive-female	Mus musculus	NCBITaxon	NCBITaxon_10090	reproductive system	UBERON	UBERON_0000990	female	PATO	PATO_0000383	Idh1-14-178	Idh1 knockout	ENSMUSG00000025950	Idh1	ENSG00000138413	IDH1	growth protocol	image aquistion and feature extraction protocol	Idh1-14-178-reproductive-female	reproductive system	female	Idh1-14-178	Idh1 knockout	Idh1-14-178-reproductive-female	Idh1-14_178-reprof-a152.tif	RGB	derived	/Annotated ImagesBMB-WP6Del/Tiffs-Idh1/	data analysis protocol	idr0018-experimentA-processed.txt
Idh1-14-178-reproductive-female	Mus musculus	NCBITaxon	NCBITaxon_10090	reproductive system	UBERON	UBERON_0000990	female	PATO	PATO_0000383	Idh1-14-178	Idh1 knockout	ENSMUSG00000025950	Idh1	ENSG00000138413	IDH1	growth protocol	image aquistion and feature extraction protocol	Idh1-14-178-reproductive-female	reproductive system	female	Idh1-14-178	Idh1 knockout	Idh1-14-178-reproductive-female	Idh1-14_178-reprof-overview.tif	RGB	derived	/Annotated ImagesBMB-WP6Del/Tiffs-Idh1/	data analysis protocol	idr0018-experimentA-processed.txt
Pipox-14-209-brain	Mus musculus	NCBITaxon	NCBITaxon_10090	brain	UBERON	UBERON_0000955	female	PATO	PATO_0000383	Pipox-14-209	Pipox knockout	ENSMUSG00000017453	Pipox	ENSG00000179761	PIPOX	growth protocol	image aquistion and feature extraction protocol	Pipox-14-209-brain	brain	female	Pipox-14-209	Pipox knockout	Pipox-14-209-brain	Pipox-14_209-brain-a153.tif	RGB	derived	/Annotated ImagesBMB-WP6Del/Tiffs-Pipox/	data analysis protocol	idr0018-experimentA-processed.txt
Pipox-14-209-brain	Mus musculus	NCBITaxon	NCBITaxon_10090	brain	UBERON	UBERON_0000955	female	PATO	PATO_0000383	Pipox-14-209	Pipox knockout	ENSMUSG00000017453	Pipox	ENSG00000179761	PIPOX	growth protocol	image aquistion and feature extraction protocol	Pipox-14-209-brain	brain	female	Pipox-14-209	Pipox knockout	Pipox-14-209-brain	Pipox-14_209-brain-overview.tif	RGB	derived	/Annotated ImagesBMB-WP6Del/Tiffs-Pipox/	data analysis protocol	idr0018-experimentA-processed.txt
Pipox-14-209-eye	Mus musculus	NCBITaxon	NCBITaxon_10090	eye	UBERON	UBERON_0000970	female	PATO	PATO_0000383	Pipox-14-209	Pipox knockout	ENSMUSG00000017453	Pipox	ENSG00000179761	PIPOX	growth protocol	image aquistion and feature extraction protocol	Pipox-14-209-eye	eye	female	Pipox-14-209	Pipox knockout	Pipox-14-209-eye	Pipox-14_209-eye-a154.tif	RGB	derived	/Annotated ImagesBMB-WP6Del/Tiffs-Pipox/	data analysis protocol	idr0018-experimentA-processed.txt
Pipox-14-209-eye	Mus musculus	NCBITaxon	NCBITaxon_10090	eye	UBERON	UBERON_0000970	female	PATO	PATO_0000383	Pipox-14-209	Pipox knockout	ENSMUSG00000017453	Pipox	ENSG00000179761	PIPOX	growth protocol	image aquistion and feature extraction protocol	Pipox-14-209-eye	eye	female	Pipox-14-209	Pipox knockout	Pipox-14-209-eye	Pipox-14_209-eye-overview.tif	RGB	derived	/Annotated ImagesBMB-WP6Del/Tiffs-Pipox/	data analysis protocol	idr0018-experimentA-processed.txt
Pipox-14-209-gastrointestinal	Mus musculus	NCBITaxon	NCBITaxon_10090	gastrointestinal system	UBERON	UBERON_0005409	female	PATO	PATO_0000383	Pipox-14-209	Pipox knockout	ENSMUSG00000017453	Pipox	ENSG00000179761	PIPOX	growth protocol	image aquistion and feature extraction protocol	Pipox-14-209-gastrointestinal	gastrointestinal system	female	Pipox-14-209	Pipox knockout	Pipox-14-209-gastrointestinal	Pipox-14_209-gi_a1554.tif	RGB	derived	/Annotated ImagesBMB-WP6Del/Tiffs-Pipox/	data analysis protocol	idr0018-experimentA-processed.txt
Pipox-14-209-gastrointestinal	Mus musculus	NCBITaxon	NCBITaxon_10090	gastrointestinal system	UBERON	UBERON_0005409	female	PATO	PATO_0000383	Pipox-14-209	Pipox knockout	ENSMUSG00000017453	Pipox	ENSG00000179761	PIPOX	growth protocol	image aquistion and feature extraction protocol	Pipox-14-209-gastrointestinal	gastrointestinal system	female	Pipox-14-209	Pipox knockout	Pipox-14-209-gastrointestinal	Pipox-14_209-gi_overview.tif	RGB	derived	/Annotated ImagesBMB-WP6Del/Tiffs-Pipox/	data analysis protocol	idr0018-experimentA-processed.txt
Pipox-14-209-heart	Mus musculus	NCBITaxon	NCBITaxon_10090	heart	UBERON	UBERON_0000948	female	PATO	PATO_0000383	Pipox-14-209	Pipox knockout	ENSMUSG00000017453	Pipox	ENSG00000179761	PIPOX	growth protocol	image aquistion and feature extraction protocol	Pipox-14-209-heart	heart	female	Pipox-14-209	Pipox knockout	Pipox-14-209-heart	Pipox-14_209-heart-a156.tif	RGB	derived	/Annotated ImagesBMB-WP6Del/Tiffs-Pipox/	data analysis protocol	idr0018-experimentA-processed.txt
Pipox-14-209-heart	Mus musculus	NCBITaxon	NCBITaxon_10090	heart	UBERON	UBERON_0000948	female	PATO	PATO_0000383	Pipox-14-209	Pipox knockout	ENSMUSG00000017453	Pipox	ENSG00000179761	PIPOX	growth protocol	image aquistion and feature extraction protocol	Pipox-14-209-heart	heart	female	Pipox-14-209	Pipox knockout	Pipox-14-209-heart	Pipox-14_209-heart-overview.tif	RGB	derived	/Annotated ImagesBMB-WP6Del/Tiffs-Pipox/	data analysis protocol	idr0018-experimentA-processed.txt
Pipox-14-209-knee	Mus musculus	NCBITaxon	NCBITaxon_10090	knee	UBERON	UBERON_0001465	female	PATO	PATO_0000383	Pipox-14-209	Pipox knockout	ENSMUSG00000017453	Pipox	ENSG00000179761	PIPOX	growth protocol	image aquistion and feature extraction protocol	Pipox-14-209-knee	knee	female	Pipox-14-209	Pipox knockout	Pipox-14-209-knee	Pipox-14_209-knee-a157.tif	RGB	derived	/Annotated ImagesBMB-WP6Del/Tiffs-Pipox/	data analysis protocol	idr0018-experimentA-processed.txt
Pipox-14-209-knee	Mus musculus	NCBITaxon	NCBITaxon_10090	knee	UBERON	UBERON_0001465	female	PATO	PATO_0000383	Pipox-14-209	Pipox knockout	ENSMUSG00000017453	Pipox	ENSG00000179761	PIPOX	growth protocol	image aquistion and feature extraction protocol	Pipox-14-209-knee	knee	female	Pipox-14-209	Pipox knockout	Pipox-14-209-knee	Pipox-14_209-knee-overview.tif	RGB	derived	/Annotated ImagesBMB-WP6Del/Tiffs-Pipox/	data analysis protocol	idr0018-experimentA-processed.txt
Pipox-14-209-liver	Mus musculus	NCBITaxon	NCBITaxon_10090	liver	UBERON	UBERON_0002107	female	PATO	PATO_0000383	Pipox-14-209	Pipox knockout	ENSMUSG00000017453	Pipox	ENSG00000179761	PIPOX	growth protocol	image aquistion and feature extraction protocol	Pipox-14-209-liver	liver	female	Pipox-14-209	Pipox knockout	Pipox-14-209-liver	Pipox-14_209-liver-a158.tif	RGB	derived	/Annotated ImagesBMB-WP6Del/Tiffs-Pipox/	data analysis protocol	idr0018-experimentA-processed.txt
Pipox-14-209-liver	Mus musculus	NCBITaxon	NCBITaxon_10090	liver	UBERON	UBERON_0002107	female	PATO	PATO_0000383	Pipox-14-209	Pipox knockout	ENSMUSG00000017453	Pipox	ENSG00000179761	PIPOX	growth protocol	image aquistion and feature extraction protocol	Pipox-14-209-liver	liver	female	Pipox-14-209	Pipox knockout	Pipox-14-209-liver	Pipox-14_209-liver-overview.tif	RGB	derived	/Annotated ImagesBMB-WP6Del/Tiffs-Pipox/	data analysis protocol	idr0018-experimentA-processed.txt
Pipox-14-209-lymph-node	Mus musculus	NCBITaxon	NCBITaxon_10090	lymph node	UBERON	UBERON_0000029	female	PATO	PATO_0000383	Pipox-14-209	Pipox knockout	ENSMUSG00000017453	Pipox	ENSG00000179761	PIPOX	growth protocol	image aquistion and feature extraction protocol	Pipox-14-209-lymph-node	lymph node	female	Pipox-14-209	Pipox knockout	Pipox-14-209-lymph-node	Pipox-14_209-ln-a159.tif	RGB	derived	/Annotated ImagesBMB-WP6Del/Tiffs-Pipox/	data analysis protocol	idr0018-experimentA-processed.txt
Pipox-14-209-lymph-node	Mus musculus	NCBITaxon	NCBITaxon_10090	lymph node	UBERON	UBERON_0000029	female	PATO	PATO_0000383	Pipox-14-209	Pipox knockout	ENSMUSG00000017453	Pipox	ENSG00000179761	PIPOX	growth protocol	image aquistion and feature extraction protocol	Pipox-14-209-lymph-node	lymph node	female	Pipox-14-209	Pipox knockout	Pipox-14-209-lymph-node	Pipox-14_209-ln-overview.tif	RGB	derived	/Annotated ImagesBMB-WP6Del/Tiffs-Pipox/	data analysis protocol	idr0018-experimentA-processed.txt
Pipox-14-209-reproductive-female	Mus musculus	NCBITaxon	NCBITaxon_10090	reproductive system	UBERON	UBERON_0000990	female	PATO	PATO_0000383	Pipox-14-209	Pipox knockout	ENSMUSG00000017453	Pipox	ENSG00000179761	PIPOX	growth protocol	image aquistion and feature extraction protocol	Pipox-14-209-reproductive-female	reproductive system	female	Pipox-14-209	Pipox knockout	Pipox-14-209-reproductive-female	Pipox-14_209-reprof-a160.tif	RGB	derived	/Annotated ImagesBMB-WP6Del/Tiffs-Pipox/	data analysis protocol	idr0018-experimentA-processed.txt
Pipox-14-209-reproductive-female	Mus musculus	NCBITaxon	NCBITaxon_10090	reproductive system	UBERON	UBERON_0000990	female	PATO	PATO_0000383	Pipox-14-209	Pipox knockout	ENSMUSG00000017453	Pipox	ENSG00000179761	PIPOX	growth protocol	image aquistion and feature extraction protocol	Pipox-14-209-reproductive-female	reproductive system	female	Pipox-14-209	Pipox knockout	Pipox-14-209-reproductive-female	Pipox-14_209-reprof-overview.tif	RGB	derived	/Annotated ImagesBMB-WP6Del/Tiffs-Pipox/	data analysis protocol	idr0018-experimentA-processed.txt
Pipox-14-209-salivary-gland	Mus musculus	NCBITaxon	NCBITaxon_10090	salivary gland	UBERON	UBERON_0001044	female	PATO	PATO_0000383	Pipox-14-209	Pipox knockout	ENSMUSG00000017453	Pipox	ENSG00000179761	PIPOX	growth protocol	image aquistion and feature extraction protocol	Pipox-14-209-salivary-gland	salivary gland	female	Pipox-14-209	Pipox knockout	Pipox-14-209-salivary-gland	Pipox-14_209-sali-a161.tif	RGB	derived	/Annotated ImagesBMB-WP6Del/Tiffs-Pipox/	data analysis protocol	idr0018-experimentA-processed.txt
Pipox-14-209-salivary-gland	Mus musculus	NCBITaxon	NCBITaxon_10090	salivary gland	UBERON	UBERON_0001044	female	PATO	PATO_0000383	Pipox-14-209	Pipox knockout	ENSMUSG00000017453	Pipox	ENSG00000179761	PIPOX	growth protocol	image aquistion and feature extraction protocol	Pipox-14-209-salivary-gland	salivary gland	female	Pipox-14-209	Pipox knockout	Pipox-14-209-salivary-gland	Pipox-14_209-sali-overview.tif	RGB	derived	/Annotated ImagesBMB-WP6Del/Tiffs-Pipox/	data analysis protocol	idr0018-experimentA-processed.txt
Pipox-14-209-skin	Mus musculus	NCBITaxon	NCBITaxon_10090	skin	EFO	EFO_0000962	female	PATO	PATO_0000383	Pipox-14-209	Pipox knockout	ENSMUSG00000017453	Pipox	ENSG00000179761	PIPOX	growth protocol	image aquistion and feature extraction protocol	Pipox-14-209-skin	skin	female	Pipox-14-209	Pipox knockout	Pipox-14-209-skin	Pipox-14_209-skin-a162.tif	RGB	derived	/Annotated ImagesBMB-WP6Del/Tiffs-Pipox/	data analysis protocol	idr0018-experimentA-processed.txt
Pipox-14-209-skin	Mus musculus	NCBITaxon	NCBITaxon_10090	skin	EFO	EFO_0000962	female	PATO	PATO_0000383	Pipox-14-209	Pipox knockout	ENSMUSG00000017453	Pipox	ENSG00000179761	PIPOX	growth protocol	image aquistion and feature extraction protocol	Pipox-14-209-skin	skin	female	Pipox-14-209	Pipox knockout	Pipox-14-209-skin	Pipox-14_209-skin-overview.tif	RGB	derived	/Annotated ImagesBMB-WP6Del/Tiffs-Pipox/	data analysis protocol	idr0018-experimentA-processed.txt
Pipox-14-210-reproductive-male	Mus musculus	NCBITaxon	NCBITaxon_10090	reproductive system	UBERON	UBERON_0000990	male	PATO	PATO_0000384	Pipox-14-210	Pipox knockout	ENSMUSG00000017453	Pipox	ENSG00000179761	PIPOX	growth protocol	image aquistion and feature extraction protocol	Pipox-14-210-reproductive-male	reproductive system	male	Pipox-14-210	Pipox knockout	Pipox-14-210-reproductive-male	Pipox-14_210-reprom-a163.tif	RGB	derived	/Annotated ImagesBMB-WP6Del/Tiffs-Pipox/	data analysis protocol	idr0018-experimentA-processed.txt
Pipox-14-210-reproductive-male	Mus musculus	NCBITaxon	NCBITaxon_10090	reproductive system	UBERON	UBERON_0000990	male	PATO	PATO_0000384	Pipox-14-210	Pipox knockout	ENSMUSG00000017453	Pipox	ENSG00000179761	PIPOX	growth protocol	image aquistion and feature extraction protocol	Pipox-14-210-reproductive-male	reproductive system	male	Pipox-14-210	Pipox knockout	Pipox-14-210-reproductive-male	Pipox-14_210-reprom-overview.tif	RGB	derived	/Annotated ImagesBMB-WP6Del/Tiffs-Pipox/	data analysis protocol	idr0018-experimentA-processed.txt
Car4-13-923-heart	Mus musculus	NCBITaxon	NCBITaxon_10090	heart	UBERON	UBERON_0000948	male	PATO	PATO_0000384	Car4-13-923	Car4 knockout	ENSMUSG00000000805	Car4	ENSG00000167434	CA4	growth protocol	image aquistion and feature extraction protocol	Car4-13-923-heart	heart	male	Car4-13-923	Car4 knockout	Car4-13-923-heart	Car4_13-923-3a.tif	RGB	derived	/PhotosMitocheckPhenotype-WP6.2 Del/	data analysis protocol	idr0018-experimentA-processed.txt
Car4-13-923-heart	Mus musculus	NCBITaxon	NCBITaxon_10090	heart	UBERON	UBERON_0000948	male	PATO	PATO_0000384	Car4-13-923	Car4 knockout	ENSMUSG00000000805	Car4	ENSG00000167434	CA4	growth protocol	image aquistion and feature extraction protocol	Car4-13-923-heart	heart	male	Car4-13-923	Car4 knockout	Car4-13-923-heart	Car4_13-923-3b.tif	RGB	derived	/PhotosMitocheckPhenotype-WP6.2 Del/	data analysis protocol	idr0018-experimentA-processed.txt
Car4-13-923-heart	Mus musculus	NCBITaxon	NCBITaxon_10090	heart	UBERON	UBERON_0000948	male	PATO	PATO_0000384	Car4-13-923	Car4 knockout	ENSMUSG00000000805	Car4	ENSG00000167434	CA4	growth protocol	image aquistion and feature extraction protocol	Car4-13-923-heart	heart	male	Car4-13-923	Car4 knockout	Car4-13-923-heart	Car4_13-923-3c.tif	RGB	derived	/PhotosMitocheckPhenotype-WP6.2 Del/	data analysis protocol	idr0018-experimentA-processed.txt
CPA2-14-22-oviduct	Mus musculus	NCBITaxon	NCBITaxon_10090	oviduct	UBERON	UBERON_0000993	female	PATO	PATO_0000383	Cpa2-14-22	Cpa2 knockout	ENSMUSG00000071553	Cpa2	ENSG00000158516	CPA2	growth protocol	image aquistion and feature extraction protocol	CPA2-14-22-oviduct	oviduct	female	Cpa2-14-22	Cpa2 knockout	CPA2-14-22-oviduct	CPA2-14_22_1bf-a.tif	RGB	derived	/PhotosMitocheckPhenotype-WP6.2 Del/	data analysis protocol	idr0018-experimentA-processed.txt
CPA2-14-22-oviduct	Mus musculus	NCBITaxon	NCBITaxon_10090	oviduct	UBERON	UBERON_0000993	female	PATO	PATO_0000383	Cpa2-14-22	Cpa2 knockout	ENSMUSG00000071553	Cpa2	ENSG00000158516	CPA2	growth protocol	image aquistion and feature extraction protocol	CPA2-14-22-oviduct	oviduct	female	Cpa2-14-22	Cpa2 knockout	CPA2-14-22-oviduct	CPA2-14_22_1bf-b.tif	RGB	derived	/PhotosMitocheckPhenotype-WP6.2 Del/	data analysis protocol	idr0018-experimentA-processed.txt
CPA2-14-22-oviduct	Mus musculus	NCBITaxon	NCBITaxon_10090	oviduct	UBERON	UBERON_0000993	female	PATO	PATO_0000383	Cpa2-14-22	Cpa2 knockout	ENSMUSG00000071553	Cpa2	ENSG00000158516	CPA2	growth protocol	image aquistion and feature extraction protocol	CPA2-14-22-oviduct	oviduct	female	Cpa2-14-22	Cpa2 knockout	CPA2-14-22-oviduct	CPA2-14_22_1bf-c.tif	RGB	derived	/PhotosMitocheckPhenotype-WP6.2 Del/	data analysis protocol	idr0018-experimentA-processed.txt
CPA2-14-22-oviduct	Mus musculus	NCBITaxon	NCBITaxon_10090	oviduct	UBERON	UBERON_0000993	female	PATO	PATO_0000383	Cpa2-14-22	Cpa2 knockout	ENSMUSG00000071553	Cpa2	ENSG00000158516	CPA2	growth protocol	image aquistion and feature extraction protocol	CPA2-14-22-oviduct	oviduct	female	Cpa2-14-22	Cpa2 knockout	CPA2-14-22-oviduct	CPA2-14_22_1bf-d.tif	RGB	derived	/PhotosMitocheckPhenotype-WP6.2 Del/	data analysis protocol	idr0018-experimentA-processed.txt
HGS-10-579-kidney	Mus musculus	NCBITaxon	NCBITaxon_10090	kidney	UBERON	UBERON_0002113	female	PATO	PATO_0000383	HGS-10-579	Hgs knockout	ENSMUSG00000025793	Hgs	ENSG00000185359	HGS	growth protocol	image aquistion and feature extraction protocol	HGS-10-579-kidney	kidney	female	HGS-10-579	Hgs knockout	HGS-10-579-kidney	HGS_10-579-3a.tif	RGB	derived	/PhotosMitocheckPhenotype-WP6.2 Del/	data analysis protocol	idr0018-experimentA-processed.txt
HGS-10-579-kidney	Mus musculus	NCBITaxon	NCBITaxon_10090	kidney	UBERON	UBERON_0002113	female	PATO	PATO_0000383	HGS-10-579	Hgs knockout	ENSMUSG00000025793	Hgs	ENSG00000185359	HGS	growth protocol	image aquistion and feature extraction protocol	HGS-10-579-kidney	kidney	female	HGS-10-579	Hgs knockout	HGS-10-579-kidney	HGS_10-579-3b.tif	RGB	derived	/PhotosMitocheckPhenotype-WP6.2 Del/	data analysis protocol	idr0018-experimentA-processed.txt
HGS-10-579-kidney	Mus musculus	NCBITaxon	NCBITaxon_10090	kidney	UBERON	UBERON_0002113	female	PATO	PATO_0000383	HGS-10-579	Hgs knockout	ENSMUSG00000025793	Hgs	ENSG00000185359	HGS	growth protocol	image aquistion and feature extraction protocol	HGS-10-579-kidney	kidney	female	HGS-10-579	Hgs knockout	HGS-10-579-kidney	HGS_10-579-3c.tif	RGB	derived	/PhotosMitocheckPhenotype-WP6.2 Del/	data analysis protocol	idr0018-experimentA-processed.txt
HGS-10-579-kidney	Mus musculus	NCBITaxon	NCBITaxon_10090	kidney	UBERON	UBERON_0002113	female	PATO	PATO_0000383	HGS-10-579	Hgs knockout	ENSMUSG00000025793	Hgs	ENSG00000185359	HGS	growth protocol	image aquistion and feature extraction protocol	HGS-10-579-kidney	kidney	female	HGS-10-579	Hgs knockout	HGS-10-579-kidney	HGS_10-579-3d.tif	RGB	derived	/PhotosMitocheckPhenotype-WP6.2 Del/	data analysis protocol	idr0018-experimentA-processed.txt
HGS-10-579-kidney	Mus musculus	NCBITaxon	NCBITaxon_10090	kidney	UBERON	UBERON_0002113	female	PATO	PATO_0000383	HGS-10-579	Hgs knockout	ENSMUSG00000025793	Hgs	ENSG00000185359	HGS	growth protocol	image aquistion and feature extraction protocol	HGS-10-579-kidney	kidney	female	HGS-10-579	Hgs knockout	HGS-10-579-kidney	HGS_10-579-3e.tif	RGB	derived	/PhotosMitocheckPhenotype-WP6.2 Del/	data analysis protocol	idr0018-experimentA-processed.txt
