Plate	Well	Plate_Well	Experimental Condition [Compound]	siRNA Pool Identifier	Gene Identifier	Gene Symbol	Control Type	Control Comments	Gene Hit for YAP Localization Inconsistent With Cell Shape	Has Phenotype	Phenotype Annotation Level	Phenotype 1	Phenotype 2	Phenotype 3	Phenotype 4	Phenotype 5	Phenotype 6	Phenotype 7	Phenotype 8	Phenotype 9	Phenotype 10	Phenotype 11	Phenotype 12	Phenotype 13	Phenotype 14	Phenotype 15	Phenotype 16	Phenotype 17	Phenotype 18
200972822[5178]_RhoGGG_YAP_CD44	D19	200972822[5178]_RhoGGG_YAP_CD44_D19		M-035016-00	89839	FAM7A2			"yes, Low YAP Ratio"	yes	well											low nuclear roundness					low YAP/TAZ ratio (mouse Santa Cruz)		
200972822[5178]_RhoGGG_YAP_CD44	D21	200972822[5178]_RhoGGG_YAP_CD44_D21		M-008611-00	29	ABR				yes	well	large cells		large nuclei				high Neighbor Fraction							low total YAP/TAZ				
200972822[5178]_RhoGGG_YAP_CD44	D22	200972822[5178]_RhoGGG_YAP_CD44_D22			9886	RHOBTB1				yes	well	large cells											doughnut nuclei		low total YAP/TAZ	high YAP/TAZ ratio (mouse Santa Cruz)			
200972822[5178]_RhoGGG_YAP_CD44	D3	200972822[5178]_RhoGGG_YAP_CD44_D3		M-020676-00	54848	ARHGEF38				yes	well			large nuclei		high nucleus/cell area		high Neighbor Fraction		high local density					low total YAP/TAZ	high YAP/TAZ ratio (mouse Santa Cruz)			
200972822[5178]_RhoGGG_YAP_CD44	D5	200972822[5178]_RhoGGG_YAP_CD44_D5		M-030269-01	55701	ARHGEF40				yes	well	large cells		large nuclei				high Neighbor Fraction					doughnut nuclei						
200972822[5178]_RhoGGG_YAP_CD44	D7	200972822[5178]_RhoGGG_YAP_CD44_D7		M-026304-01	23268	DNMBP				yes	well	large cells		large nuclei							low local density	low nuclear roundness	doughnut nuclei		low total YAP/TAZ				
200972822[5178]_RhoGGG_YAP_CD44	D9	200972822[5178]_RhoGGG_YAP_CD44_D9		M-013854-01	57221	BIG3			"yes, Low YAP Ratio"	yes	well							high Neighbor Fraction									low YAP/TAZ ratio (mouse Santa Cruz)		
200972822[5178]_RhoGGG_YAP_CD44	E10	200972822[5178]_RhoGGG_YAP_CD44_E10		M-013854-01	57221	BIG3			"yes, Low YAP Ratio"	yes	well							high Neighbor Fraction									low YAP/TAZ ratio (mouse Santa Cruz)		
200972822[5178]_RhoGGG_YAP_CD44	E11	200972822[5178]_RhoGGG_YAP_CD44_E11		M-009444-01	4983	OPHN1				yes	well			large nuclei				high Neighbor Fraction		high local density			doughnut nuclei			high YAP/TAZ ratio (mouse Santa Cruz)			
200972822[5178]_RhoGGG_YAP_CD44	E12	200972822[5178]_RhoGGG_YAP_CD44_E12		M-008650-00	29127	RACGAP1				yes	well	large cells		large nuclei				high Neighbor Fraction				low nuclear roundness	doughnut nuclei	high total YAP/TAZ					
200972822[5178]_RhoGGG_YAP_CD44	E13	200972822[5178]_RhoGGG_YAP_CD44_E13		M-009382-01	79658	ARHGAP10				yes	well														low total YAP/TAZ	high YAP/TAZ ratio (mouse Santa Cruz)			
200972822[5178]_RhoGGG_YAP_CD44	E14	200972822[5178]_RhoGGG_YAP_CD44_E14		M-009266-00	10928	RALBP1				yes	well						low nucleus/cell area				low local density				low total YAP/TAZ	high YAP/TAZ ratio (mouse Santa Cruz)			
200972822[5178]_RhoGGG_YAP_CD44	E16	200972822[5178]_RhoGGG_YAP_CD44_E16		M-026514-01	57569	ARHGAP20				yes	well			large nuclei				high Neighbor Fraction									low YAP/TAZ ratio (mouse Santa Cruz)		
200972822[5178]_RhoGGG_YAP_CD44	E17	200972822[5178]_RhoGGG_YAP_CD44_E17		M-009238-00	9912	ARHGAP44				yes	well		small cells			high nucleus/cell area		high Neighbor Fraction		high local density				high total YAP/TAZ			low YAP/TAZ ratio (mouse Santa Cruz)		
200972822[5178]_RhoGGG_YAP_CD44	E20	200972822[5178]_RhoGGG_YAP_CD44_E20		M-035016-00	89839	FAM7A2			"yes, Low YAP Ratio"	yes	well																low YAP/TAZ ratio (mouse Santa Cruz)		
200972822[5178]_RhoGGG_YAP_CD44	E21	200972822[5178]_RhoGGG_YAP_CD44_E21		M-009546-01	23616	SH3BP1				yes	well											low nuclear roundness							
200972822[5178]_RhoGGG_YAP_CD44	E22	200972822[5178]_RhoGGG_YAP_CD44_E22		M-008611-00	29	ABR				yes	well	large cells		large nuclei				high Neighbor Fraction							low total YAP/TAZ				
200972822[5178]_RhoGGG_YAP_CD44	E3	200972822[5178]_RhoGGG_YAP_CD44_E3		M-003875-05	613	BCR				yes	well		small cells			high nucleus/cell area		high Neighbor Fraction		high local density		low nuclear roundness			low total YAP/TAZ		low YAP/TAZ ratio (mouse Santa Cruz)		
200972822[5178]_RhoGGG_YAP_CD44	E4	200972822[5178]_RhoGGG_YAP_CD44_E4		M-020676-00	54848	ARHGEF38				yes	well			large nuclei		high nucleus/cell area		high Neighbor Fraction		high local density					low total YAP/TAZ				
200972822[5178]_RhoGGG_YAP_CD44	E5	200972822[5178]_RhoGGG_YAP_CD44_E5		M-010251-01	1123	CHN1				yes	well			large nuclei		high nucleus/cell area		high Neighbor Fraction		high local density					low total YAP/TAZ				
200972822[5178]_RhoGGG_YAP_CD44	E6	200972822[5178]_RhoGGG_YAP_CD44_E6		M-030269-01	55701	ARHGEF40				yes	well	large cells		large nuclei				high Neighbor Fraction											
200972822[5178]_RhoGGG_YAP_CD44	E7	200972822[5178]_RhoGGG_YAP_CD44_E7		M-003791-02	1124	CHN2			"yes, Low YAP Ratio"	yes	well	large cells		large nuclei			low nucleus/cell area	high Neighbor Fraction									low YAP/TAZ ratio (mouse Santa Cruz)		
200972822[5178]_RhoGGG_YAP_CD44	E8	200972822[5178]_RhoGGG_YAP_CD44_E8		M-026304-01	23268	DNMBP				yes	well	large cells		large nuclei								low nuclear roundness	doughnut nuclei						
200972822[5178]_RhoGGG_YAP_CD44	E9	200972822[5178]_RhoGGG_YAP_CD44_E9		M-008426-01	23092	ARHGAP26				yes	well	large cells						high Neighbor Fraction											
200972822[5178]_RhoGGG_YAP_CD44	F10	200972822[5178]_RhoGGG_YAP_CD44_F10		M-008426-01	23092	ARHGAP26				yes	well	large cells						high Neighbor Fraction							low total YAP/TAZ		low YAP/TAZ ratio (mouse Santa Cruz)		
200972822[5178]_RhoGGG_YAP_CD44	F11	200972822[5178]_RhoGGG_YAP_CD44_F11		M-007052-01	64411	CENTD3			"yes, High YAP Ratio"	yes	well							high Neighbor Fraction							low total YAP/TAZ	high YAP/TAZ ratio (mouse Santa Cruz)			
200972822[5178]_RhoGGG_YAP_CD44	F12	200972822[5178]_RhoGGG_YAP_CD44_F12		M-009444-01	4983	OPHN1				yes	well			large nuclei				high Neighbor Fraction					doughnut nuclei		low total YAP/TAZ				
200972822[5178]_RhoGGG_YAP_CD44	F13	200972822[5178]_RhoGGG_YAP_CD44_F13		M-009535-00	4650	MYO9B				yes	well	large cells						high Neighbor Fraction							low total YAP/TAZ		low YAP/TAZ ratio (mouse Santa Cruz)		
200972822[5178]_RhoGGG_YAP_CD44	F14	200972822[5178]_RhoGGG_YAP_CD44_F14		M-009382-01	79658	ARHGAP10				yes	well														low total YAP/TAZ	high YAP/TAZ ratio (mouse Santa Cruz)			
200972822[5178]_RhoGGG_YAP_CD44	F15	200972822[5178]_RhoGGG_YAP_CD44_F15		M-006539-01	4649	MYO9A				yes	well		small cells		small nuclei				low Neighbor Fraction				doughnut nuclei	high total YAP/TAZ			low YAP/TAZ ratio (mouse Santa Cruz)		
200972822[5178]_RhoGGG_YAP_CD44	F17	200972822[5178]_RhoGGG_YAP_CD44_F17		M-008966-00	392	ARHGAP1				yes	well								low Neighbor Fraction		low local density						low YAP/TAZ ratio (mouse Santa Cruz)		
200972822[5178]_RhoGGG_YAP_CD44	F18	200972822[5178]_RhoGGG_YAP_CD44_F18		M-009238-00	9912	ARHGAP44				yes	well		small cells			high nucleus/cell area		high Neighbor Fraction		high local density				high total YAP/TAZ			low YAP/TAZ ratio (mouse Santa Cruz)		
200972822[5178]_RhoGGG_YAP_CD44	F19	200972822[5178]_RhoGGG_YAP_CD44_F19		M-009427-01	23779	ARHGAP8				yes	well							high Neighbor Fraction							low total YAP/TAZ				
200972822[5178]_RhoGGG_YAP_CD44	F21	200972822[5178]_RhoGGG_YAP_CD44_F21		M-010254-00	9754	STARD8				yes	well	large cells					low nucleus/cell area							high total YAP/TAZ			low YAP/TAZ ratio (mouse Santa Cruz)		
200972822[5178]_RhoGGG_YAP_CD44	F22	200972822[5178]_RhoGGG_YAP_CD44_F22		M-009546-01	23616	SH3BP1				yes	well											low nuclear roundness							
200972822[5178]_RhoGGG_YAP_CD44	F3	200972822[5178]_RhoGGG_YAP_CD44_F3		M-009580-01	394	ARHGAP5			"yes, Low YAP Ratio+Low Level"	yes	well			large nuclei		high nucleus/cell area		high Neighbor Fraction		high local density		low nuclear roundness			low total YAP/TAZ		low YAP/TAZ ratio (mouse Santa Cruz)		
200972822[5178]_RhoGGG_YAP_CD44	F4	200972822[5178]_RhoGGG_YAP_CD44_F4		M-003875-05	613	BCR				yes	well		small cells	large nuclei		high nucleus/cell area		high Neighbor Fraction		high local density		low nuclear roundness			low total YAP/TAZ		low YAP/TAZ ratio (mouse Santa Cruz)		
200972822[5178]_RhoGGG_YAP_CD44	F5	200972822[5178]_RhoGGG_YAP_CD44_F5		M-004158-02	2909	GRLF1			"yes, Low YAP Ratio"	yes	well								low Neighbor Fraction								low YAP/TAZ ratio (mouse Santa Cruz)		
200972822[5178]_RhoGGG_YAP_CD44	F6	200972822[5178]_RhoGGG_YAP_CD44_F6		M-010251-01	1123	CHN1				yes	well			large nuclei		high nucleus/cell area		high Neighbor Fraction		high local density					low total YAP/TAZ				
200972822[5178]_RhoGGG_YAP_CD44	F7	200972822[5178]_RhoGGG_YAP_CD44_F7		M-009302-00	116984	CENTD1				yes	well			large nuclei											low total YAP/TAZ	high YAP/TAZ ratio (mouse Santa Cruz)			
200972822[5178]_RhoGGG_YAP_CD44	F8	200972822[5178]_RhoGGG_YAP_CD44_F8		M-003791-02	1124	CHN2			"yes, Low YAP Ratio"	yes	well	large cells		large nuclei			low nucleus/cell area	high Neighbor Fraction									low YAP/TAZ ratio (mouse Santa Cruz)		
200972822[5178]_RhoGGG_YAP_CD44	F9	200972822[5178]_RhoGGG_YAP_CD44_F9		M-009136-02	116985	CENTD2			"yes, Low YAP Ratio"	yes	well		small cells			high nucleus/cell area		high Neighbor Fraction		high local density		low nuclear roundness			low total YAP/TAZ		low YAP/TAZ ratio (mouse Santa Cruz)		
200972822[5178]_RhoGGG_YAP_CD44	G10	200972822[5178]_RhoGGG_YAP_CD44_G10		M-009136-02	116985	CENTD2			"yes, Low YAP Ratio"	yes	well		small cells			high nucleus/cell area		high Neighbor Fraction		high local density		low nuclear roundness	doughnut nuclei				low YAP/TAZ ratio (mouse Santa Cruz)		
200972822[5178]_RhoGGG_YAP_CD44	G11	200972822[5178]_RhoGGG_YAP_CD44_G11		M-014175-01	9901	SRGAP3				yes	well	large cells															low YAP/TAZ ratio (mouse Santa Cruz)		
200972822[5178]_RhoGGG_YAP_CD44	G12	200972822[5178]_RhoGGG_YAP_CD44_G12		M-007052-01	64411	CENTD3			"yes, High YAP Ratio"	yes	well	large cells						high Neighbor Fraction								high YAP/TAZ ratio (mouse Santa Cruz)			
200972822[5178]_RhoGGG_YAP_CD44	G13	200972822[5178]_RhoGGG_YAP_CD44_G13		M-008277-01	9411	PARG1			"yes, Low YAP Ratio+Low Level"	yes	well							high Neighbor Fraction		high local density					low total YAP/TAZ		low YAP/TAZ ratio (mouse Santa Cruz)		
200972822[5178]_RhoGGG_YAP_CD44	G14	200972822[5178]_RhoGGG_YAP_CD44_G14		M-009535-00	4650	MYO9B				yes	well							high Neighbor Fraction							low total YAP/TAZ		low YAP/TAZ ratio (mouse Santa Cruz)		
200972822[5178]_RhoGGG_YAP_CD44	G15	200972822[5178]_RhoGGG_YAP_CD44_G15		M-021160-01	51291	GMIP				yes	well					high nucleus/cell area		high Neighbor Fraction		high local density				high total YAP/TAZ			low YAP/TAZ ratio (mouse Santa Cruz)		
200972822[5178]_RhoGGG_YAP_CD44	G16	200972822[5178]_RhoGGG_YAP_CD44_G16		M-006539-01	4649	MYO9A				yes	well		small cells		small nuclei				low Neighbor Fraction		low local density		doughnut nuclei	high total YAP/TAZ			low YAP/TAZ ratio (mouse Santa Cruz)		
200972822[5178]_RhoGGG_YAP_CD44	G17	200972822[5178]_RhoGGG_YAP_CD44_G17		M-014713-01	83478	ARHGAP24				yes	well	large cells		large nuclei				high Neighbor Fraction			low local density								
200972822[5178]_RhoGGG_YAP_CD44	G18	200972822[5178]_RhoGGG_YAP_CD44_G18		M-008966-00	392	ARHGAP1				yes	well								low Neighbor Fraction		low local density						low YAP/TAZ ratio (mouse Santa Cruz)		
200972822[5178]_RhoGGG_YAP_CD44	G19	200972822[5178]_RhoGGG_YAP_CD44_G19		M-021175-01	9938	ARHGAP25				yes	well	large cells													low total YAP/TAZ				
200972822[5178]_RhoGGG_YAP_CD44	G20	200972822[5178]_RhoGGG_YAP_CD44_G20		M-009427-01	23779	ARHGAP8				yes	well	large cells						high Neighbor Fraction							low total YAP/TAZ				
200972822[5178]_RhoGGG_YAP_CD44	G21	200972822[5178]_RhoGGG_YAP_CD44_G21		M-019080-01	58504	ARHGAP22				yes	well							high Neighbor Fraction		high local density					low total YAP/TAZ				
200972822[5178]_RhoGGG_YAP_CD44	G22	200972822[5178]_RhoGGG_YAP_CD44_G22		M-010254-00	9754	STARD8				yes	well	large cells					low nucleus/cell area		low Neighbor Fraction		low local density			high total YAP/TAZ			low YAP/TAZ ratio (mouse Santa Cruz)		
200972822[5178]_RhoGGG_YAP_CD44	G3	200972822[5178]_RhoGGG_YAP_CD44_G3		M-010256-00	90627	STARD13				yes	well							high Neighbor Fraction		high local density					low total YAP/TAZ				
200972822[5178]_RhoGGG_YAP_CD44	G4	200972822[5178]_RhoGGG_YAP_CD44_G4		M-009580-01	394	ARHGAP5			"yes, Low YAP Ratio+Low Level"	yes	well							high Neighbor Fraction				low nuclear roundness			low total YAP/TAZ		low YAP/TAZ ratio (mouse Santa Cruz)		
200972822[5178]_RhoGGG_YAP_CD44	G5	200972822[5178]_RhoGGG_YAP_CD44_G5		M-003628-02	393	ARHGAP4				yes	well														low total YAP/TAZ				
200972822[5178]_RhoGGG_YAP_CD44	G6	200972822[5178]_RhoGGG_YAP_CD44_G6		M-004158-02	2909	GRLF1			"yes, Low YAP Ratio"	yes	well								low Neighbor Fraction		low local density						low YAP/TAZ ratio (mouse Santa Cruz)		
200972822[5178]_RhoGGG_YAP_CD44	G7	200972822[5178]_RhoGGG_YAP_CD44_G7		M-026974-00	57522	SRGAP1				yes	well	large cells													low total YAP/TAZ				
200972822[5178]_RhoGGG_YAP_CD44	G8	200972822[5178]_RhoGGG_YAP_CD44_G8		M-009302-00	116984	CENTD1				yes	well														low total YAP/TAZ	high YAP/TAZ ratio (mouse Santa Cruz)			
200972822[5178]_RhoGGG_YAP_CD44	G9	200972822[5178]_RhoGGG_YAP_CD44_G9		M-021531-02	23380	SRGAP2				yes	well	large cells																	
200972822[5178]_RhoGGG_YAP_CD44	H10	200972822[5178]_RhoGGG_YAP_CD44_H10		M-021531-02	23380	SRGAP2				yes	well	large cells																	
200972822[5178]_RhoGGG_YAP_CD44	H11	200972822[5178]_RhoGGG_YAP_CD44_H11		M-010047-02	64333	ARHGAP9			"yes, Low YAP Ratio+Low Level"	yes	well		small cells			high nucleus/cell area		high Neighbor Fraction							low total YAP/TAZ		low YAP/TAZ ratio (mouse Santa Cruz)		
200972822[5178]_RhoGGG_YAP_CD44	H13	200972822[5178]_RhoGGG_YAP_CD44_H13		M-008729-01	94134	ARHGAP12				yes	well	large cells													low total YAP/TAZ				
200972822[5178]_RhoGGG_YAP_CD44	H14	200972822[5178]_RhoGGG_YAP_CD44_H14		M-008277-01	9411	PARG1			"yes, Low YAP Ratio+Low Level"	yes	well							high Neighbor Fraction		high local density					low total YAP/TAZ		low YAP/TAZ ratio (mouse Santa Cruz)		
200972822[5178]_RhoGGG_YAP_CD44	H15	200972822[5178]_RhoGGG_YAP_CD44_H15		M-018019-00	55843	ARHGAP15				yes	well											low nuclear roundness	doughnut nuclei		low total YAP/TAZ		low YAP/TAZ ratio (mouse Santa Cruz)		
200972822[5178]_RhoGGG_YAP_CD44	H16	200972822[5178]_RhoGGG_YAP_CD44_H16		M-021160-01	51291	GMIP				yes	well					high nucleus/cell area		high Neighbor Fraction		high local density				high total YAP/TAZ			low YAP/TAZ ratio (mouse Santa Cruz)		
200972822[5178]_RhoGGG_YAP_CD44	H17	200972822[5178]_RhoGGG_YAP_CD44_H17		M-008213-00	9743	RICS				yes	well			large nuclei		high nucleus/cell area		high Neighbor Fraction		high local density									
200972822[5178]_RhoGGG_YAP_CD44	H18	200972822[5178]_RhoGGG_YAP_CD44_H18		M-014713-01	83478	ARHGAP24				yes	well	large cells		large nuclei				high Neighbor Fraction			low local density				low total YAP/TAZ				
200972822[5178]_RhoGGG_YAP_CD44	H19	200972822[5178]_RhoGGG_YAP_CD44_H19		M-023577-01	57514	CDGAP			"yes, Low YAP Ratio"	yes	well																low YAP/TAZ ratio (mouse Santa Cruz)		
200972822[5178]_RhoGGG_YAP_CD44	H20	200972822[5178]_RhoGGG_YAP_CD44_H20		M-021175-01	9938	ARHGAP25				yes	well	large cells						high Neighbor Fraction							low total YAP/TAZ	high YAP/TAZ ratio (mouse Santa Cruz)			
200972822[5178]_RhoGGG_YAP_CD44	H21	200972822[5178]_RhoGGG_YAP_CD44_H21		M-009225-01	115703	SNX26			"yes, Low YAP Ratio"	yes	well										low local density						low YAP/TAZ ratio (mouse Santa Cruz)		
200972822[5178]_RhoGGG_YAP_CD44	H22	200972822[5178]_RhoGGG_YAP_CD44_H22		M-019080-01	58504	ARHGAP22				yes	well					high nucleus/cell area		high Neighbor Fraction		high local density					low total YAP/TAZ				
200972822[5178]_RhoGGG_YAP_CD44	H3	200972822[5178]_RhoGGG_YAP_CD44_H3		M-003021-03	5296	PIK3R2				yes	well					high nucleus/cell area		high Neighbor Fraction		high local density					low total YAP/TAZ		low YAP/TAZ ratio (mouse Santa Cruz)		
200972822[5178]_RhoGGG_YAP_CD44	H4	200972822[5178]_RhoGGG_YAP_CD44_H4		M-010256-00	90627	STARD13				yes	well							high Neighbor Fraction		high local density					low total YAP/TAZ				
200972822[5178]_RhoGGG_YAP_CD44	H5	200972822[5178]_RhoGGG_YAP_CD44_H5		M-003020-04	5295	PIK3R1			"yes, Low YAP Ratio"	yes	well	large cells															low YAP/TAZ ratio (mouse Santa Cruz)		
200972822[5178]_RhoGGG_YAP_CD44	H6	200972822[5178]_RhoGGG_YAP_CD44_H6		M-003628-02	393	ARHGAP4				yes	well														low total YAP/TAZ				
200972822[5178]_RhoGGG_YAP_CD44	H7	200972822[5178]_RhoGGG_YAP_CD44_H7		M-010026-01	4952	OCRL			"yes, Low YAP Ratio"	yes	well																low YAP/TAZ ratio (mouse Santa Cruz)		
200972822[5178]_RhoGGG_YAP_CD44	H8	200972822[5178]_RhoGGG_YAP_CD44_H8		M-026974-00	57522	SRGAP1				yes	well	large cells											doughnut nuclei		low total YAP/TAZ				
200972822[5178]_RhoGGG_YAP_CD44	H9	200972822[5178]_RhoGGG_YAP_CD44_H9		M-021811-02	3633	INPP5B			"yes, Low YAP Ratio"	yes	well	large cells					low nucleus/cell area				low local density	low nuclear roundness					low YAP/TAZ ratio (mouse Santa Cruz)		
200972822[5178]_RhoGGG_YAP_CD44	I10	200972822[5178]_RhoGGG_YAP_CD44_I10		M-021811-02	3633	INPP5B			"yes, Low YAP Ratio"	yes	well	large cells					low nucleus/cell area	high Neighbor Fraction			low local density						low YAP/TAZ ratio (mouse Santa Cruz)		
200972822[5178]_RhoGGG_YAP_CD44	I11	200972822[5178]_RhoGGG_YAP_CD44_I11		M-020738-01	51306	FAM13B				yes	well		small cells			high nucleus/cell area		high Neighbor Fraction		high local density		low nuclear roundness	doughnut nuclei				low YAP/TAZ ratio (mouse Santa Cruz)		
200972822[5178]_RhoGGG_YAP_CD44	I12	200972822[5178]_RhoGGG_YAP_CD44_I12		M-010047-02	64333	ARHGAP9			"yes, Low YAP Ratio+Low Level"	yes	well		small cells			high nucleus/cell area		high Neighbor Fraction		high local density					low total YAP/TAZ		low YAP/TAZ ratio (mouse Santa Cruz)		
200972822[5178]_RhoGGG_YAP_CD44	I13	200972822[5178]_RhoGGG_YAP_CD44_I13		M-020516-02	10144	FAM13A1				yes	well	large cells						high Neighbor Fraction							low total YAP/TAZ				
200972822[5178]_RhoGGG_YAP_CD44	I14	200972822[5178]_RhoGGG_YAP_CD44_I14		M-008729-01	94134	ARHGAP12				yes	well	large cells													low total YAP/TAZ				
200972822[5178]_RhoGGG_YAP_CD44	I15	200972822[5178]_RhoGGG_YAP_CD44_I15		M-032590-00	80728	ARHGAP39				yes	well			large nuclei				high Neighbor Fraction				low nuclear roundness	doughnut nuclei				low YAP/TAZ ratio (mouse Santa Cruz)		
200972822[5178]_RhoGGG_YAP_CD44	I16	200972822[5178]_RhoGGG_YAP_CD44_I16		M-018019-00	55843	ARHGAP15				yes	well											low nuclear roundness			low total YAP/TAZ		low YAP/TAZ ratio (mouse Santa Cruz)		
200972822[5178]_RhoGGG_YAP_CD44	I17	200972822[5178]_RhoGGG_YAP_CD44_I17		M-018322-01	84986	ARHGAP19			"yes, Low YAP Ratio"	yes	well					high nucleus/cell area		high Neighbor Fraction		high local density							low YAP/TAZ ratio (mouse Santa Cruz)		
200972822[5178]_RhoGGG_YAP_CD44	I18	200972822[5178]_RhoGGG_YAP_CD44_I18		M-008213-00	9743	RICS				yes	well			large nuclei		high nucleus/cell area		high Neighbor Fraction		high local density									
200972822[5178]_RhoGGG_YAP_CD44	I19	200972822[5178]_RhoGGG_YAP_CD44_I19				TAARHGAP				yes	well			large nuclei				high Neighbor Fraction		high local density									
200972822[5178]_RhoGGG_YAP_CD44	I20	200972822[5178]_RhoGGG_YAP_CD44_I20		M-023577-01	57514	CDGAP			"yes, Low YAP Ratio"	yes	well																low YAP/TAZ ratio (mouse Santa Cruz)		
200972822[5178]_RhoGGG_YAP_CD44	I22	200972822[5178]_RhoGGG_YAP_CD44_I22		M-009225-01	115703	SNX26			"yes, Low YAP Ratio"	yes	well																low YAP/TAZ ratio (mouse Santa Cruz)		
200972822[5178]_RhoGGG_YAP_CD44	I3	200972822[5178]_RhoGGG_YAP_CD44_I3		M-015856-00	85360	SYDE1			"yes, Low YAP Ratio"	yes	well	large cells		large nuclei								low nuclear roundness	doughnut nuclei				low YAP/TAZ ratio (mouse Santa Cruz)		
200972822[5178]_RhoGGG_YAP_CD44	I4	200972822[5178]_RhoGGG_YAP_CD44_I4		M-003021-03	5296	PIK3R2				yes	well			large nuclei		high nucleus/cell area		high Neighbor Fraction		high local density					low total YAP/TAZ		low YAP/TAZ ratio (mouse Santa Cruz)		
200972822[5178]_RhoGGG_YAP_CD44	I5	200972822[5178]_RhoGGG_YAP_CD44_I5		M-021617-02	84144	SYDE2				yes	well	large cells																	
200972822[5178]_RhoGGG_YAP_CD44	I6	200972822[5178]_RhoGGG_YAP_CD44_I6		M-003020-04	5295	PIK3R1			"yes, Low YAP Ratio"	yes	well																low YAP/TAZ ratio (mouse Santa Cruz)		
