Source Name	Characteristics [Organism]	Term Source 1 REF	Term Source 1 Accession	Characteristics [Strain]	Term Source 2 REF	Term Source 2 Accession	Characteristics [Sex]	Term Source 3 REF	Term Source 3 Accession	Characteristics [Age]	Characteristics [Individual]	Characteristics [Organism Part]	Characteristics [Clinical Information]	Protocol REF	Protocol REF	Assay Name	Experimental Condition [Individual]	Experimental Condition [Treatment Timepoint]	Experimental Condition [Treatment]	Experimental Condition [Sampling Timepoint]	Experimental Condition [Treatment Timepoint]_Experimental Condition [Treatment]	Dataset Name	Comment [Raw Data Capture]	Comment [Field]	Image File	Channels	Comment [Image File Type]	Comment [Image File Path]	Protocol REF	Processed Data File
mouse 51	Mus musculus	NCBITaxon	NCBITaxon_10090	C57BL/6J	EFO	EFO_0000606	male	PATO	PATO_0000384	8 to 14 week old	mouse 51	tumor	OVA expressing tumor	treatment protocol	image aquistion and feature extraction protocol	TreatStartDay7_Control_Day3PostTreat_mouse51	mouse 51	7 days after tumor inoculation	control - cytotoxic T lymphocytes only	3 days after treatment start	7 days after tumor inoculation_control - cytotoxic T lymphocytes only	TreatStartDay7_Control_Day3PostTreat_mouse51	part 1 of 1	5	7.51.10-3.140926_10-43-58.04.pattern	"FD5_BLUE:SHG (collagen);FD6_GREEN:dsRed2 (CTL);BD7_RED:Alexa750 (vessels, 70kDa-dextran);BD8_RED:mCherry(Histone-2B-mCherry, B16F10/OVA nuclei)"	raw	/treatment start day 7/mouse 51/day 10-3/time lapse/140926_10-43-58/	data analysis protocol	idr0026-experimentA-processed.txt
mouse 51	Mus musculus	NCBITaxon	NCBITaxon_10090	C57BL/6J	EFO	EFO_0000606	male	PATO	PATO_0000384	8 to 14 week old	mouse 51	tumor	OVA expressing tumor	treatment protocol	image aquistion and feature extraction protocol	TreatStartDay7_Control_Day3PostTreat_mouse51	mouse 51	7 days after tumor inoculation	control - cytotoxic T lymphocytes only	3 days after treatment start	7 days after tumor inoculation_control - cytotoxic T lymphocytes only	TreatStartDay7_Control_Day3PostTreat_mouse51	part 1 of 1	1	Pos 00_all Ch_all TP_registered_cropped.tif	RGB	processed	/treatment start day 7/mouse 51/day 10-3/processed 4D stacks/	data analysis protocol	idr0026-experimentA-processed.txt
mouse 51	Mus musculus	NCBITaxon	NCBITaxon_10090	C57BL/6J	EFO	EFO_0000606	male	PATO	PATO_0000384	8 to 14 week old	mouse 51	tumor	OVA expressing tumor	treatment protocol	image aquistion and feature extraction protocol	TreatStartDay7_Control_Day3PostTreat_mouse51	mouse 51	7 days after tumor inoculation	control - cytotoxic T lymphocytes only	3 days after treatment start	7 days after tumor inoculation_control - cytotoxic T lymphocytes only	TreatStartDay7_Control_Day3PostTreat_mouse51	part 1 of 1	2	Pos 01_all Ch_all TP_registered_cropped.tif	RGB	processed	/treatment start day 7/mouse 51/day 10-3/processed 4D stacks/	data analysis protocol	idr0026-experimentA-processed.txt
mouse 51	Mus musculus	NCBITaxon	NCBITaxon_10090	C57BL/6J	EFO	EFO_0000606	male	PATO	PATO_0000384	8 to 14 week old	mouse 51	tumor	OVA expressing tumor	treatment protocol	image aquistion and feature extraction protocol	TreatStartDay7_Control_Day3PostTreat_mouse51	mouse 51	7 days after tumor inoculation	control - cytotoxic T lymphocytes only	3 days after treatment start	7 days after tumor inoculation_control - cytotoxic T lymphocytes only	TreatStartDay7_Control_Day3PostTreat_mouse51	part 1 of 1	3	Pos 02_all Ch_all TP_registered_cropped.tif	RGB	processed	/treatment start day 7/mouse 51/day 10-3/processed 4D stacks/	data analysis protocol	idr0026-experimentA-processed.txt
mouse 51	Mus musculus	NCBITaxon	NCBITaxon_10090	C57BL/6J	EFO	EFO_0000606	male	PATO	PATO_0000384	8 to 14 week old	mouse 51	tumor	OVA expressing tumor	treatment protocol	image aquistion and feature extraction protocol	TreatStartDay7_Control_Day3PostTreat_mouse51	mouse 51	7 days after tumor inoculation	control - cytotoxic T lymphocytes only	3 days after treatment start	7 days after tumor inoculation_control - cytotoxic T lymphocytes only	TreatStartDay7_Control_Day3PostTreat_mouse51	part 1 of 1	4	Pos 03_all Ch_all TP_registered_cropped.tif	RGB	processed	/treatment start day 7/mouse 51/day 10-3/processed 4D stacks/	data analysis protocol	idr0026-experimentA-processed.txt
mouse 51	Mus musculus	NCBITaxon	NCBITaxon_10090	C57BL/6J	EFO	EFO_0000606	male	PATO	PATO_0000384	8 to 14 week old	mouse 51	tumor	OVA expressing tumor	treatment protocol	image aquistion and feature extraction protocol	TreatStartDay7_Control_Day3PostTreat_mouse51	mouse 51	7 days after tumor inoculation	control - cytotoxic T lymphocytes only	3 days after treatment start	7 days after tumor inoculation_control - cytotoxic T lymphocytes only	TreatStartDay7_Control_Day3PostTreat_mouse51	part 1 of 1	5	Pos 04_all Ch_all TP_registered_cropped.tif	RGB	processed	/treatment start day 7/mouse 51/day 10-3/processed 4D stacks/	data analysis protocol	idr0026-experimentA-processed.txt
mouse 52	Mus musculus	NCBITaxon	NCBITaxon_10090	C57BL/6J	EFO	EFO_0000606	male	PATO	PATO_0000384	8 to 14 week old	mouse 52	tumor	OVA expressing tumor	treatment protocol	image aquistion and feature extraction protocol	TreatStartDay7_Control_Day3PostTreat_mouse52	mouse 52	7 days after tumor inoculation	control - cytotoxic T lymphocytes only	3 days after treatment start	7 days after tumor inoculation_control - cytotoxic T lymphocytes only	TreatStartDay7_Control_Day3PostTreat_mouse52	part 1 of 1	1	7.52.10-3.140926_14-51-38.00.pattern	"BD2_GREEN:dsRed2 (CTL);FD6_FDRED:SHG (collagen);BD7_RED:Alexa750 (vessels, 70kDa-dextran);BD8_DEEPR:mCherry(Histone-2B-mCherry, B16F10/OVA nuclei)"	raw	/treatment start day 7/mouse 52/day 10-3/time lapse/140926_14-51-38/	data analysis protocol	idr0026-experimentA-processed.txt
mouse 52	Mus musculus	NCBITaxon	NCBITaxon_10090	C57BL/6J	EFO	EFO_0000606	male	PATO	PATO_0000384	8 to 14 week old	mouse 52	tumor	OVA expressing tumor	treatment protocol	image aquistion and feature extraction protocol	TreatStartDay7_Control_Day3PostTreat_mouse52	mouse 52	7 days after tumor inoculation	control - cytotoxic T lymphocytes only	3 days after treatment start	7 days after tumor inoculation_control - cytotoxic T lymphocytes only	TreatStartDay7_Control_Day3PostTreat_mouse52	part 1 of 1	2	7.52.10-3.140926_14-51-38.01.pattern	"BD2_GREEN:dsRed2 (CTL);FD6_FDRED:SHG (collagen);BD7_RED:Alexa750 (vessels, 70kDa-dextran);BD8_DEEPR:mCherry(Histone-2B-mCherry, B16F10/OVA nuclei)"	raw	/treatment start day 7/mouse 52/day 10-3/time lapse/140926_14-51-38/	data analysis protocol	idr0026-experimentA-processed.txt
mouse 52	Mus musculus	NCBITaxon	NCBITaxon_10090	C57BL/6J	EFO	EFO_0000606	male	PATO	PATO_0000384	8 to 14 week old	mouse 52	tumor	OVA expressing tumor	treatment protocol	image aquistion and feature extraction protocol	TreatStartDay7_Control_Day3PostTreat_mouse52	mouse 52	7 days after tumor inoculation	control - cytotoxic T lymphocytes only	3 days after treatment start	7 days after tumor inoculation_control - cytotoxic T lymphocytes only	TreatStartDay7_Control_Day3PostTreat_mouse52	part 1 of 1	3	7.52.10-3.140926_14-51-38.02.pattern	"BD2_GREEN:dsRed2 (CTL);FD6_FDRED:SHG (collagen);BD7_RED:Alexa750 (vessels, 70kDa-dextran);BD8_DEEPR:mCherry(Histone-2B-mCherry, B16F10/OVA nuclei)"	raw	/treatment start day 7/mouse 52/day 10-3/time lapse/140926_14-51-38/	data analysis protocol	idr0026-experimentA-processed.txt
mouse 52	Mus musculus	NCBITaxon	NCBITaxon_10090	C57BL/6J	EFO	EFO_0000606	male	PATO	PATO_0000384	8 to 14 week old	mouse 52	tumor	OVA expressing tumor	treatment protocol	image aquistion and feature extraction protocol	TreatStartDay7_Control_Day3PostTreat_mouse52	mouse 52	7 days after tumor inoculation	control - cytotoxic T lymphocytes only	3 days after treatment start	7 days after tumor inoculation_control - cytotoxic T lymphocytes only	TreatStartDay7_Control_Day3PostTreat_mouse52	part 1 of 1	4	7.52.10-3.140926_14-51-38.03.pattern	"BD2_GREEN:dsRed2 (CTL);FD6_FDRED:SHG (collagen);BD7_RED:Alexa750 (vessels, 70kDa-dextran);BD8_DEEPR:mCherry(Histone-2B-mCherry, B16F10/OVA nuclei)"	raw	/treatment start day 7/mouse 52/day 10-3/time lapse/140926_14-51-38/	data analysis protocol	idr0026-experimentA-processed.txt
mouse 52	Mus musculus	NCBITaxon	NCBITaxon_10090	C57BL/6J	EFO	EFO_0000606	male	PATO	PATO_0000384	8 to 14 week old	mouse 52	tumor	OVA expressing tumor	treatment protocol	image aquistion and feature extraction protocol	TreatStartDay7_Control_Day3PostTreat_mouse52	mouse 52	7 days after tumor inoculation	control - cytotoxic T lymphocytes only	3 days after treatment start	7 days after tumor inoculation_control - cytotoxic T lymphocytes only	TreatStartDay7_Control_Day3PostTreat_mouse52	part 1 of 1	5	7.52.10-3.140926_14-51-38.04.pattern	"BD2_GREEN:dsRed2 (CTL);FD6_FDRED:SHG (collagen);BD7_RED:Alexa750 (vessels, 70kDa-dextran);BD8_DEEPR:mCherry(Histone-2B-mCherry, B16F10/OVA nuclei)"	raw	/treatment start day 7/mouse 52/day 10-3/time lapse/140926_14-51-38/	data analysis protocol	idr0026-experimentA-processed.txt
mouse 52	Mus musculus	NCBITaxon	NCBITaxon_10090	C57BL/6J	EFO	EFO_0000606	male	PATO	PATO_0000384	8 to 14 week old	mouse 52	tumor	OVA expressing tumor	treatment protocol	image aquistion and feature extraction protocol	TreatStartDay7_Control_Day3PostTreat_mouse52	mouse 52	7 days after tumor inoculation	control - cytotoxic T lymphocytes only	3 days after treatment start	7 days after tumor inoculation_control - cytotoxic T lymphocytes only	TreatStartDay7_Control_Day3PostTreat_mouse52	part 1 of 1	1	Pos 00_all Ch_all TP_registered_cropped.tif	RGB	processed	/treatment start day 7/mouse 52/day 10-3/processed 4D stacks/	data analysis protocol	idr0026-experimentA-processed.txt
mouse 52	Mus musculus	NCBITaxon	NCBITaxon_10090	C57BL/6J	EFO	EFO_0000606	male	PATO	PATO_0000384	8 to 14 week old	mouse 52	tumor	OVA expressing tumor	treatment protocol	image aquistion and feature extraction protocol	TreatStartDay7_Control_Day3PostTreat_mouse52	mouse 52	7 days after tumor inoculation	control - cytotoxic T lymphocytes only	3 days after treatment start	7 days after tumor inoculation_control - cytotoxic T lymphocytes only	TreatStartDay7_Control_Day3PostTreat_mouse52	part 1 of 1	2	Pos 01_all Ch_all TP_registered_cropped.tif	RGB	processed	/treatment start day 7/mouse 52/day 10-3/processed 4D stacks/	data analysis protocol	idr0026-experimentA-processed.txt
mouse 52	Mus musculus	NCBITaxon	NCBITaxon_10090	C57BL/6J	EFO	EFO_0000606	male	PATO	PATO_0000384	8 to 14 week old	mouse 52	tumor	OVA expressing tumor	treatment protocol	image aquistion and feature extraction protocol	TreatStartDay7_Control_Day3PostTreat_mouse52	mouse 52	7 days after tumor inoculation	control - cytotoxic T lymphocytes only	3 days after treatment start	7 days after tumor inoculation_control - cytotoxic T lymphocytes only	TreatStartDay7_Control_Day3PostTreat_mouse52	part 1 of 1	3	Pos 02_all Ch_all TP_registered_cropped.tif	RGB	processed	/treatment start day 7/mouse 52/day 10-3/processed 4D stacks/	data analysis protocol	idr0026-experimentA-processed.txt
mouse 52	Mus musculus	NCBITaxon	NCBITaxon_10090	C57BL/6J	EFO	EFO_0000606	male	PATO	PATO_0000384	8 to 14 week old	mouse 52	tumor	OVA expressing tumor	treatment protocol	image aquistion and feature extraction protocol	TreatStartDay7_Control_Day3PostTreat_mouse52	mouse 52	7 days after tumor inoculation	control - cytotoxic T lymphocytes only	3 days after treatment start	7 days after tumor inoculation_control - cytotoxic T lymphocytes only	TreatStartDay7_Control_Day3PostTreat_mouse52	part 1 of 1	4	Pos 03_all Ch_all TP_registered_cropped.tif	RGB	processed	/treatment start day 7/mouse 52/day 10-3/processed 4D stacks/	data analysis protocol	idr0026-experimentA-processed.txt
mouse 52	Mus musculus	NCBITaxon	NCBITaxon_10090	C57BL/6J	EFO	EFO_0000606	male	PATO	PATO_0000384	8 to 14 week old	mouse 52	tumor	OVA expressing tumor	treatment protocol	image aquistion and feature extraction protocol	TreatStartDay7_Control_Day3PostTreat_mouse52	mouse 52	7 days after tumor inoculation	control - cytotoxic T lymphocytes only	3 days after treatment start	7 days after tumor inoculation_control - cytotoxic T lymphocytes only	TreatStartDay7_Control_Day3PostTreat_mouse52	part 1 of 1	5	Pos 04_all Ch_all TP_registered_cropped.tif	RGB	processed	/treatment start day 7/mouse 52/day 10-3/processed 4D stacks/	data analysis protocol	idr0026-experimentA-processed.txt
mouse 53	Mus musculus	NCBITaxon	NCBITaxon_10090	C57BL/6J	EFO	EFO_0000606	male	PATO	PATO_0000384	8 to 14 week old	mouse 53	tumor	OVA expressing tumor	treatment protocol	image aquistion and feature extraction protocol	TreatStartDay7_Control_Day3PostTreat_mouse53	mouse 53	7 days after tumor inoculation	control - cytotoxic T lymphocytes only	3 days after treatment start	7 days after tumor inoculation_control - cytotoxic T lymphocytes only	TreatStartDay7_Control_Day3PostTreat_mouse53	part 1 of 1	1	7.53.10-3.140926_18-40-48.00.pattern	"FD5_BLUE:SHG (collagen);FD6_GREEN:dsRed2 (CTL);BD7_RED:Alexa750 (vessels, 70kDa-dextran);BD8_RED:mCherry(Histone-2B-mCherry, B16F10/OVA nuclei)"	raw	/treatment start day 7/mouse 53/day 10-3/time lapse/140926_18-40-48/	data analysis protocol	idr0026-experimentA-processed.txt
mouse 53	Mus musculus	NCBITaxon	NCBITaxon_10090	C57BL/6J	EFO	EFO_0000606	male	PATO	PATO_0000384	8 to 14 week old	mouse 53	tumor	OVA expressing tumor	treatment protocol	image aquistion and feature extraction protocol	TreatStartDay7_Control_Day3PostTreat_mouse53	mouse 53	7 days after tumor inoculation	control - cytotoxic T lymphocytes only	3 days after treatment start	7 days after tumor inoculation_control - cytotoxic T lymphocytes only	TreatStartDay7_Control_Day3PostTreat_mouse53	part 1 of 1	2	7.53.10-3.140926_18-40-48.01.pattern	"FD5_BLUE:SHG (collagen);FD6_GREEN:dsRed2 (CTL);BD7_RED:Alexa750 (vessels, 70kDa-dextran);BD8_RED:mCherry(Histone-2B-mCherry, B16F10/OVA nuclei)"	raw	/treatment start day 7/mouse 53/day 10-3/time lapse/140926_18-40-48/	data analysis protocol	idr0026-experimentA-processed.txt
mouse 53	Mus musculus	NCBITaxon	NCBITaxon_10090	C57BL/6J	EFO	EFO_0000606	male	PATO	PATO_0000384	8 to 14 week old	mouse 53	tumor	OVA expressing tumor	treatment protocol	image aquistion and feature extraction protocol	TreatStartDay7_Control_Day3PostTreat_mouse53	mouse 53	7 days after tumor inoculation	control - cytotoxic T lymphocytes only	3 days after treatment start	7 days after tumor inoculation_control - cytotoxic T lymphocytes only	TreatStartDay7_Control_Day3PostTreat_mouse53	part 1 of 1	3	7.53.10-3.140926_18-40-48.02.pattern	"FD5_BLUE:SHG (collagen);FD6_GREEN:dsRed2 (CTL);BD7_RED:Alexa750 (vessels, 70kDa-dextran);BD8_RED:mCherry(Histone-2B-mCherry, B16F10/OVA nuclei)"	raw	/treatment start day 7/mouse 53/day 10-3/time lapse/140926_18-40-48/	data analysis protocol	idr0026-experimentA-processed.txt
mouse 53	Mus musculus	NCBITaxon	NCBITaxon_10090	C57BL/6J	EFO	EFO_0000606	male	PATO	PATO_0000384	8 to 14 week old	mouse 53	tumor	OVA expressing tumor	treatment protocol	image aquistion and feature extraction protocol	TreatStartDay7_Control_Day3PostTreat_mouse53	mouse 53	7 days after tumor inoculation	control - cytotoxic T lymphocytes only	3 days after treatment start	7 days after tumor inoculation_control - cytotoxic T lymphocytes only	TreatStartDay7_Control_Day3PostTreat_mouse53	part 1 of 1	4	7.53.10-3.140926_18-40-48.03.pattern	"FD5_BLUE:SHG (collagen);FD6_GREEN:dsRed2 (CTL);BD7_RED:Alexa750 (vessels, 70kDa-dextran);BD8_RED:mCherry(Histone-2B-mCherry, B16F10/OVA nuclei)"	raw	/treatment start day 7/mouse 53/day 10-3/time lapse/140926_18-40-48/	data analysis protocol	idr0026-experimentA-processed.txt
mouse 53	Mus musculus	NCBITaxon	NCBITaxon_10090	C57BL/6J	EFO	EFO_0000606	male	PATO	PATO_0000384	8 to 14 week old	mouse 53	tumor	OVA expressing tumor	treatment protocol	image aquistion and feature extraction protocol	TreatStartDay7_Control_Day3PostTreat_mouse53	mouse 53	7 days after tumor inoculation	control - cytotoxic T lymphocytes only	3 days after treatment start	7 days after tumor inoculation_control - cytotoxic T lymphocytes only	TreatStartDay7_Control_Day3PostTreat_mouse53	part 1 of 1	5	7.53.10-3.140926_18-40-48.04.pattern	"FD5_BLUE:SHG (collagen);FD6_GREEN:dsRed2 (CTL);BD7_RED:Alexa750 (vessels, 70kDa-dextran);BD8_RED:mCherry(Histone-2B-mCherry, B16F10/OVA nuclei)"	raw	/treatment start day 7/mouse 53/day 10-3/time lapse/140926_18-40-48/	data analysis protocol	idr0026-experimentA-processed.txt
mouse 53	Mus musculus	NCBITaxon	NCBITaxon_10090	C57BL/6J	EFO	EFO_0000606	male	PATO	PATO_0000384	8 to 14 week old	mouse 53	tumor	OVA expressing tumor	treatment protocol	image aquistion and feature extraction protocol	TreatStartDay7_Control_Day3PostTreat_mouse53	mouse 53	7 days after tumor inoculation	control - cytotoxic T lymphocytes only	3 days after treatment start	7 days after tumor inoculation_control - cytotoxic T lymphocytes only	TreatStartDay7_Control_Day3PostTreat_mouse53	part 1 of 1	1	Pos 00_all Ch_all TP_registered_cropped.tif	RGB	processed	/treatment start day 7/mouse 53/day 10-3/processed 4D stacks/	data analysis protocol	idr0026-experimentA-processed.txt
mouse 53	Mus musculus	NCBITaxon	NCBITaxon_10090	C57BL/6J	EFO	EFO_0000606	male	PATO	PATO_0000384	8 to 14 week old	mouse 53	tumor	OVA expressing tumor	treatment protocol	image aquistion and feature extraction protocol	TreatStartDay7_Control_Day3PostTreat_mouse53	mouse 53	7 days after tumor inoculation	control - cytotoxic T lymphocytes only	3 days after treatment start	7 days after tumor inoculation_control - cytotoxic T lymphocytes only	TreatStartDay7_Control_Day3PostTreat_mouse53	part 1 of 1	2	Pos 01_all Ch_all TP_registered_cropped.tif	RGB	processed	/treatment start day 7/mouse 53/day 10-3/processed 4D stacks/	data analysis protocol	idr0026-experimentA-processed.txt
mouse 53	Mus musculus	NCBITaxon	NCBITaxon_10090	C57BL/6J	EFO	EFO_0000606	male	PATO	PATO_0000384	8 to 14 week old	mouse 53	tumor	OVA expressing tumor	treatment protocol	image aquistion and feature extraction protocol	TreatStartDay7_Control_Day3PostTreat_mouse53	mouse 53	7 days after tumor inoculation	control - cytotoxic T lymphocytes only	3 days after treatment start	7 days after tumor inoculation_control - cytotoxic T lymphocytes only	TreatStartDay7_Control_Day3PostTreat_mouse53	part 1 of 1	3	Pos 02_all Ch_all TP_registered_cropped.tif	RGB	processed	/treatment start day 7/mouse 53/day 10-3/processed 4D stacks/	data analysis protocol	idr0026-experimentA-processed.txt
mouse 53	Mus musculus	NCBITaxon	NCBITaxon_10090	C57BL/6J	EFO	EFO_0000606	male	PATO	PATO_0000384	8 to 14 week old	mouse 53	tumor	OVA expressing tumor	treatment protocol	image aquistion and feature extraction protocol	TreatStartDay7_Control_Day3PostTreat_mouse53	mouse 53	7 days after tumor inoculation	control - cytotoxic T lymphocytes only	3 days after treatment start	7 days after tumor inoculation_control - cytotoxic T lymphocytes only	TreatStartDay7_Control_Day3PostTreat_mouse53	part 1 of 1	4	Pos 03_all Ch_all TP_registered_cropped.tif	RGB	processed	/treatment start day 7/mouse 53/day 10-3/processed 4D stacks/	data analysis protocol	idr0026-experimentA-processed.txt
mouse 53	Mus musculus	NCBITaxon	NCBITaxon_10090	C57BL/6J	EFO	EFO_0000606	male	PATO	PATO_0000384	8 to 14 week old	mouse 53	tumor	OVA expressing tumor	treatment protocol	image aquistion and feature extraction protocol	TreatStartDay7_Control_Day3PostTreat_mouse53	mouse 53	7 days after tumor inoculation	control - cytotoxic T lymphocytes only	3 days after treatment start	7 days after tumor inoculation_control - cytotoxic T lymphocytes only	TreatStartDay7_Control_Day3PostTreat_mouse53	part 1 of 1	5	Pos 04_all Ch_all TP_registered_cropped.tif	RGB	processed	/treatment start day 7/mouse 53/day 10-3/processed 4D stacks/	data analysis protocol	idr0026-experimentA-processed.txt
mouse 48	Mus musculus	NCBITaxon	NCBITaxon_10090	C57BL/6J	EFO	EFO_0000606	male	PATO	PATO_0000384	8 to 14 week old	mouse 48	tumor	OVA expressing tumor	treatment protocol	image aquistion and feature extraction protocol	TreatStartDay7_CTL_anti-CD137_Day3PostTreat_mouse48	mouse 48	7 days after tumor inoculation	cytotoxic T lymphocytes + anti-CD137	3 days after treatment start	7 days after tumor inoculation_cytotoxic T lymphocytes + anti-CD137	TreatStartDay7_CTL_anti-CD137_Day3PostTreat_mouse48	part 1 of 1	1	7.48.10-3.140926_12-18-43.00.pattern	"BD2_GREEN:dsRed2 (CTL);FD6_FDRED:SHG (collagen);BD7_RED:Alexa750 (vessels, 70kDa-dextran);BD8_DEEPR:mCherry(Histone-2B-mCherry, B16F10/OVA nuclei)"	raw	/treatment start day 7/mouse 48/day 10-3/time lapse/140926_12-18-43/	data analysis protocol	idr0026-experimentA-processed.txt
mouse 48	Mus musculus	NCBITaxon	NCBITaxon_10090	C57BL/6J	EFO	EFO_0000606	male	PATO	PATO_0000384	8 to 14 week old	mouse 48	tumor	OVA expressing tumor	treatment protocol	image aquistion and feature extraction protocol	TreatStartDay7_CTL_anti-CD137_Day3PostTreat_mouse48	mouse 48	7 days after tumor inoculation	cytotoxic T lymphocytes + anti-CD137	3 days after treatment start	7 days after tumor inoculation_cytotoxic T lymphocytes + anti-CD137	TreatStartDay7_CTL_anti-CD137_Day3PostTreat_mouse48	part 1 of 1	2	7.48.10-3.140926_12-18-43.01.pattern	"BD2_GREEN:dsRed2 (CTL);FD6_FDRED:SHG (collagen);BD7_RED:Alexa750 (vessels, 70kDa-dextran);BD8_DEEPR:mCherry(Histone-2B-mCherry, B16F10/OVA nuclei)"	raw	/treatment start day 7/mouse 48/day 10-3/time lapse/140926_12-18-43/	data analysis protocol	idr0026-experimentA-processed.txt
mouse 48	Mus musculus	NCBITaxon	NCBITaxon_10090	C57BL/6J	EFO	EFO_0000606	male	PATO	PATO_0000384	8 to 14 week old	mouse 48	tumor	OVA expressing tumor	treatment protocol	image aquistion and feature extraction protocol	TreatStartDay7_CTL_anti-CD137_Day3PostTreat_mouse48	mouse 48	7 days after tumor inoculation	cytotoxic T lymphocytes + anti-CD137	3 days after treatment start	7 days after tumor inoculation_cytotoxic T lymphocytes + anti-CD137	TreatStartDay7_CTL_anti-CD137_Day3PostTreat_mouse48	part 1 of 1	3	7.48.10-3.140926_12-18-43.02.pattern	"BD2_GREEN:dsRed2 (CTL);FD6_FDRED:SHG (collagen);BD7_RED:Alexa750 (vessels, 70kDa-dextran);BD8_DEEPR:mCherry(Histone-2B-mCherry, B16F10/OVA nuclei)"	raw	/treatment start day 7/mouse 48/day 10-3/time lapse/140926_12-18-43/	data analysis protocol	idr0026-experimentA-processed.txt
mouse 48	Mus musculus	NCBITaxon	NCBITaxon_10090	C57BL/6J	EFO	EFO_0000606	male	PATO	PATO_0000384	8 to 14 week old	mouse 48	tumor	OVA expressing tumor	treatment protocol	image aquistion and feature extraction protocol	TreatStartDay7_CTL_anti-CD137_Day3PostTreat_mouse48	mouse 48	7 days after tumor inoculation	cytotoxic T lymphocytes + anti-CD137	3 days after treatment start	7 days after tumor inoculation_cytotoxic T lymphocytes + anti-CD137	TreatStartDay7_CTL_anti-CD137_Day3PostTreat_mouse48	part 1 of 1	4	7.48.10-3.140926_12-18-43.03.pattern	"BD2_GREEN:dsRed2 (CTL);FD6_FDRED:SHG (collagen);BD7_RED:Alexa750 (vessels, 70kDa-dextran);BD8_DEEPR:mCherry(Histone-2B-mCherry, B16F10/OVA nuclei)"	raw	/treatment start day 7/mouse 48/day 10-3/time lapse/140926_12-18-43/	data analysis protocol	idr0026-experimentA-processed.txt
mouse 48	Mus musculus	NCBITaxon	NCBITaxon_10090	C57BL/6J	EFO	EFO_0000606	male	PATO	PATO_0000384	8 to 14 week old	mouse 48	tumor	OVA expressing tumor	treatment protocol	image aquistion and feature extraction protocol	TreatStartDay7_CTL_anti-CD137_Day3PostTreat_mouse48	mouse 48	7 days after tumor inoculation	cytotoxic T lymphocytes + anti-CD137	3 days after treatment start	7 days after tumor inoculation_cytotoxic T lymphocytes + anti-CD137	TreatStartDay7_CTL_anti-CD137_Day3PostTreat_mouse48	part 1 of 1	5	7.48.10-3.140926_12-18-43.04.pattern	"BD2_GREEN:dsRed2 (CTL);FD6_FDRED:SHG (collagen);BD7_RED:Alexa750 (vessels, 70kDa-dextran);BD8_DEEPR:mCherry(Histone-2B-mCherry, B16F10/OVA nuclei)"	raw	/treatment start day 7/mouse 48/day 10-3/time lapse/140926_12-18-43/	data analysis protocol	idr0026-experimentA-processed.txt
mouse 48	Mus musculus	NCBITaxon	NCBITaxon_10090	C57BL/6J	EFO	EFO_0000606	male	PATO	PATO_0000384	8 to 14 week old	mouse 48	tumor	OVA expressing tumor	treatment protocol	image aquistion and feature extraction protocol	TreatStartDay7_CTL_anti-CD137_Day3PostTreat_mouse48	mouse 48	7 days after tumor inoculation	cytotoxic T lymphocytes + anti-CD137	3 days after treatment start	7 days after tumor inoculation_cytotoxic T lymphocytes + anti-CD137	TreatStartDay7_CTL_anti-CD137_Day3PostTreat_mouse48	part 1 of 1	1	Pos 00_all Ch_TP 0-34_registered_cropped.tif	RGB	processed	/treatment start day 7/mouse 48/day 10-3/processed 4D stacks/	data analysis protocol	idr0026-experimentA-processed.txt
mouse 48	Mus musculus	NCBITaxon	NCBITaxon_10090	C57BL/6J	EFO	EFO_0000606	male	PATO	PATO_0000384	8 to 14 week old	mouse 48	tumor	OVA expressing tumor	treatment protocol	image aquistion and feature extraction protocol	TreatStartDay7_CTL_anti-CD137_Day3PostTreat_mouse48	mouse 48	7 days after tumor inoculation	cytotoxic T lymphocytes + anti-CD137	3 days after treatment start	7 days after tumor inoculation_cytotoxic T lymphocytes + anti-CD137	TreatStartDay7_CTL_anti-CD137_Day3PostTreat_mouse48	part 1 of 1	2	Pos 01_all Ch_TP 0-34_registered_cropped.tif	RGB	processed	/treatment start day 7/mouse 48/day 10-3/processed 4D stacks/	data analysis protocol	idr0026-experimentA-processed.txt
mouse 48	Mus musculus	NCBITaxon	NCBITaxon_10090	C57BL/6J	EFO	EFO_0000606	male	PATO	PATO_0000384	8 to 14 week old	mouse 48	tumor	OVA expressing tumor	treatment protocol	image aquistion and feature extraction protocol	TreatStartDay7_CTL_anti-CD137_Day3PostTreat_mouse48	mouse 48	7 days after tumor inoculation	cytotoxic T lymphocytes + anti-CD137	3 days after treatment start	7 days after tumor inoculation_cytotoxic T lymphocytes + anti-CD137	TreatStartDay7_CTL_anti-CD137_Day3PostTreat_mouse48	part 1 of 1	3	Pos 02_all Ch_TP 0-34_registered_cropped.tif	RGB	processed	/treatment start day 7/mouse 48/day 10-3/processed 4D stacks/	data analysis protocol	idr0026-experimentA-processed.txt
