Dataset Name,Image Name,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Characteristics [Strain],Term Source 2 REF,Term Source 2 Accession,Characteristics [Sex],Term Source 3 REF,Term Source 3 Accession,Characteristics [Age],Characteristics [Individual],Characteristics [Organism Part],Characteristics [Clinical Information],Experimental Condition [Individual],Experimental Condition [Treatment Timepoint],Experimental Condition [Treatment],Experimental Condition [Sampling Timepoint],Comment [Raw Data Capture],Comment [Field],Channels,Comment [Image File Type],Has Phenotype,Phenotype Annotation Level,Phenotype 1,Phenotype 1 Term Name,Phenotype 1 Term Accession,Phenotype 2,Phenotype 2 Term Name,Phenotype 2 Term Accession,Phenotype 3,Phenotype 4,Phenotype 4 Term Name,Phenotype 4 Term Accession,Phenotype 5,Phenotype 5 Term Name,Phenotype 5 Term Accession,Phenotype 6,Phenotype 7,Phenotype 8
TreatStartDay7_CTL_anti-CD137_Day3PostTreat_mouse54,7.54.10-3.140926_18-36-07.04.pattern,Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,male,PATO,PATO_0000384,8 to 14 week old,mouse 54,tumor,OVA expressing tumor,mouse 54,7 days after tumor inoculation,cytotoxic T lymphocytes + anti-CD137,3 days after treatment start,part 1 of 1,5,"BD2_GREEN:dsRed2 (CTL);FD6_FDRED:SHG (collagen);BD7_RED:Alexa750 (vessels, 70kDa-dextran);BD8_DEEPR:mCherry(Histone-2B-mCherry, B16F10/OVA nuclei)",raw,yes,experimental condition,,,,,,,,,,,,,,,vessel normalization,transient increase in CTL density
TreatStartDay7_CTL_anti-CD137_Day3PostTreat_mouse54,Pos 00_all Ch_TP 0-37_registered_crop.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,male,PATO,PATO_0000384,8 to 14 week old,mouse 54,tumor,OVA expressing tumor,mouse 54,7 days after tumor inoculation,cytotoxic T lymphocytes + anti-CD137,3 days after treatment start,part 1 of 1,1,RGB,processed,yes,experimental condition,,,,,,,,,,,,,,,vessel normalization,transient increase in CTL density
TreatStartDay7_CTL_anti-CD137_Day3PostTreat_mouse54,Pos 00_all Ch_TP 50-74_reg_crop.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,male,PATO,PATO_0000384,8 to 14 week old,mouse 54,tumor,OVA expressing tumor,mouse 54,7 days after tumor inoculation,cytotoxic T lymphocytes + anti-CD137,3 days after treatment start,part 1 of 1,1,RGB,processed,yes,experimental condition,,,,,,,,,,,,,,,vessel normalization,transient increase in CTL density
TreatStartDay7_CTL_anti-CD137_Day3PostTreat_mouse54,Pos 01_all Ch_TP 0-37_registered_crop.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,male,PATO,PATO_0000384,8 to 14 week old,mouse 54,tumor,OVA expressing tumor,mouse 54,7 days after tumor inoculation,cytotoxic T lymphocytes + anti-CD137,3 days after treatment start,part 1 of 1,2,RGB,processed,yes,experimental condition,,,,,,,,,,,,,,,vessel normalization,transient increase in CTL density
TreatStartDay7_CTL_anti-CD137_Day3PostTreat_mouse54,Pos 01_all Ch_TP 50-74_reg_crop.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,male,PATO,PATO_0000384,8 to 14 week old,mouse 54,tumor,OVA expressing tumor,mouse 54,7 days after tumor inoculation,cytotoxic T lymphocytes + anti-CD137,3 days after treatment start,part 1 of 1,2,RGB,processed,yes,experimental condition,,,,,,,,,,,,,,,vessel normalization,transient increase in CTL density
TreatStartDay7_CTL_anti-CD137_Day3PostTreat_mouse54,Pos 02_all Ch_TP 0-37_registered_crop.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,male,PATO,PATO_0000384,8 to 14 week old,mouse 54,tumor,OVA expressing tumor,mouse 54,7 days after tumor inoculation,cytotoxic T lymphocytes + anti-CD137,3 days after treatment start,part 1 of 1,3,RGB,processed,yes,experimental condition,,,,,,,,,,,,,,,vessel normalization,transient increase in CTL density
TreatStartDay7_CTL_anti-CD137_Day3PostTreat_mouse54,Pos 02_all Ch_TP 50-74_reg_crop.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,male,PATO,PATO_0000384,8 to 14 week old,mouse 54,tumor,OVA expressing tumor,mouse 54,7 days after tumor inoculation,cytotoxic T lymphocytes + anti-CD137,3 days after treatment start,part 1 of 1,3,RGB,processed,yes,experimental condition,,,,,,,,,,,,,,,vessel normalization,transient increase in CTL density
TreatStartDay7_CTL_anti-CD137_Day3PostTreat_mouse54,Pos 03_all Ch_TP 0-37_registered_crop.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,male,PATO,PATO_0000384,8 to 14 week old,mouse 54,tumor,OVA expressing tumor,mouse 54,7 days after tumor inoculation,cytotoxic T lymphocytes + anti-CD137,3 days after treatment start,part 1 of 1,4,RGB,processed,yes,experimental condition,,,,,,,,,,,,,,,vessel normalization,transient increase in CTL density
TreatStartDay7_CTL_anti-CD137_Day3PostTreat_mouse54,Pos 03_all Ch_TP 50-74_reg_crop.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,male,PATO,PATO_0000384,8 to 14 week old,mouse 54,tumor,OVA expressing tumor,mouse 54,7 days after tumor inoculation,cytotoxic T lymphocytes + anti-CD137,3 days after treatment start,part 1 of 1,4,RGB,processed,yes,experimental condition,,,,,,,,,,,,,,,vessel normalization,transient increase in CTL density
TreatStartDay7_CTL_anti-CD137_Day3PostTreat_mouse54,Pos 04_all Ch_TP 0-37_registered_crop.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,male,PATO,PATO_0000384,8 to 14 week old,mouse 54,tumor,OVA expressing tumor,mouse 54,7 days after tumor inoculation,cytotoxic T lymphocytes + anti-CD137,3 days after treatment start,part 1 of 1,5,RGB,processed,yes,experimental condition,,,,,,,,,,,,,,,vessel normalization,transient increase in CTL density
TreatStartDay7_CTL_anti-CD137_Day3PostTreat_mouse54,Pos 04_all Ch_TP 50-74_reg_crop.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,male,PATO,PATO_0000384,8 to 14 week old,mouse 54,tumor,OVA expressing tumor,mouse 54,7 days after tumor inoculation,cytotoxic T lymphocytes + anti-CD137,3 days after treatment start,part 1 of 1,5,RGB,processed,yes,experimental condition,,,,,,,,,,,,,,,vessel normalization,transient increase in CTL density
TreatStartDay7_CTL_anti-CD137_Day3PostTreat_mouse56,7.56.10-3.140926_14-52-18.00.pattern,Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,male,PATO,PATO_0000384,8 to 14 week old,mouse 56,tumor,OVA expressing tumor,mouse 56,7 days after tumor inoculation,cytotoxic T lymphocytes + anti-CD137,3 days after treatment start,part 1 of 1,1,"FD5_BLUE:SHG (collagen);FD6_GREEN:dsRed2 (CTL);BD7_RED:Alexa750 (vessels, 70kDa-dextran);BD8_RED:mCherry(Histone-2B-mCherry, B16F10/OVA nuclei)",raw,yes,experimental condition,,,,,,,,,,,,,,,vessel normalization,transient increase in CTL density
TreatStartDay7_CTL_anti-CD137_Day3PostTreat_mouse56,7.56.10-3.140926_14-52-18.01.pattern,Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,male,PATO,PATO_0000384,8 to 14 week old,mouse 56,tumor,OVA expressing tumor,mouse 56,7 days after tumor inoculation,cytotoxic T lymphocytes + anti-CD137,3 days after treatment start,part 1 of 1,2,"FD5_BLUE:SHG (collagen);FD6_GREEN:dsRed2 (CTL);BD7_RED:Alexa750 (vessels, 70kDa-dextran);BD8_RED:mCherry(Histone-2B-mCherry, B16F10/OVA nuclei)",raw,yes,experimental condition,,,,,,,,,,,,,,,vessel normalization,transient increase in CTL density
TreatStartDay7_CTL_anti-CD137_Day3PostTreat_mouse56,7.56.10-3.140926_14-52-18.02.pattern,Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,male,PATO,PATO_0000384,8 to 14 week old,mouse 56,tumor,OVA expressing tumor,mouse 56,7 days after tumor inoculation,cytotoxic T lymphocytes + anti-CD137,3 days after treatment start,part 1 of 1,3,"FD5_BLUE:SHG (collagen);FD6_GREEN:dsRed2 (CTL);BD7_RED:Alexa750 (vessels, 70kDa-dextran);BD8_RED:mCherry(Histone-2B-mCherry, B16F10/OVA nuclei)",raw,yes,experimental condition,,,,,,,,,,,,,,,vessel normalization,transient increase in CTL density
TreatStartDay7_CTL_anti-CD137_Day3PostTreat_mouse56,7.56.10-3.140926_14-52-18.03.pattern,Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,male,PATO,PATO_0000384,8 to 14 week old,mouse 56,tumor,OVA expressing tumor,mouse 56,7 days after tumor inoculation,cytotoxic T lymphocytes + anti-CD137,3 days after treatment start,part 1 of 1,4,"FD5_BLUE:SHG (collagen);FD6_GREEN:dsRed2 (CTL);BD7_RED:Alexa750 (vessels, 70kDa-dextran);BD8_RED:mCherry(Histone-2B-mCherry, B16F10/OVA nuclei)",raw,yes,experimental condition,,,,,,,,,,,,,,,vessel normalization,transient increase in CTL density
TreatStartDay7_CTL_anti-CD137_Day3PostTreat_mouse56,Pos 00_all Ch_all TP_registered_cropped.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,male,PATO,PATO_0000384,8 to 14 week old,mouse 56,tumor,OVA expressing tumor,mouse 56,7 days after tumor inoculation,cytotoxic T lymphocytes + anti-CD137,3 days after treatment start,part 1 of 1,1,RGB,processed,yes,experimental condition,,,,,,,,,,,,,,,vessel normalization,transient increase in CTL density
TreatStartDay7_CTL_anti-CD137_Day3PostTreat_mouse56,Pos 01_all Ch_all TP_registered_cropped.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,male,PATO,PATO_0000384,8 to 14 week old,mouse 56,tumor,OVA expressing tumor,mouse 56,7 days after tumor inoculation,cytotoxic T lymphocytes + anti-CD137,3 days after treatment start,part 1 of 1,2,RGB,processed,yes,experimental condition,,,,,,,,,,,,,,,vessel normalization,transient increase in CTL density
TreatStartDay7_CTL_anti-CD137_Day3PostTreat_mouse56,Pos 02_all Ch_all TP_registered_cropped.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,male,PATO,PATO_0000384,8 to 14 week old,mouse 56,tumor,OVA expressing tumor,mouse 56,7 days after tumor inoculation,cytotoxic T lymphocytes + anti-CD137,3 days after treatment start,part 1 of 1,3,RGB,processed,yes,experimental condition,,,,,,,,,,,,,,,vessel normalization,transient increase in CTL density
TreatStartDay7_CTL_anti-CD137_Day3PostTreat_mouse56,Pos 03_all Ch_all TP_registered_cropped.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,male,PATO,PATO_0000384,8 to 14 week old,mouse 56,tumor,OVA expressing tumor,mouse 56,7 days after tumor inoculation,cytotoxic T lymphocytes + anti-CD137,3 days after treatment start,part 1 of 1,4,RGB,processed,yes,experimental condition,,,,,,,,,,,,,,,vessel normalization,transient increase in CTL density
