ORF Identifier	Gene Identifier	Gene Symbol	Scored As Nuclear Foci At Initial Stage	Subcellular Localization Based On Secondary Screening	Scored Subcellular Localization By Secondary Screening	Has Phenotype	Phenotype Annotation Level	Phenotype 1	Phenotype 2	Phenotype 3	Phenotype 4	Phenotype 5	Phenotype 6	Phenotype 7	Phenotype 8
12834	4774	NFIA	no	no											
3538	4775	NFATC3	no	no											
5115	4778	NFE2	no	no											
3011	4779	NFE2L1	no	no											
7150	4780	NFE2L2	no	no											
2723	4781	NFIB	no	no											
7144	4782	NFIC	no	no											
2712	4783	NFIL3	no	no											
53964	4784	NFIX	no	no											
11574	4790	NFKB1	no	no											
3891	4792	NFKBIA	no	no											
7959	4792	NFKBIA	no	no											
745	4793	NFKBIB	no	no											
6807	4794	NFKBIE	no	no											
4767	4796	NFKBIL2	no	no											
10943	4798	NFRKB	no	no											
5452	4801	NFYB	no	no											
5605	4801	NFYB	no	no											
54280	4803	NGF	no	no											
2985	4807	NHLH1	no	no											
5568	4809	NHP2L1	no	no											
5987	4809	NHP2L1	no	no											
10371	4811	NID1	no	no											
3816	4814	NINJ1	no	no											
13606	4814	NINJ1	no	no											
10904	4815	NINJ2	no	no											
11645	4817	NIT1	no	no											
7629	4818	NKG7	no	no											
3329	4826	NNAT	no	no											
2823	4828	NMB	no	no											
4482	4828	NMB	no	no											
3125	4830	NME1	no	no											
3396	4832	NME3	no	no											
773	4833	NME4	no	no											
4351	4833	NME4	no	no											
5046	4835	NQO2	no	no											
3272	4837	NNMT	no	no											
56483	4839	NOP2	no	no											
6936	4841	NONO	no	no											
54634	4843	NOS2	no	no											
13962	4846	NOS3	no	no											
2913	4849	CNOT3	no	no											
2181	4852	NPY	no	no											
14268	4855	NOTCH4	no	no											
263	4856	NOV	no	no											
53038	4860	PNP	no	no											
9075	4867	NPHP1	no	no											
12098	4867	NPHP1	no	no											
5620	4869	NPM1	no	no											
5718	4878	NPPA	no	no											
8389	4879	NPPB	no	no											
56392	4883	NPR3	no	no											
1977	4886	NPY1R	no	no											
56349	4897	NRCAM	no	no											
1011	4899	NRF1	no	no											
4207	4900	NRGN	no	no											
8573	4907	NT5E	no	no											
12338	4907	NT5E	no	no											
14027	4908	NTF3	no	no											
56058	4908	NTF3	no	no											
636	4909	NTF4	no	no											
8122	4915	NTRK2	no	no											
2907	4916	NTRK3	no	no											
4965	4919	ROR1	no	no											
54746	4920	ROR2	no	no											
6409	4922	NTS	no	no											
3979	4924	NUCB1	no	no											
9164	4924	NUCB1	no	no											
8987	4926	NUMA1	no	no											
13416	4926	NUMA1	no	no											
6469	4929	NR4A2	no	no											
7217	4931	NVL	no	no											
55247	4938	OAS1	no	no											
11500	4939	OAS2	no	no											
53079	4940	OAS3	no	no											
781	4942	OAT	no	no											
933	4942	OAT	no	no											
53407	4946	OAZ1	no	no											
7251	4948	OCA2	no	no											
9285	4950	OCLN	no	no											
14075	4951	OCM	no	no											
12716	4953	ODC1	no	no											
52955	4956	ODF1	no	no											
3043	4957	ODF2	no	no											
3630	4967	OGDH	no	no											
9078	4967	OGDH	no	no											
3268	4968	OGG1	no	no											
1986	4969	OGN	no	no											
13059	4973	OLR1	no	no											
1274	4974	OMG	no	no											
13798	4975	OMP	no	no											
54023	4978	OPCML	no	no											
12570	4982	TNFRSF11B	no	no											
10834	4983	OPHN1	no	no											
9377	4987	OPRL1	no	no											
13889	4991	OR1D2	no	no											
13906	4993	OR2C1	no	no											
54417	4993	OR2C1	no	no											
13883	4994	OR3A1	no	no											
3005	4998	ORC1L	no	no											
2403	4999	ORC2L	no	no											
2391	5000	ORC4L	no	no											
5547	5000	ORC4L	no	no											
12563	5001	ORC5L	no	no											
7573	5002	SLC22A18	no	no											
9530	5003	SLC22A18AS	no	no											
13123	5004	ORM1	no	no											
7407	5005	ORM2	no	no											
7135	5008	OSM	no	no											
53003	5009	OTC	no	no											
102	5010	CLDN11	no	no											
5285	5013	OTX1	no	no											
9958	5015	OTX2	no	no											
54306	5016	OVGP1	no	no											
10848	5017	OVOL1	no	no											
53087	5018	OXA1L	no	no											
344	5019	OXCT1	no	no											
11219	5023	P2RX1	no	no											
15035	5023	P2RX1	no	no											
9892	5025	P2RX4	no	no											
10288	5026	P2RX5	no	no											
7066	5027	P2RX7	no	no											
7176	5029	P2RY2	no	no											
9460	5029	P2RY2	no	no											
55714	5030	P2RY4	no	no											
6794	5031	P2RY6	no	no											
14355	5032	P2RY11	no	no											
2507	5034	P4HB	no	no											
9158	5034	P4HB	no	no											
3854	5036	PA2G4	no	no											
2192	5037	PEBP1	no	no											
1568	5042	PABPC3	no	no											
13789	5047	PAEP	no	no											
3999	5049	PAFAH1B2	no	no											
3838	5050	PAFAH1B3	no	no											
5486	5052	PRDX1	no	no											
13103	5053	PAH	no	no											
3108	5054	SERPINE1	no	no											
6458	5055	SERPINB2	no	no											
53012	5058	PAK1	no	no											
13917	5062	PAK2	no	no											
9702	5064	PALM	no	no											
55413	5064	PALM	no	no											
723	5066	PAM	no	no											
10231	5068	REG3A	no	no											
1392	5071	PARK2	no	no											
10421	5073	PARN	no	no											
14217	5077	PAX3	no	no											
56022	5077	PAX3	no	no											
53028	5078	PAX4	no	no											
56793	5081	PAX7	no	no											
6467	5082	PDCL	no	no											
3409	5089	PBX2	no	no											
14996	5089	PBX2	no	no											
1078	5090	PBX3	no	no											
6198	5091	PC	no	no											
4960	5092	PCBD1	no	no											
10250	5093	PCBP1	no	no											
3373	5094	PCBP2	no	no											
14975	5094	PCBP2	no	no											
835	5096	PCCB	no	no											
10232	5097	PCDH1	no	no											
2513	5098	PCDHGC3	no	no											
5999	5098	PCDHGC3	no	no											
8903	5098	PCDHGC3	no	no											
8946	5098	PCDHGC3	no	no											
9365	5098	PCDHGC3	no	no											
2180	5100	PCDH8	no	no											
5409	5104	SERPINA5	no	no											
7438	5106	PCK2	no	no											
8878	5108	PCM1	no	no											
4752	5110	PCMT1	no	no											
3156	5111	PCNA	no	no											
7977	5118	PCOLCE	no	no											
54986	5119	CHMP1A	no	no											
984	5121	PCP4	no	no											
54643	5122	PCSK1	no	no											
7239	5125	PCSK5	no	no											
3474	5127	CDK16	no	no											
4804	5127	CDK16	no	no											
7582	5127	CDK16	no	no											
1456	5128	CDK17	no	no											
2966	5129	CDK18	no	no											
1122	5137	PDE1C	no	no											
54110	5139	PDE3A	no	no											
53366	5140	PDE3B	no	no											
53018	5143	PDE4C	no	no											
2331	5144	PDE4D	no	no											
9020	5144	PDE4D	no	no											
55525	5145	PDE6A	no	no											
5126	5147	PDE6D	no	no											
52639	5148	PDE6G	no	no											
14002	5149	PDE6H	no	no											
54503	5150	PDE7A	no	no											
3048	5152	PDE9A	no	no											
8281	5153	PDE1B	no	no											
9318	5155	PDGFB	no	no											
9079	5156	PDGFRA	no	no											
6451	5157	PDGFRL	no	no											
3372	5158	PDE6B	no	no											
8409	5159	PDGFRB	no	no											
4683	5160	PDHA1	no	no											
55499	5161	PDHA2	no	no											
56553	5161	PDHA2	no	no											
3174	5162	PDHB	no	no											
8063	5163	PDK1	no	no											
4816	5164	PDK2	no	no											
301	5165	PDK3	no	no											
2379	5166	PDK4	no	no											
1507	5168	ENPP2	no	no											
9307	5170	PDPK1	no	no											
1200	5173	PDYN	no	no											
4469	5174	PDZK1	no	no											
4676	5176	SERPINF1	no	no											
7009	5176	SERPINF1	no	no											
9946	5179	PENK	no	no											
269	5184	PEPD	no	no											
8082	5184	PEPD	no	no											
9470	5187	PER1	no	no											
14617	5187	PER1	no	no											
9306	5191	PEX7	no	no											
14698	5191	PEX7	no	no											
672	5192	PEX10	no	no											
7980	5192	PEX10	no	no											
13776	5194	PEX13	no	no											
4964	5195	PEX14	no	no											
54935	5197	PF4V1	no	no											
7637	5199	CFP	no	no											
7010	5201	PFDN1	no	no											
2618	5202	PFDN2	no	no											
6455	5203	PFDN4	no	no											
14830	5204	PFDN5	no	no											
55718	5207	PFKFB1	no	no											
10377	5209	PFKFB3	no	no											
324	5211	PFKL	no	no											
4744	5211	PFKL	no	no											
5104	5211	PFKL	no	no											
5265	5211	PFKL	no	no											
56652	5212	VIT	no	no											
5358	5213	PFKM	no	no											
6238	5213	PFKM	no	no											
7930	5214	PFKP	no	no											
8453	5214	PFKP	no	no											
107	5216	PFN1	no	no											
1147	5217	PFN2	no	no											
3664	5224	PGAM2	no	no											
15039	5225	PGC	no	no											
3122	5226	PGD	no	no											
5121	5228	PGF	no	no											
53711	5230	PGK1	no	no											
10269	5232	PGK2	no	no											
8213	5236	PGM1	no	no											
55502	5236	PGM1	no	no											
960	5238	PGM3	no	no											
6030	5245	PHB	no	no											
52	5250	SLC25A3	no	no											
5002	5252	PHF1	no	no											
9794	5257	PHKB	no	no											
7463	5261	PHKG2	no	no											
2156	5264	PHYH	no	no											
571	5265	SERPINA1	no	no											
6308	5266	PI3	no	no											
7687	5267	SERPINA4	no	no											
12815	5268	SERPINB5	no	no											
7432	5269	SERPINB6	no	no											
7577	5270	SERPINE2	no	no											
10416	5270	SERPINE2	no	no											
8069	5271	SERPINB8	no	no											
7934	5272	SERPINB9	no	no											
55799	5273	SERPINB10	no	no											
1140	5274	SERPINI1	no	no											
8402	5276	SERPINI2	no	no											
10171	5277	PIGA	no	no											
5838	5279	PIGC	no	no											
2027	5281	PIGF	no	no											
13187	5281	PIGF	no	no											
4374	5283	PIGH	no	no											
55868	5284	PIGR	no	no											
55165	5286	PIK3C2A	no	no											
53867	5290	PIK3CA	no	no											
55893	5291	PIK3CB	no	no											
7882	5292	PIM1	no	no											
53249	5293	PIK3CD	no	no											
10230	5294	PIK3CG	no	no											
12865	5295	PIK3R1	no	no											
7355	5296	PIK3R2	no	no											
55533	5296	PIK3R2	no	no											
2316	5298	PI4KB	no	no											
4406	5300	PIN1	no	no											
5506	5303	PIN4	no	no											
53528	5303	PIN4	no	no											
6355	5304	PIP	no	no											
6404	5304	PIP	no	no											
1261	5305	PIP4K2A	no	no											
13610	5306	PITPNA	no	no											
55312	5306	PITPNA	no	no											
1799	5307	PITX1	no	no											
6137	5307	PITX1	no	no											
6983	5308	PITX2	no	no											
53532	5311	PKD2	no	no											
53549	5311	PKD2	no	no											
8313	5313	PKLR	no	no											
5317	5315	PKM2	no	no											
4897	5316	PKNOX1	no	no											
56340	5317	PKP1	no	no											
54308	5318	PKP2	no	no											
8996	5319	PLA2G1B	no	no											
55934	5319	PLA2G1B	no	no											
5812	5320	PLA2G2A	no	no											
53054	5321	PLA2G4A	no	no											
5255	5327	PLAT	no	no											
3100	5328	PLAU	no	no											
4123	5329	PLAUR	no	no											
8638	5330	PLCB2	no	no											
54183	5332	PLCB4	no	no											
11606	5333	PLCD1	no	no											
5228	5336	PLCG2	no	no											
14236	5337	PLD1	no	no											
963	5341	PLEK	no	no											
5661	5342	PLGLB2	no	no											
2963	5347	PLK1	no	no											
9819	5348	FXYD1	no	no											
5523	5349	FXYD3	no	no											
5673	5350	PLN	no	no											
9763	5352	PLOD2	no	no											
4062	5354	PLP1	no	no											
52655	5355	PLP2	no	no											
13135	5356	PLRG1	no	no											
2119	5357	PLS1	no	no											
2390	5358	PLS3	no	no											
10021	5359	PLSCR1	no	no											
12858	5359	PLSCR1	no	no											
5045	5360	PLTP	no	no											
8149	5360	PLTP	no	no											
9619	5361	PLXNA1	no	no											
10035	5366	PMAIP1	no	no											
1160	5367	PMCH	no	no											
9199	5368	PNOC	no	no											
111	5372	PMM1	no	no											
5335	5373	PMM2	no	no											
1772	5375	PMP2	no	no											
7323	5376	PMP22	no	no											
9021	5378	PMS1	no	no											
55885	5378	PMS1	no	no											
53322	5393	EXOSC9	no	no											
14956	5394	EXOSC10	no	no											
7377	5406	PNLIP	no	no											
8421	5407	PNLIPRP1	no	no											
9006	5407	PNLIPRP1	no	no											
5690	5408	PNLIPRP2	no	no											
9311	5409	PNMT	no	no											
10917	5412	UBL3	no	no											
12681	5413	SEPT5	no	no											
53293	5414	SEPT4	no	no											
56121	5423	POLB	no	no											
4775	5424	POLD1	no	no											
3988	5425	POLD2	no	no											
12663	5426	POLE	no	no											
53358	5427	POLE2	no	no											
7683	5429	POLH	no	no											
14287	5430	POLR2A	no	no											
3888	5432	POLR2C	no	no											
4667	5432	POLR2C	no	no											
6136	5433	POLR2D	no	no											
3826	5434	POLR2E	no	no											
3783	5435	POLR2F	no	no											
3491	5437	POLR2H	no	no											
6519	5438	POLR2I	no	no											
12801	5439	POLR2J	no	no											
579	5440	POLR2K	no	no											
5783	5441	POLR2L	no	no											
5831	5441	POLR2L	no	no											
11673	5445	PON2	no	no											
14911	5446	PON3	no	no											
2517	5447	POR	no	no											
3767	5451	POU2F1	no	no											
5068	5452	POU2F2	no	no											
53479	5459	POU4F3	no	no											
54218	5460	POU5F1	no	no											
54220	5460	POU5F1	no	no											
55283	5463	POU6F1	no	no											
55635	5464	PPA1	no	no											
3513	5465	PPARA	no	no											
4144	5467	PPARD	no	no											
2704	5468	PPARG	no	no											
10960	5469	MED1	no	no											
56886	5469	MED1	no	no											
4021	5471	PPAT	no	no											
9498	5473	PPBP	no	no											
2100	5475	PPEF1	no	no											
8021	5476	CTSA	no	no											
3254	5478	PPIA	no	no											
5757	5478	PPIA	no	no											
5779	5478	PPIA	no	no											
5118	5479	PPIB	no	no											
4092	5480	PPIC	no	no											
1766	5481	PPID	no	no											
56285	5493	PPL	no	no											
2502	5494	PPM1A	no	no											
8740	5495	PPM1B	no	no											
3508	5496	PPM1G	no	no											
3986	5498	PPOX	no	no											
3788	5499	PPP1CA	no	no											
4085	5500	PPP1CB	no	no											
7076	5501	PPP1CC	no	no											
1290	5502	PPP1R1A	no	no											
4575	5504	PPP1R2	no	no											
54584	5506	PPP1R3A	no	no											
6324	5507	PPP1R3C	no	no											
72	5510	PPP1R7	no	no											
583	5510	PPP1R7	no	no											
6578	5511	PPP1R8	no	no											
53395	5514	PPP1R10	no	no											
4071	5515	PPP2CA	no	no											
1089	5516	PPP2CB	no	no											
5861	5518	PPP2R1A	no	no											
1551	5519	PPP2R1B	no	no											
13596	5520	PPP2R2A	no	no											
8117	5521	PPP2R2B	no	no											
1776	5522	PPP2R2C	no	no											
5888	5524	PPP2R4	no	no											
7603	5527	PPP2R5C	no	no											
2961	5528	PPP2R5D	no	no											
8407	5530	PPP3CA	no	no											
7929	5531	PPP4C	no	no											
4334	5533	PPP3CC	no	no											
8316	5534	PPP3R1	no	no											
1527	5535	PPP3R2	no	no											
2715	5536	PPP5C	no	no											
5533	5537	PPP6C	no	no											
5732	5538	PPT1	no	no											
8393	5539	PPY	no	no											
55816	5540	PPYR1	no	no											
56489	5542	PRB1	no	no											
55797	5544	PRB3	no	no											
54686	5545	PRB4	no	no											
2895	5546	PRCC	no	no											
4026	5546	PRCC	no	no											
5960	5547	PRCP	no	no											
9968	5549	PRELP	no	no											
12025	5551	PRF1	no	no											
690	5552	SRGN	no	no											
12893	5552	SRGN	no	no											
5747	5553	PRG2	no	no											
12243	5554	PRH1	no	no											
56702	5554	PRH1	no	no											
5641	5557	PRIM1	no	no											
12386	5558	PRIM2	no	no											
12872	5558	PRIM2	no	no											
10350	5562	PRKAA1	no	no											
10706	5562	PRKAA1	no	no											
14015	5563	PRKAA2	no	no											
11857	5565	PRKAB2	no	no											
265	5567	PRKACB	no	no											
2348	5567	PRKACB	no	no											
10240	5568	PRKACG	no	no											
12881	5569	PKIA	no	no											
13265	5570	PKIB	no	no											
4710	5571	PRKAG1	no	no											
2455	5573	PRKAR1A	no	no											
4132	5576	PRKAR2A	no	no											
14506	5577	PRKAR2B	no	no											
52968	5578	PRKCA	no	no											
2359	5579	PRKCB	no	no											
11376	5580	PRKCD	no	no											
52967	5581	PRKCE	no	no											
11646	5582	PRKCG	no	no											
1319	5583	PRKCH	no	no											
8633	5583	PRKCH	no	no											
1430	5584	PRKCI	no	no											
10163	5585	PKN1	no	no											
12117	5586	PKN2	no	no											
53341	5586	PKN2	no	no											
56836	5586	PKN2	no	no											
53590	5588	PRKCQ	no	no											
3116	5589	PRKCSH	no	no											
4489	5590	PRKCZ	no	no											
56837	5592	PRKG1	no	no											
54059	5596	MAPK4	no	no											
2393	5597	MAPK6	no	no											
4495	5598	MAPK7	no	no											
6805	5598	MAPK7	no	no											
54902	5599	MAPK8	no	no											
8266	5600	MAPK11	no	no											
10051	5601	MAPK9	no	no											
12251	5602	MAPK10	no	no											
55408	5602	MAPK10	no	no											
3147	5603	MAPK13	no	no											
56245	5604	MAP2K1	no	no											
6666	5605	MAP2K2	no	no											
9751	5606	MAP2K3	no	no											
5140	5607	MAP2K5	no	no											
2666	5608	MAP2K6	no	no											
2050	5609	MAP2K7	no	no											
9907	5611	DNAJC3	no	no											
11372	5611	DNAJC3	no	no											
9152	5612	PRKRIR	no	no											
53949	5612	PRKRIR	no	no											
13158	5617	PRL	no	no											
5540	5620	PRM2	no	no											
611	5621	PRNP	no	no											
1243	5621	PRNP	no	no											
8500	5624	PROC	no	no											
56414	5625	PRODH	no	no											
210	5627	PROS1	no	no											
9926	5630	PRPH	no	no											
3731	5631	PRPS1	no	no											
10375	5634	PRPS2	no	no											
55632	5634	PRPS2	no	no											
56559	5634	PRPS2	no	no											
2821	5635	PRPSAP1	no	no											
10963	5638	PRRG1	no	no											
12701	5639	PRRG2	no	no											
3480	5641	LGMN	no	no											
56498	5644	PRSS1	no	no											
9536	5645	PRSS2	no	no											
55986	5645	PRSS2	no	no											
13878	5646	PRSS3	no	no											
56172	5648	MASP1	no	no											
2610	5650	KLK7	no	no											
53121	5651	TMPRSS15	no	no											
