Compound Broad Identifier	Compound Broad Identifier Short	Compound Broad Identifier_Compound Group	Compound Name	Compound Source	PubChem InChIKey	ChEMBL Identifier	In Annotated Set	ChemBank Annotation	Entrez Annotation	GO Annotation	MeSH Annotation	Product Use Annotation	In Annotated and Active Set	Phenotype 1	Phenotype 2
BRD-K47278471-003-05-7	BRD-K47278471	BRD-K47278471-003-05-7_BBBC022	Diphenhydramine hydrochloride	Prestwick Chemical Inc.	ZZVUWRFHKOJYTH-UHFFFAOYSA-N	CHEMBL657	yes		GeneID:3269 (inhibits HRH1)			UseClass:8072 (anti-histamine)			
BRD-K47323024-003-05-3	BRD-K47323024	BRD-K47323024-003-05-3_BBBC022	Methapyrilene hydrochloride	Prestwick Chemical Inc.	HNJJXZKZRAWDPF-UHFFFAOYSA-N	CHEMBL1411979	yes		GeneID:3269 (inhibits HRH1)			UseClass:8072 (anti-histamine);UseClass:8116 (sedative)			
BRD-K47407372-001-05-6	BRD-K47407372	BRD-K47407372-001-05-6_BBBC022	Nifenazone	Prestwick Chemical Inc.	BRZANEXCSZCZCI-UHFFFAOYSA-N	CHEMBL1413176	yes				MeSH:D005334 (Fever);MeSH:D010146 (Pain)	UseClass:8081 (analgesic);UseClass:8075 (anti-pyretic)			
BRD-K47598052-001-04-2	BRD-K47598052	BRD-K47598052-001-04-2_BBBC022	PP1	Biomol International Inc.	ZVPDNRVYHLRXLX-UHFFFAOYSA-N	CHEMBL306380	yes		GeneID:6714 (inhibits SRC)	GO:0004713 (inhibits protein tyrosine kinase activity)					
BRD-K47631482-003-02-1	BRD-K47631482	BRD-K47631482-003-02-1_BBBC022	BROMHEXINE HYDROCHLORIDE	MicroSource Discovery Systems Inc.	OJGDCBLYJGHCIH-UHFFFAOYSA-N	CHEMBL253376	yes					UseClass:8137 (anti-oxidant);UseClass:8087 (expectorant);UseClass:8086 (mucolytic)			
BRD-K47886988-323-03-0	BRD-K47886988	BRD-K47886988-323-03-0_BBBC022	Nalidixic acid sodium salt hydrate	Prestwick Chemical Inc.	MHWLWQUZZRMNGJ-UHFFFAOYSA-N	CHEMBL5	yes	CBPROTID:1000514 (inhibits DNA topoisomerase II)			MeSH:D001424 (Bacterial Infections)	UseClass:8104 (anti-bacterial)			
BRD-K47936004-001-01-9	BRD-K47936004	BRD-K47936004-001-01-9_BBBC022	PIRIBEDIL	Biomol International Inc.	OQDPVLVUJFGPGQ-UHFFFAOYSA-N	CHEMBL1371770	yes			GO:0004952 (activates dopamine receptor activity)					
BRD-K47936004-003-03-1	BRD-K47936004	BRD-K47936004-003-03-1_BBBC022	Piribedil hydrochloride	Prestwick Chemical Inc.	OQDPVLVUJFGPGQ-UHFFFAOYSA-N	CHEMBL1371770	yes			GO:0004952 (activates dopamine receptor activity)					
BRD-K48168960-001-05-1	BRD-K48168960	BRD-K48168960-001-05-1_BBBC022	Propylthiouracil	Prestwick Chemical Inc.	KNAHARQHSZJURB-UHFFFAOYSA-N	CHEMBL1518	yes					UseClass:8141 (hormonal agent)			
BRD-K49481516-004-04-3	BRD-K49481516	BRD-K49481516-004-04-3_BBBC022	Galanthamine hydrobromide	Prestwick Chemical Inc.	ASUTZQLVASHGKV-JDFRZJQESA-N	CHEMBL659	yes		GeneID:43 (inhibits ACHE)	GO:0004104 (inhibits cholinesterase activity)	MeSH:D000544 (Alzheimer Disease);MeSH:D010146 (Pain)	UseClass:8081 (analgesic)			
BRD-K49535716-001-02-4	BRD-K49535716	BRD-K49535716-001-02-4_BBBC022	"7,8-DIHYDROXYFLAVONE"	MicroSource Discovery Systems Inc.	COCYGNDCWFKTMF-UHFFFAOYSA-N	CHEMBL75267	yes				MeSH:D006470 (Hemorrhage)	UseClass:8101 (anti-hemorrhagic);UseClass:8153 (diuretic)			
BRD-K49671696-001-02-1	BRD-K49671696	BRD-K49671696-001-02-1_BBBC022	KETANSERIN	Biomol International Inc.	FPCCSQOGAWCVBH-UHFFFAOYSA-N	CHEMBL51	yes	CBPROTID:1000385 (inhibits 5-hydroxytryptamine 2 receptor)	GeneID:3356 (inhibits HTR2A);GeneID:3358 (inhibits HTR2C)						
BRD-K49671696-347-02-8	BRD-K49671696	BRD-K49671696-347-02-8_BBBC022	Ketanserin tartrate hydrate	Prestwick Chemical Inc.	FPCCSQOGAWCVBH-UHFFFAOYSA-N	CHEMBL51	yes	CBPROTID:1000385 (inhibits 5-hydroxytryptamine 2 receptor)	GeneID:3356 (inhibits HTR2A);GeneID:3358 (inhibits HTR2C)						
BRD-K49685476-001-02-7	BRD-K49685476	BRD-K49685476-001-02-7_BBBC022	TTNPB	Biomol International Inc.	FOIVPCKZDPCJJY-JQIJEIRASA-N	CHEMBL275311	yes			GO:0003708 (activates retinoic acid receptor activity)					
BRD-K50135270-001-01-9	BRD-K50135270	BRD-K50135270-001-01-9_BBBC022	GBR 12935	Biomol International Inc.	RAQPOZGWANIDQT-UHFFFAOYSA-N	CHEMBL26320	yes		GeneID:185 (inhibits AGTR1)				yes	cellular response to chemical stimulus	
BRD-K50343025-001-02-5	BRD-K50343025	BRD-K50343025-001-02-5_BBBC022	PROPACHLOR	MicroSource Discovery Systems Inc.	MFOUDYKPLGXPGO-UHFFFAOYSA-N	CHEMBL1394829	yes					UseClass:8146 (herbicide)			
BRD-K50388907-001-05-6	BRD-K50388907	BRD-K50388907-001-05-6_BBBC022	Fenofibrate	Prestwick Chemical Inc.	YMTINGFKWWXKFG-UHFFFAOYSA-N	CHEMBL672	yes		GeneID:5465 (activates PPARA)		MeSH:D006949 (Hyperlipidemias)	UseClass:8097 (anti-hyperlipidemic)			
BRD-K50398167-236-02-9	BRD-K50398167	BRD-K50398167-236-02-9_BBBC022	MECLOFENAMATE SODIUM	MicroSource Discovery Systems Inc.	SBDNJUWAMKYJOX-UHFFFAOYSA-N	CHEMBL509	yes		GeneID:240 (inhibits ALOX5)	GO:0004666 (inhibits prostaglandin-endoperoxide synthase activity)	MeSH:D005334 (Fever);MeSH:D007249 (Inflammation)	UseClass:8071 (anti-inflammatory);UseClass:8075 (anti-pyretic)			
BRD-K50398167-323-03-3	BRD-K50398167	BRD-K50398167-323-03-3_BBBC022	Meclofenamic acid sodium salt monohydrate	Prestwick Chemical Inc.	SBDNJUWAMKYJOX-UHFFFAOYSA-N	CHEMBL509	yes		GeneID:240 (inhibits ALOX5)	GO:0004666 (inhibits prostaglandin-endoperoxide synthase activity)	MeSH:D005334 (Fever);MeSH:D007249 (Inflammation)	UseClass:8071 (anti-inflammatory);UseClass:8075 (anti-pyretic)			
BRD-K50406511-001-06-2	BRD-K50406511	BRD-K50406511-001-06-2_BBBC022	Hycanthone	Prestwick Chemical Inc.	MFZWMTSUNYWVBU-UHFFFAOYSA-N	CHEMBL22077	yes				MeSH:D012552 (Schistosomiasis)	UseClass:8107 (anti-parasitic)	yes	cellular response to chemical stimulus	
BRD-K50711164-001-02-4	BRD-K50711164	BRD-K50711164-001-02-4_BBBC022	PENTACHLOROPHENOL	MicroSource Discovery Systems Inc.	IZUPBVBPLAPZRR-UHFFFAOYSA-N	CHEMBL75967	yes					UseClass:8146 (herbicide);UseClass:8149 (insecticide)			
BRD-K50859149-001-05-4	BRD-K50859149	BRD-K50859149-001-05-4_BBBC022	Sulfisoxazole	Prestwick Chemical Inc.	NHUHCSRWZMLRLA-UHFFFAOYSA-N	CHEMBL453	yes				MeSH:D001424 (Bacterial Infections)	UseClass:8104 (anti-bacterial)			
BRD-K50938287-001-01-7	BRD-K50938287	BRD-K50938287-001-01-7_BBBC022	SUMATRIPTAN	MicroSource Discovery Systems Inc.	KQKPFRSPSRPDEB-UHFFFAOYSA-N	CHEMBL128	yes	CBPROTID:1000384 (activates 5-hydroxytryptamine 1 receptor)	GeneID:3351 (activates HTR1B);GeneID:3352 (activates HTR1D);GeneID:3355 (activates HTR1F);GeneID:3357 (activates HTR2B)		MeSH:D003027 (Cluster Headache);MeSH:D008881 (Migraine Disorders)	UseClass:8113 (cns agent)			
BRD-K51215422-001-02-3	BRD-K51215422	BRD-K51215422-001-02-3_BBBC022	A-3	Biomol International Inc.	ACIMRXKJKQGBGL-UHFFFAOYSA-N	CHEMBL219301	yes			GO:0004672 (inhibits protein kinase activity)					
BRD-K51318897-001-04-7	BRD-K51318897	BRD-K51318897-001-04-7_BBBC022	Fenbendazole	Prestwick Chemical Inc.	HDDSHPAODJUKPD-UHFFFAOYSA-N	CHEMBL37161	yes				MeSH:D006373 (Helminthiasis)	UseClass:8109 (anti-helminthic)	yes	cellular response to chemical stimulus	
BRD-K51742987-001-02-3	BRD-K51742987	BRD-K51742987-001-02-3_BBBC022	AESCULIN	MicroSource Discovery Systems Inc.	XHCADAYNFIFUHF-TVKJYDDYSA-N	CHEMBL482581	yes				MeSH:D007249 (Inflammation)	UseClass:8071 (anti-inflammatory)			
BRD-K51799616-001-02-2	BRD-K51799616	BRD-K51799616-001-02-2_BBBC022	DICHLORODIPHENYLTRICHLOROETHANE	MicroSource Discovery Systems Inc.	YVGGHNCTFXOJCH-UHFFFAOYSA-N	CHEMBL416898	yes					UseClass:8149 (insecticide)			
BRD-K52075040-001-02-2	BRD-K52075040	BRD-K52075040-001-02-2_BBBC022	Cerulenin	Biomol International Inc.	GVEZIHKRYBHEFX-NQQPLRFYSA-N	CHEMBL45627	yes		GeneID:2194 (affects FASN)	GO:0006633 (affects fatty acid biosynthetic process)			yes	cellular response to chemical stimulus	
BRD-K52075715-001-02-6	BRD-K52075715	BRD-K52075715-001-02-6_BBBC022	OXIBENDAZOLE	MicroSource Discovery Systems Inc.	RAOCRURYZCVHMG-UHFFFAOYSA-N	CHEMBL1087630	yes				MeSH:D006373 (Helminthiasis)	UseClass:8109 (anti-helminthic)	yes	cellular response to chemical stimulus	
BRD-K52397688-001-01-9	BRD-K52397688	BRD-K52397688-001-01-9_BBBC022	Amperozide	Biomol International Inc.	NNAIYOXJNVGUOM-UHFFFAOYSA-N	CHEMBL1079935	yes		GeneID:3356 (inhibits HTR2A)	GO:0060986 (activates endocrine hormone secretion);GO:0014046 (inhibits dopamine secretion)					
BRD-K52662033-001-02-6	BRD-K52662033	BRD-K52662033-001-02-6_BBBC022	LIDOCAINE	Biomol International Inc.	NNJVILVZKWQKPM-UHFFFAOYSA-N	CHEMBL79	yes			GO:0005272 (inhibits sodium channel activity)	"MeSH:D001145 (Arrhythmias, Cardiac)"	UseClass:8082 (anesthetic);UseClass:8090 (anti-arrhythmic)			
BRD-K52662033-003-05-5	BRD-K52662033	BRD-K52662033-003-05-5_BBBC022	Lidocaine hydrochloride	Prestwick Chemical Inc.	NNJVILVZKWQKPM-UHFFFAOYSA-N	CHEMBL79	yes			GO:0005272 (inhibits sodium channel activity)	"MeSH:D001145 (Arrhythmias, Cardiac)"	UseClass:8082 (anesthetic);UseClass:8090 (anti-arrhythmic)			
BRD-K52721684-001-02-2	BRD-K52721684	BRD-K52721684-001-02-2_BBBC022	PCO-400	Biomol International Inc.	WJBHHTPFTVKZCV-CVEARBPZSA-N	CHEMBL61723	yes			GO:0015272 (activates ATP-activated inward rectifier potassium channel activity)					
BRD-K52989797-001-01-1	BRD-K52989797	BRD-K52989797-001-01-1_BBBC022	CLOMIPRAMINE	Biomol International Inc.	GDLIGKIOYRNHDA-UHFFFAOYSA-N	CHEMBL415	yes				MeSH:D003863 (Depression)	UseClass:8119 (anti-depressant)			
BRD-K52989797-003-05-8	BRD-K52989797	BRD-K52989797-003-05-8_BBBC022	Clomipramine hydrochloride	Prestwick Chemical Inc.	GDLIGKIOYRNHDA-UHFFFAOYSA-N	CHEMBL415	yes				MeSH:D003863 (Depression)	UseClass:8119 (anti-depressant)			
BRD-K53318339-001-05-8	BRD-K53318339	BRD-K53318339-001-05-8_BBBC022	Vinpocetine	Prestwick Chemical Inc.	DDNCQMVWWZOMLN-IRLDBZIGSA-N	CHEMBL71752	yes			GO:0004528 (inhibits phosphodiesterase I activity)					
BRD-K53737926-003-05-4	BRD-K53737926	BRD-K53737926-003-05-4_BBBC022	Amitryptiline hydrochloride	Prestwick Chemical Inc.	KRMDCWKBEZIMAB-UHFFFAOYSA-N	CHEMBL629	yes			GO:0001504 (inhibits neurotransmitter uptake)	MeSH:D003863 (Depression)	UseClass:8119 (anti-depressant)			
BRD-K53857191-001-04-5	BRD-K53857191	BRD-K53857191-001-04-5_BBBC022	RISPERIDONE	Biomol International Inc.	RAPZEAPATHNIPO-UHFFFAOYSA-N	CHEMBL85	yes			GO:0004952 (inhibits dopamine receptor activity);GO:0004993 (inhibits serotonin receptor activity)	MeSH:D001714 (Bipolar Disorder);MeSH:D011618 (Psychotic Disorders);MeSH:D012559 (Schizophrenia)	UseClass:8113 (cns agent)			
BRD-K54142781-001-02-1	BRD-K54142781	BRD-K54142781-001-02-1_BBBC022	CIRAZOLINE	Biomol International Inc.	YAORIDZYZDUZCM-UHFFFAOYSA-N	CHEMBL13852	yes			GO:0004937 (binds alpha1-adrenergic receptor activity);GO:0004938 (binds alpha2-adrenergic receptor activity)					
BRD-K54210043-001-02-0	BRD-K54210043	BRD-K54210043-001-02-0_BBBC022	NS-1619	Biomol International Inc.	YLFMCMWKHSDUCT-UHFFFAOYSA-N	CHEMBL384903	yes			GO:0005267 (activates potassium channel activity)					
BRD-K54330070-001-05-5	BRD-K54330070	BRD-K54330070-001-05-5_BBBC022	SB 202190	Biomol International Inc.	NJNKPVPFGLGHPA-UHFFFAOYSA-N		yes		GeneID:5600 (inhibits MAPK11);GeneID:1432 (inhibits MAPK14);GeneID:5743 (inhibits PTGS2)	GO:0008339 (inhibits MP kinase activity)					
BRD-K54529596-001-04-0	BRD-K54529596	BRD-K54529596-001-04-0_BBBC022	Captopril	Prestwick Chemical Inc.	FAKRSMQSSFJEIM-RQJHMYQMSA-N	CHEMBL1560	yes		GeneID:1636 (inhibits ACE)	GO:0004945 (inhibits angiotensin type II receptor activity)		UseClass:8091 (anti-hypertensive);UseClass:8133 (smooth muscle relaxant)			
BRD-K55127134-001-01-7	BRD-K55127134	BRD-K55127134-001-01-7_BBBC022	FLUPHENAZINE	Biomol International Inc.	PLDUPXSUYLZYBN-UHFFFAOYSA-N	CHEMBL726	yes			GO:0004952 (inhibits dopamine receptor activity);GO:0006611 (inhibits protein export from nucleus)		UseClass:8117 (tranquilizer)	yes	cellular response to chemical stimulus	
BRD-K55127134-300-05-4	BRD-K55127134	BRD-K55127134-300-05-4_BBBC022	Fluphenazine dihydrochloride	Prestwick Chemical Inc.	PLDUPXSUYLZYBN-UHFFFAOYSA-N	CHEMBL726	yes			GO:0004952 (inhibits dopamine receptor activity);GO:0006611 (inhibits protein export from nucleus)		UseClass:8117 (tranquilizer)	yes	cellular response to chemical stimulus	
BRD-K55191674-236-03-7	BRD-K55191674	BRD-K55191674-236-03-7_BBBC022	Benzylpenicillin sodium	Prestwick Chemical Inc.	JGSARLDLIJGVTE-MBNYWOFBSA-N	CHEMBL29	yes				MeSH:D001424 (Bacterial Infections)	UseClass:8104 (anti-bacterial)			
BRD-K55191674-237-02-7	BRD-K55191674	BRD-K55191674-237-02-7_BBBC022	BENZYL PENICILLIN POTASSIUM	MicroSource Discovery Systems Inc.	JGSARLDLIJGVTE-MBNYWOFBSA-N	CHEMBL29	yes				MeSH:D001424 (Bacterial Infections)	UseClass:8104 (anti-bacterial)			
BRD-K55468218-001-05-5	BRD-K55468218	BRD-K55468218-001-05-5_BBBC022	Spiperone	Prestwick Chemical Inc.	DKGZKTPJOSAWFA-UHFFFAOYSA-N	CHEMBL267930	yes					UseClass:8117 (tranquilizer)			
BRD-K55529781-236-02-0	BRD-K55529781	BRD-K55529781-236-02-0_BBBC022	FUREGRELATE SODIUM	MicroSource Discovery Systems Inc.	VHWFITPGPFLBGT-UHFFFAOYSA-N		yes		GeneID:6916 (inhibits TBXAS1)						
BRD-K55567017-001-02-4	BRD-K55567017	BRD-K55567017-001-02-4_BBBC022	FORMONONETIN	MicroSource Discovery Systems Inc.	HKQYGTCOTHHOMP-UHFFFAOYSA-N	CHEMBL242341	yes					UseClass:8137 (anti-oxidant)			
BRD-K55930204-001-02-7	BRD-K55930204	BRD-K55930204-001-02-7_BBBC022	PHENYTOIN	Biomol International Inc.	CXOFVDLJLONNDW-UHFFFAOYSA-N	CHEMBL16	yes				"MeSH:D004830 (Epilepsy, Tonic-Clonic)"	UseClass:8121 (anti-convulsant)			
BRD-K56077740-001-03-5	BRD-K56077740	BRD-K56077740-001-03-5_BBBC022	8-methoxymethyl-IBMX	Biomol International Inc.	NBLBCGUCPBXKOV-UHFFFAOYSA-N	CHEMBL307639	yes		GeneID:5136 (inhibits PDE1A)	GO:0004117 (inhibits calmodulin-dependent cyclic-nucleotide phosphodiesterase activity)					
BRD-K56792340-001-05-8	BRD-K56792340	BRD-K56792340-001-05-8_BBBC022	Ethoxyquin	Prestwick Chemical Inc.	DECIPOUIJURFOJ-UHFFFAOYSA-N	CHEMBL172064	yes			GO:0016887 (inhibits ATPase activity)		UseClass:8137 (anti-oxidant);UseClass:8148 (pesticide)			
BRD-K56940463-001-05-4	BRD-K56940463	BRD-K56940463-001-05-4_BBBC022	Oxethazaine	Prestwick Chemical Inc.	FTLDJPRFCGDUFH-UHFFFAOYSA-N	CHEMBL127592	yes					UseClass:8082 (anesthetic)			
BRD-K57033106-048-02-8	BRD-K57033106	BRD-K57033106-048-02-8_BBBC022	TRIPELENNAMINE CITRATE	MicroSource Discovery Systems Inc.	UFLGIAIHIAPJJC-UHFFFAOYSA-N	CHEMBL1241	yes		GeneID:3269 (inhibits HRH1)			UseClass:8072 (anti-histamine)			
BRD-K57432881-003-05-1	BRD-K57432881	BRD-K57432881-003-05-1_BBBC022	Tiapride hydrochloride	Prestwick Chemical Inc.	JTVPZMFULRWINT-UHFFFAOYSA-N	CHEMBL84158	yes		GeneID:1813 (inhibits DRD2)		MeSH:D020820 (Dyskinesias);MeSH:D010146 (Pain)	UseClass:8080 (nociception agent);UseClass:8120 (psychotropic agent)			
BRD-K57569181-001-05-1	BRD-K57569181	BRD-K57569181-001-05-1_BBBC022	Pentoxifylline	Prestwick Chemical Inc.	BYPFEZZEUUWMEJ-UHFFFAOYSA-N	CHEMBL628	yes	CBPROTID:1000343 (inhibits Phosphodiesterase)				UseClass:8092 (vasodilator)			
BRD-K58736316-001-07-9	BRD-K58736316	BRD-K58736316-001-07-9_BBBC022	Epicatechin-(-)	Prestwick Chemical Inc.	PFTAWBLQPZVEMU-DZGCQCFKSA-N	CHEMBL311498	yes				MeSH:D010437 (Peptic Ulcer)	UseClass:8125 (gastrointestinal agent)			
BRD-K59058766-003-04-5	BRD-K59058766	BRD-K59058766-003-04-5_BBBC022	Chlorprothixene hydrochloride	Prestwick Chemical Inc.	WSPOMRSOLSGNFJ-VGOFMYFVSA-N	CHEMBL90125	yes				MeSH:D011618 (Psychotic Disorders)	UseClass:8072 (anti-histamine);UseClass:8118 (anti-psychotic (neuroleptic))			
BRD-K59197931-001-02-9	BRD-K59197931	BRD-K59197931-001-02-9_BBBC022	NAPROXEN(+)	MicroSource Discovery Systems Inc.	CMWTZPSULFXXJA-UHFFFAOYSA-N;CMWTZPSULFXXJA-VIFPVBQESA-N	CHEMBL12952;CHEMBL154	yes				MeSH:D005334 (Fever);MeSH:D007249 (Inflammation);MeSH:D010146 (Pain)	UseClass:8081 (analgesic);UseClass:8071 (anti-inflammatory);UseClass:8075 (anti-pyretic)			
BRD-K59304176-001-02-5	BRD-K59304176	BRD-K59304176-001-02-5_BBBC022	Go6976	Biomol International Inc.	VWVYILCFSYNJHF-UHFFFAOYSA-N	CHEMBL302449	yes		GeneID:5579 (inhibits PRKCB)	GO:0004697 (inhibits protein kinase C activity)			yes	cellular response to chemical stimulus	
BRD-K59469039-001-04-9	BRD-K59469039	BRD-K59469039-001-04-9_BBBC022	AG-879	Biomol International Inc.	LCUMYVYIHXYBIA-VBKFSLOCSA-N		yes			GO:0046777 (affects protein autophosphorylation)			yes	cellular response to chemical stimulus	
BRD-K59574735-001-02-7	BRD-K59574735	BRD-K59574735-001-02-7_BBBC022	Bestatin	Biomol International Inc.	VGGGPCQERPFHOB-RDBSUJKOSA-N	CHEMBL29292	yes			GO:0004177 (inhibits aminopeptidase activity);GO:0004222 (inhibits metalloendopeptidase activity)					
BRD-K59590127-001-02-9	BRD-K59590127	BRD-K59590127-001-02-9_BBBC022	CHLORPROPHAM	MicroSource Discovery Systems Inc.	CWJSHJJYOPWUGX-UHFFFAOYSA-N	CHEMBL104560	yes					UseClass:8146 (herbicide)			
BRD-K59983611-001-05-2	BRD-K59983611	BRD-K59983611-001-05-2_BBBC022	Sulfabenzamide	Prestwick Chemical Inc.	PBCZLFBEBARBBI-UHFFFAOYSA-N	CHEMBL1243	yes				MeSH:D001424 (Bacterial Infections)	UseClass:8104 (anti-bacterial)			
BRD-K60025295-003-02-5	BRD-K60025295	BRD-K60025295-003-02-5_BBBC022	GENTIAN VIOLET	MicroSource Discovery Systems Inc.	LGLFFNDHMLKUMI-UHFFFAOYSA-N	CHEMBL459265	yes				MeSH:D007239 (Infection)	UseClass:8109 (anti-helminthic);UseClass:8103 (anti-infective agent)	yes	cellular response to chemical stimulus	
BRD-K60038276-001-02-5	BRD-K60038276	BRD-K60038276-001-02-5_BBBC022	IRBESARTAN	MicroSource Discovery Systems Inc.	YOSHYTLCDANDAN-UHFFFAOYSA-N	CHEMBL1513	yes		GeneID:185 (inhibits AGTR1)		MeSH:D006973 (Hypertension)	UseClass:8091 (anti-hypertensive)			
BRD-K60184833-001-03-1	BRD-K60184833	BRD-K60184833-001-03-1_BBBC022	TYRPHOSTIN 46	Biomol International Inc.	USOXQZNJFMKTKJ-XVNBXDOJSA-N	CHEMBL296407	yes		GeneID:1956 (inhibits EGFR);GeneID:5594 (inhibits MAPK1);GeneID:5595 (inhibits MAPK3)	GO:0008283 (inhibits cell proliferation);GO:0006468 (inhibits protein phosphorylation)					
BRD-K60302405-001-02-9	BRD-K60302405	BRD-K60302405-001-02-9_BBBC022	alpha-CYANO-4-HYDROXYCINNAMIC ACID	MicroSource Discovery Systems Inc.	AFVLVVWMAFSXCK-VMPITWQZSA-N	CHEMBL76602	yes		GeneID:6566 (inhibits SLC16A1)						
BRD-K60770992-001-01-8	BRD-K60770992	BRD-K60770992-001-01-8_BBBC022	PERGOLIDE METHANESULFONATE	Biomol International Inc.	YEHCICAEULNIGD-MZMPZRCHSA-N	CHEMBL531	yes		GeneID:1813 (activates DRD2)		MeSH:D010300 (Parkinson Disease)	UseClass:8114 (neuroprotective agent)			
BRD-K60770992-066-05-2	BRD-K60770992	BRD-K60770992-066-05-2_BBBC022	Pergolide mesylate	Prestwick Chemical Inc.	YEHCICAEULNIGD-MZMPZRCHSA-N	CHEMBL531	yes		GeneID:1813 (activates DRD2)		MeSH:D010300 (Parkinson Disease)	UseClass:8114 (neuroprotective agent)			
BRD-K60907894-003-04-5	BRD-K60907894	BRD-K60907894-003-04-5_BBBC022	Adiphenine hydrochloride	Prestwick Chemical Inc.	JGOAIQNSOGZNBX-UHFFFAOYSA-N	CHEMBL353846	yes				MeSH:D013035 (Spasm)	UseClass:8132 (muscle relaxant (spasmolytic));UseClass:8133 (smooth muscle relaxant)			
BRD-K61250553-001-02-9	BRD-K61250553	BRD-K61250553-001-02-9_BBBC022	LOPERAMIDE	Biomol International Inc.	RDOIQAHITMMDAJ-UHFFFAOYSA-N	CHEMBL841	yes		GeneID:4988 (activates OPRM1);GeneID:4985 (binds OPRD1)	GO:0005262 (inhibits calcium channel activity)					
BRD-K61250553-003-05-8	BRD-K61250553	BRD-K61250553-003-05-8_BBBC022	Loperamide hydrochloride	Prestwick Chemical Inc.	RDOIQAHITMMDAJ-UHFFFAOYSA-N	CHEMBL841	yes		GeneID:4988 (activates OPRM1);GeneID:4985 (binds OPRD1)	GO:0005262 (inhibits calcium channel activity)					
BRD-K61269089-001-01-4	BRD-K61269089	BRD-K61269089-001-01-4_BBBC022	DAPHNETIN	MicroSource Discovery Systems Inc.	ATEFPOUAMCWAQS-UHFFFAOYSA-N	CHEMBL244948	yes			GO:0016209 (activates antioxidant activity);GO:0004691 (inhibits cAMP-dependent protein kinase activity);GO:0005006 (inhibits epidermal growth factor receptor activity);GO:0004672 (inhibits protein kinase activity);GO:0004697 (inhibits protein kinase C activity)					
BRD-K61443650-236-02-4	BRD-K61443650	BRD-K61443650-236-02-4_BBBC022	THIMEROSAL	MicroSource Discovery Systems Inc.	HXQVQGWHFRNKMS-UHFFFAOYSA-M		yes				MeSH:D001424 (Bacterial Infections);MeSH:D009181 (Mycoses)	UseClass:8104 (anti-bacterial);UseClass:8105 (anti-fungal);UseClass:8111 (antiseptic)	yes	cellular response to chemical stimulus	decreased cell numbers
BRD-K61463582-001-02-3	BRD-K61463582	BRD-K61463582-001-02-3_BBBC022	3-METHYLCHOLANTHRENE	MicroSource Discovery Systems Inc.	PPQNQXQZIWHJRB-UHFFFAOYSA-N	CHEMBL40583	yes					UseClass:8067 (carcinogen)			
BRD-K62008436-001-03-1	BRD-K62008436	BRD-K62008436-001-03-1_BBBC022	Paclitaxel	Prestwick Chemical Inc.	RCINICONZNJXQF-MZXODVADSA-N	CHEMBL428647	yes				MeSH:D009369 (Neoplasms)	UseClass:8066 (anti-neoplastic)	yes	cellular response to chemical stimulus	
BRD-K62363391-001-05-8	BRD-K62363391	BRD-K62363391-001-05-8_BBBC022	Dapsone	Prestwick Chemical Inc.	MQJKPEGWNLWLTK-UHFFFAOYSA-N	CHEMBL1043	yes				"MeSH:D007918 (Leprosy);""MeSH:D011020 (Pneumonia, Pneumocystis)"""	UseClass:8103 (anti-infective agent)			
BRD-K62792802-001-02-8	BRD-K62792802	BRD-K62792802-001-02-8_BBBC022	LY-83583	Biomol International Inc.	GXIJYWUWLNHKNW-UHFFFAOYSA-N	CHEMBL312487	yes			GO:0004383 (inhibits guanylate cyclase activity)	MeSH:D000707 (Anaphylaxis)	UseClass:8073 (immunomodulator)	yes	cellular response to chemical stimulus	decreased cell numbers
BRD-K63430059-001-06-5	BRD-K63430059	BRD-K63430059-001-06-5_BBBC022	Methoxy-8-psoralen	Prestwick Chemical Inc.	QXKHYNVANLEOEG-UHFFFAOYSA-N	CHEMBL416	yes				MeSH:D007249 (Inflammation);MeSH:D012871 (Skin Diseases);MeSH:D013035 (Spasm)	UseClass:8071 (anti-inflammatory);UseClass:8132 (muscle relaxant (spasmolytic))			
BRD-K63630713-001-05-0	BRD-K63630713	BRD-K63630713-001-05-0_BBBC022	Ethacrynic acid	Prestwick Chemical Inc.	AVOLMBLBETYQHX-UHFFFAOYSA-N	CHEMBL456	yes	CBPROTID:1000639 (inhibits Glutathione S-transferase)	GeneID:6557 (binds SLC12A1)			UseClass:8153 (diuretic)			
BRD-K63750851-001-06-6	BRD-K63750851	BRD-K63750851-001-06-6_BBBC022	Mycophenolic acid	Prestwick Chemical Inc.	HPNSFSBZBAHARI-RUDMXATFSA-N	CHEMBL866	yes				MeSH:D007249 (Inflammation);MeSH:D007896 (Leishmaniasis);MeSH:D009369 (Neoplasms);MeSH:D011565 (Psoriasis)	UseClass:8071 (anti-inflammatory);UseClass:8066 (anti-neoplastic);UseClass:8108 (anti-protozoal);UseClass:8076 (anti-psoriatic);UseClass:8070 (immunosuppressive agent)			
BRD-K63861289-001-03-0	BRD-K63861289	BRD-K63861289-001-03-0_BBBC022	MOLSIDOMINE	MicroSource Discovery Systems Inc.	XLFWDASMENKTKL-UHFFFAOYSA-O		yes				MeSH:D000787 (Angina Pectoris);MeSH:D006973 (Hypertension)	UseClass:8095 (anti-anginal);UseClass:8091 (anti-hypertensive)			
