siRNA Primer	Gene Identifier	Gene Symbol	siRNA Hit	Phenotype 1	Term Source Accession 1	Ontology Term Name 1	Phenotype 2	Term Source Accession 2	Ontology Term Name 2	Phenotype 3	Term Source Accession 3	Ontology Term Name 3	Phenotype 4	Term Source Accession 4	Ontology Term Name 4	Phenotype 5	Term Source Accession 5	Ontology Term Name 5	Phenotype 6	Term Source Accession 6	Ontology Term Name 6	Phenotype 7	Term Source Accession 7	Ontology Term Name 7	Phenotype 8	Term Source Accession 8	Ontology Term Name 8	Phenotype 9	Term Source Accession 9	Ontology Term Name 9	Phenotype 10	Term Source Accession 10	Ontology Term Name 10	Phenotype 11	Term Source Accession 11	Ontology Term Name 11	Phenotype 12	Term Source Accession 12	Ontology Term Name 12	Phenotype 13	Term Source Accession 13	Ontology Term Name 13	Phenotype 14	Term Source Accession 14	Ontology Term Name 14	Phenotype 15	Term Source Accession 15	Ontology Term Name 15	Phenotype 16	Term Source Accession 16	Ontology Term Name 16	Phenotype 17	Term Source Accession 17	Ontology Term Name 17	Phenotype 18	Term Source Accession 18	Ontology Term Name 18	Phenotype 19	Term Source Accession 19	Ontology Term Name 19	Phenotype 20	Term Source Accession 20	Ontology Term Name 20	Phenotype 21	Term Source Accession 21	Ontology Term Name 21	Phenotype 22	Term Source Accession 22	Ontology Term Name 22	Phenotype 23	Term Source Accession 23	Ontology Term Name 23	Phenotype 24	Term Source Accession 24	Ontology Term Name 24	Phenotype 25	Term Source Accession 25	Ontology Term Name 25	Phenotype 26	Term Source Accession 26	Ontology Term Name 26
DRSC20559	FBgn0023177	Pp4-19C	yes							cell shape variable	CMPO_0000270	increased variability of cell shape in population																			decreased level of actin	CMPO_0000106	decreased number of actin filament																																								decreased cell number	CMPO_0000052	decreased cell numbers	loss of cell monolayer	CMPO_0000293	loss of cell monolayer			
DRSC17218	FBgn0023213	eIF4G	yes	decreased cell size	CMPO_0000129	decreased cell size phenoptype																									decreased level of actin	CMPO_0000106	decreased number of actin filament																microtubule clumps	CMPO_0000286	aggregated microtubules phenotype																														
DRSC03548	FBgn0024227	ial	yes				increased cell size	CMPO_0000128	increased cell size phenotype																																																							increased number of multinucleate cells	CMPO_0000300	more multinucleate cells															
DRSC03442	FBgn0024285	Srp54	yes																			Increased number of actin stress fibres	CMPO_0000289	increased amount of stress fibers																decreased peripheral actin	CMPO_0000273	decreased cortical actin cytoskeleton mass																																							
DRSC11235	FBgn0024542	Neos	yes																																																	microtubules disorganised	CMPO_0000147	disorganized microtubules phenotype																											
DRSC11947	FBgn0024733	Qm	yes							cell shape variable	CMPO_0000270	increased variability of cell shape in population																			decreased level of actin	CMPO_0000106	decreased number of actin filament																																								decreased cell number	CMPO_0000052	decreased cell numbers	loss of cell monolayer	CMPO_0000293	loss of cell monolayer			
DRSC15445	FBgn0024909	Taf7	yes							cell shape variable	CMPO_0000270	increased variability of cell shape in population																			decreased level of actin	CMPO_0000106	decreased number of actin filament																																								decreased cell number	CMPO_0000052	decreased cell numbers	loss of cell monolayer	CMPO_0000293	loss of cell monolayer			
DRSC11309	FBgn0024921	Trn	yes							cell shape variable	CMPO_0000270	increased variability of cell shape in population																			decreased level of actin	CMPO_0000106	decreased number of actin filament																																								decreased cell number	CMPO_0000052	decreased cell numbers	loss of cell monolayer	CMPO_0000293	loss of cell monolayer			
DRSC08532	FBgn0024939	RpL8	yes							cell shape variable	CMPO_0000270	increased variability of cell shape in population																			decreased level of actin	CMPO_0000106	decreased number of actin filament																																								decreased cell number	CMPO_0000052	decreased cell numbers	loss of cell monolayer	CMPO_0000293	loss of cell monolayer			
DRSC08695	FBgn0024939	RpL8	yes							cell shape variable	CMPO_0000270	increased variability of cell shape in population																			decreased level of actin	CMPO_0000106	decreased number of actin filament																																								decreased cell number	CMPO_0000052	decreased cell numbers	loss of cell monolayer	CMPO_0000293	loss of cell monolayer			
DRSC18463	FBgn0024998	CG2685	yes							cell shape variable	CMPO_0000270	increased variability of cell shape in population																			decreased level of actin	CMPO_0000106	decreased number of actin filament																																								decreased cell number	CMPO_0000052	decreased cell numbers	loss of cell monolayer	CMPO_0000293	loss of cell monolayer			
DRSC06716	FBgn0025286	RpL31	yes							cell shape variable	CMPO_0000270	increased variability of cell shape in population																			decreased level of actin	CMPO_0000106	decreased number of actin filament																																								decreased cell number	CMPO_0000052	decreased cell numbers	loss of cell monolayer	CMPO_0000293	loss of cell monolayer			
DRSC18513	FBgn0025393	CG14795	yes							cell shape variable	CMPO_0000270	increased variability of cell shape in population																			decreased level of actin	CMPO_0000106	decreased number of actin filament																																								decreased cell number	CMPO_0000052	decreased cell numbers	loss of cell monolayer	CMPO_0000293	loss of cell monolayer			
DRSC11199	FBgn0025582	Int6	yes	decreased cell size	CMPO_0000129	decreased cell size phenoptype																									decreased level of actin	CMPO_0000106	decreased number of actin filament																microtubule clumps	CMPO_0000286	aggregated microtubules phenotype																														
DRSC18483	FBgn0025638	Roc1a	yes							cell shape variable	CMPO_0000270	increased variability of cell shape in population																			decreased level of actin	CMPO_0000106	decreased number of actin filament																																								decreased cell number	CMPO_0000052	decreased cell numbers	loss of cell monolayer	CMPO_0000293	loss of cell monolayer			
DRSC03492	FBgn0025724	beta`Cop	yes							cell shape variable	CMPO_0000270	increased variability of cell shape in population																			decreased level of actin	CMPO_0000106	decreased number of actin filament																																								decreased cell number	CMPO_0000052	decreased cell numbers	loss of cell monolayer	CMPO_0000293	loss of cell monolayer			
DRSC08706	FBgn0025725	alphaCop	yes							cell shape variable	CMPO_0000270	increased variability of cell shape in population																			decreased level of actin	CMPO_0000106	decreased number of actin filament																																								decreased cell number	CMPO_0000052	decreased cell numbers	loss of cell monolayer	CMPO_0000293	loss of cell monolayer			
DRSC16920	FBgn0025781	cdc16	yes							cell shape variable	CMPO_0000270	increased variability of cell shape in population																			decreased level of actin	CMPO_0000106	decreased number of actin filament																																								decreased cell number	CMPO_0000052	decreased cell numbers	loss of cell monolayer	CMPO_0000293	loss of cell monolayer			
DRSC18659	FBgn0026085	dgt4	yes																																																																			no cells	CMPO_0000301	no cells phenotype									
DRSC16937	FBgn0026250	eIF-1A	yes	decreased cell size	CMPO_0000129	decreased cell size phenoptype																									decreased level of actin	CMPO_0000106	decreased number of actin filament																microtubule clumps	CMPO_0000286	aggregated microtubules phenotype																														
DRSC07568	FBgn0026316	UbcD10	yes																																																							decreased level of microtubules	CMPO_0000068	decreased number of microtubules																					
DRSC08694	FBgn0026372	RpL23A	yes							cell shape variable	CMPO_0000270	increased variability of cell shape in population																			decreased level of actin	CMPO_0000106	decreased number of actin filament																																								decreased cell number	CMPO_0000052	decreased cell numbers	loss of cell monolayer	CMPO_0000293	loss of cell monolayer			
DRSC03415	FBgn0026373	RpII33	yes							cell shape variable	CMPO_0000270	increased variability of cell shape in population																			decreased level of actin	CMPO_0000106	decreased number of actin filament																																								decreased cell number	CMPO_0000052	decreased cell numbers	loss of cell monolayer	CMPO_0000293	loss of cell monolayer			
DRSC16801	FBgn0026380	Prosbeta3	yes	decreased cell size	CMPO_0000129	decreased cell size phenoptype				cell shape variable	CMPO_0000270	increased variability of cell shape in population																			decreased level of actin	CMPO_0000106	decreased number of actin filament																																								decreased cell number	CMPO_0000052	decreased cell numbers	loss of cell monolayer	CMPO_0000293	loss of cell monolayer			
DRSC07815	FBgn0026401	Nipped-B	yes				increased cell size	CMPO_0000128	increased cell size phenotype																																																							increased number of multinucleate cells	CMPO_0000300	more multinucleate cells							decreased cell number	CMPO_0000052	decreased cell numbers	loss of cell monolayer	CMPO_0000293	loss of cell monolayer			
DRSC05912	FBgn0026611	AGO1	yes							cell shape variable	CMPO_0000270	increased variability of cell shape in population																			decreased level of actin	CMPO_0000106	decreased number of actin filament																																								decreased cell number	CMPO_0000052	decreased cell numbers	loss of cell monolayer	CMPO_0000293	loss of cell monolayer			
DRSC07350	FBgn0027054	CSN4	yes							cell shape variable	CMPO_0000270	increased variability of cell shape in population																			decreased level of actin	CMPO_0000106	decreased number of actin filament																																								decreased cell number	CMPO_0000052	decreased cell numbers	loss of cell monolayer	CMPO_0000293	loss of cell monolayer			
