Plate	Well	Plate_Well	Gene Identifier	Gene Symbol	Gene Name	Gene Model Status	Gene Symbol Synonyms	Severity of Adhesion Defect	Gene In Secondary Screen	Has Phenotype	Phenotype Annotation Level	Phenotype 1
Primary_027	B10	Primary_027_B10	CG6107	AdamTS-A	ADAM metallopeptidase with thrombospondin type 1 motif A	Current	CG6107 CT19033 CG14869 AdamTS-A	1	no			
Primary_027	B11	Primary_027_B11	CG6113	Lip4	Lipase 4	Current	lipase 4 CG6113 lipase4 CG6113 dLip4	1.67	yes	yes	gene	defective cell-cell aggregation
Primary_027	B12	Primary_027_B12	CG6114	sff	sugar-free frosting	Current	SNF1-related CG6114	1	no			
Primary_027	B2	Primary_027_B2	CG6092	Dak1	Dak1	Current	Dak1L dak1 anon-WO0118547.320 Dm.UMP-CMP kinase CG6092	1	no			
Primary_027	B3	Primary_027_B3	CG6094	CG6094		Current	FBgn 32261	1	no			
Primary_027	B4	Primary_027_B4	CG6095	exo84		Current	onion ring exo84 onion rings CG6095 Exo84 anon-WO0153538.55 onr Exo84p DExo84 CG6095	1	no			
Primary_027	B5	Primary_027_B5	CG6096	E(spl)m5-HLH	"Enhancer of split m5, helix-loop-helix"	Current	E(spl) region transcript m5 E(spl) transcription unit m5 HLH-m5 E(spl) m5 HLHm5 CG6096 E(spl)M5 bHLHb36 E(spl)-m5 m5 E(spl)m5	1	no			
Primary_027	B6	Primary_027_B6	CG6097	rt	rotated abdomen	Current	Rotated Abdomen Rotated abdomen Drosophila Protein O-mannosyltransferase 1 roa Rot_abd fs(3)neo1 CG6097 dPOMT1 POMT1 pomt DPOMT1	1	no			
Primary_027	B7	Primary_027_B7	CG6098	Lrr47	Leucine-rich repeat 47	Current	LRR47 Lrr-47 CT19173 CG6098	1	no			
Primary_027	B8	Primary_027_B8	CG6103	CrebB	Cyclic-AMP response element binding protein B	Current	cAMP-response element-binding protein cAMP-response element binding protein activator n dCREB2 cAMP-regulated enhancer-binding protein Cyclic-AMP response element binding protein B at 17A lethal(1)17Af blocker cAMP response element-binding protein cyclic AMP response element binding protein Cyclic-AMP response element binding protein B at 17B dcreb2-b CrebB17-A l(1)17Af CrebB-17B dCREB-2a dCrebB2 dCREB-B CREB2a CrebB-17A dCREB-2 CREB-B CREB2b dCreb2-b dCREB2 CREB dCREB Creb B 17A dCREB2-a CG6103 Creb dCbz Creb17A CREB-b dCREB2a Creb2.b dCREB2b CREB2 S162 CRE-BP dCreb2 Creb2b Creb2 Creb2-b dCREB2-b	1	no			
Primary_027	B9	Primary_027_B9	CG6106	CG6106		Current		1	no			
Primary_027	C1	Primary_027_C1	CG6116	Uvrag	UV-resistance associated gene	Current	UV radiation resistance associated gene CG6116 UVRAG	1	no			
Primary_027	C10	Primary_027_C10	CG6128	Fuca	alpha-L-fucosidase	Current	alpha-L-fucosidase CG6128 DmFuca CG33047 CG6128 Fuca_Dm	1.33	no			
Primary_027	C11	Primary_027_C11	CG6129	Rootletin	Rootletin	Current	Rootletin rootletin CG6129 Q8IMX3_DROME	1	no			
Primary_027	C12	Primary_027_C12	CG6133	Nsun2	"NOP2-Sun domain family, member 2 ortholog"	Current	dNsun2 CG6133 EG:EG0007.9	1.33	no			
Primary_027	C2	Primary_027_C2	CG6119	Vmat	Vesicular monoamine transporter	Current	vesicular monoamine transporter vesicle transporter Vmat CG33528 lethal (2) SH0459 Drosophila vesicular monoamine transporter DVMAT-A DVMAT-B VMAT CG6139 l(2)SH0459 dVMAT CG6119 CG33528 l(2)SH2 0459 DVMAT	1	no			
Primary_027	C3	Primary_027_C3	CG6120	Tsp96F	Tetraspanin 96F	Current	LD19727 BcDNA:LD19727 CG6120 Dm.Tsp96F	1	no			
Primary_027	C4	Primary_027_C4	CG6121	Tip60	Tip60	Current	Tat-interactive protein Tat-interactive protein-60 KDa dTip60 Dmel\\TIP60 CG6121 EG0007.7 dTIP60 DmEG0007.7 6121 dmHAG405 EG:EG0007.7 Dmel/TIP60 TIP60	1	no			
Primary_027	C5	Primary_027_C5	CG6122	piwi	piwi	Current	PIWI P-element induced wimpy testis Piwi PIWI Piwi CG6122	1	no			
Primary_027	C6	Primary_027_C6	CG6124	eater	eater	Current	Eater CG6124 C901-like Dmel_CG6124 Eater CG6124 CT19227	1	no			
Primary_027	C7	Primary_027_C7	CG6125	CG6125		Current		1	no			
Primary_027	C8	Primary_027_C8	CG6126	CG6126		Current	CT19169	1	no			
Primary_027	C9	Primary_027_C9	CG6127	Ser	Serrate	Current	Beaded serrate serratoid dmSerrate Ripped wing CG6127 ser Rpw mel(3)8 std Bd SER CT18858	1	no			
Primary_027	D1	Primary_027_D1	CG6136	CG6136		Current		1	no			
Primary_027	D10	Primary_027_D10	CG6148	Past1	Putative Achaete Scute Target 1	Current	EH domain containing protein putative achaete scute target 1 dEHD PAST-1 CG6148 PAST Ehd Past-1 CG66148	1	no			
Primary_027	D11	Primary_027_D11	CG6149	CG6149		Current		1	no			
Primary_027	D12	Primary_027_D12	CG6152	CG33156		Current	CG30063 CG6152	1.33	no			
Primary_027	D2	Primary_027_D2	CG6137	aub	aubergine	Current	Aubergine AUBERGINE stellate-interacting gene sti sting CG6137 Aub ms(2)32D AUB	1	no			
Primary_027	D3	Primary_027_D3	CG6139	Vmat	Vesicular monoamine transporter	Current	vesicular monoamine transporter vesicle transporter Vmat CG33528 lethal (2) SH0459 Drosophila vesicular monoamine transporter DVMAT-A DVMAT-B VMAT CG6139 l(2)SH0459 dVMAT CG6119 CG33528 l(2)SH2 0459 DVMAT	1	no			
Primary_027	D4	Primary_027_D4	CG6140	CG6140		Current		1	no			
Primary_027	D5	Primary_027_D5	CG6142	CG6142		Current		1.67	yes	yes	gene	defective cell-cell aggregation
Primary_027	D6	Primary_027_D6	CG6144	CG6144		Current		1.67	yes	yes	gene	defective cell-cell aggregation
Primary_027	D7	Primary_027_D7	CG6145	CG6145		Current	CT19307	1	no			
Primary_027	D8	Primary_027_D8	CG6146	Top1	Topoisomerase 1	Current	topoisomerase I type I topoisomerase Top 1 Topoisomerase I topoisomerase1 CG6146 topo I TopoI top1 Topo I TOP1 l(1)G0134 TopI l(1)top1 l(1)G0201 l(1)G0229 dTopoI topoI l(1)G0278	1	no			
Primary_027	D9	Primary_027_D9	CG6147	Tsc1	Tsc1	Current	TTuberous Sclerosis Complex 1 jolly green giant Tuberous Sclerosis 1 tuberous sclerosis 1 rocky Tuberous sclerosis complex 1 hamartin Tuberous Sclerosis Complex 1 tuberous sclerosis complex 1 TSC1 dTSC-1 dtsc1 CG6147 dTsc1 tsc1 dTSC1 rocky TSC TSC1 dTSC	1	no			
Primary_027	E1	Primary_027_E1	CG6153	CG6153		Current	6153	2.67	no	yes	gene	defective cell-cell aggregation
Primary_027	E10	Primary_027_E10	CG6173	Kal1	Kallmann syndrome 1 ortholog	Current	kal-1 Kallmann kal-1 DmKal-1 Dmkal Kal-1 CG6173 CT19368	1	no			
Primary_027	E11	Primary_027_E11	CG6174	Arp1	Actin-related protein 1	Current	gridlock actin-related protein 1 Actin-related protein 87C Actr87C grid ARP87C Arp-1 Arp87c ARP1 gdl arp1 Arp1 Arp87C CG6174 Arp	1	no			
Primary_027	E12	Primary_027_E12	CG6176	Grip75	Grip75	Current	DGrip75 d75p Dgrip75 Dgrip75s 75p CG6176 Dgrip75/d75p DGrip75	1	no			
Primary_027	E2	Primary_027_E2	CG6154	CG6154		Current		1	no			
Primary_027	E3	Primary_027_E3	CG6155	Roe1	Roe1	Current	DROE1 Droe1 droe1 cg6155 BcDNA:GM03203 CG6155	1	no			
Primary_027	E4	Primary_027_E4	CG6159	sec10	sec10	Current	CG6159 dSec10 Sec10 Sec10p P71 dsec10	1	no			
Primary_027	E5	Primary_027_E5	CG6167	PICK1	PICK1	Current	Protein interacting with C kinase 1 CG6167	1	no			
Primary_027	E6	Primary_027_E6	CG6168	CG6168		Current		2	yes	yes	gene	defective cell-cell aggregation
Primary_027	E7	Primary_027_E7	CG6169	Dcp2	Decapping protein 2	Current	CG6169 DCP2 dDcp2 dcp2 LD07107 CG6169 BEST:LD07107 DCp2p dDCP2 dDcp	1	no			
Primary_027	E8	Primary_027_E8	CG6170	HDAC6	HDAC6	Current	Histone Deacetylase 6 histone deacetylase HDA2 histone deacetylase 6 dmHDA404 DHDAC2 DmHDAC2 HDAC2 dHDAC6 dHDAC2 HDAC CG6170	1	no			
Primary_027	E9	Primary_027_E9	CG6172	vnd	ventral nervous system defective	Current	ventral nerve cord defective ventral nervous system condensation defective ventral neuroblasts defective Ventral nervous system defective ventral neurons defective HDC16822 EC6 lab Nkx2 Dm vnd Vnd CG6172 nk-2 l(1)EC6 l(1)1Bf Dm-NK2 HDC16822 vnd/NK-2 EG:118B3.1 NK2 VND dNK-2 l(1)RC24 l(1)EA142 l(1)VA208 l(1)VE769 l(1)GA100 NK-2 l(1)GA122	1	no			
Primary_027	F1	Primary_027_F1	CG6177	ldlCp	ldlCp-related protein	Current	CG6177 ldl-Cp	1	no			
Primary_027	F10	Primary_027_F10	CG6190	Ube3a	Ubiquitin protein ligase E3A	Current	Angelman syndrome Drosophila Angelman syndrome das Dube3a As dUBE3A ube3a dube3A UBE3A CG6190 AS dube3a	1	no			
Primary_027	F11	Primary_027_F11	CG6191	CG6191		Current	BcDNA:GH06193 Dromel_CG6191_FBtr0087678_mORF	1.33	no			
Primary_027	F12	Primary_027_F12	CG6192	Reps		Current	CG6192 CG6192 REPS	1	no			
Primary_027	F2	Primary_027_F2	CG6178	CG6178		Current	Fatty Acyl-CoA Synthetase fatty acyl-CoA synthetase	1	no			
Primary_027	F3	Primary_027_F3	CG6179	CG6179		Current	NOSIPL	1	no			
Primary_027	F4	Primary_027_F4	CG6180	CG6180		Current		1	no			
Primary_027	F5	Primary_027_F5	CG6181	Ge-1		Current	CG6181 dGe-1 EDC4 CG6181 GE-1	1	no			
Primary_027	F6	Primary_027_F6	CG6182	CG6182		Current	BcDNA:LD17019	1.67	yes	yes	gene	defective cell-cell aggregation
Primary_027	F7	Primary_027_F7	CG6186	Tsf1	Transferrin 1	Current	DTAF-transferrin Transferrin transferrin 1 Transferrin1 transferrin transferrin precursor CG6186 Transferrin 1 tsf1 143958_at lincRNA.S9601 Tf anon-EST:Posey265 TSF1 Trf	1	no			
Primary_027	F8	Primary_027_F8	CG6187	RluA-2	RluA-2	Current	CG6187 yumo	1.67	yes	yes	gene	defective cell-cell aggregation
Primary_027	F9	Primary_027_F9	CG6188	CG6188		Current		1.33	no			
Primary_027	G1	Primary_027_G1	CG6193	Apc2	Adenomatous polyposis coli tumor suppressor homolog 2	Current	Epithelial Adenomatous Polyposis Coli adenomatous polyposis coli 2 Adenomatous polyposis coli 2 Adenomatous Polyposis Coli 2 e-apc apc2 dApc2 dAPC2 d-APC2 Dm APC2 E-APC dAPC2 E-APC APC dAPC2/E-APC CG6193 D-APC2 APC2	1	no			
Primary_027	G10	Primary_027_G10	CG6204	CG6204		Current	GH20028p	1	no			
Primary_027	G11	Primary_027_G11	CG6205	por	porcupine	Current	Porcupine 15175 poc Porc CG6205 porc l(1)17Ac dmPorc	1	no			
Primary_027	G12	Primary_027_G12	CG6206	LM408	Lysosomal alpha-mannosidase	Current	class II lysosomal alpha-mannosidase lysosomal alpha-mannosidase lysosomal mannosidase BcDNA:GH02419 dLM CG6206 dLM408	1.67	yes	yes	gene	defective cell-cell aggregation
Primary_027	G2	Primary_027_G2	CG6194	CG6194		Current	DmAtg4-like Atg4b	1	no			
Primary_027	G3	Primary_027_G3	CG6195	CG6195		Current	BEST:GH15838	1	no			
Primary_027	G4	Primary_027_G4	CG6196	CG6196		Current	BcDNA:RH37427	1	no			
Primary_027	G5	Primary_027_G5	CG6197	CG6197		Current	Xab2 Prp5 XAB2	3	no	yes	gene	defective cell-cell aggregation
Primary_027	G6	Primary_027_G6	CG6198	CHORD	CHORD	Current	morgana/chp-1 morgana CHORD containing protein mora Q9U4A3 chp CG6198	1	no			
Primary_027	G7	Primary_027_G7	CG6199	Plod	procollagen lysyl hydroxylase	Current	lysyl hydroxylase Drosophila Plod CG6199 LH3 anon-EST:ParkEST325 anon-WO0118547.416 dPlod RE-H	1	no			
Primary_027	G8	Primary_027_G8	CG6202	Surf4	Surfeit 4	Current	SURF-4 Surf-4 CG6202	1	no			
Primary_027	G9	Primary_027_G9	CG6203	Fmr1	Fmr1	Current	fragile x related fragile X mental retardation protein Fragile X related protein dFmr1 Drosophila fragile X mental retardation protein dFMR Fragile X related Fragile X-related fragile X Fragile X mental retardation Fragile X protein Fragile-X-related Fragile X mental retardation protein Fragile X fragile X mental retardation 1 Fragile-X Mental Retardation protein Fragile X mental retardation gene fragile-X Fragile X Mental Retardation Protein AT24755 dfxr CG6203 Fmrp cg6203 dFMRP dfxr1 BcDNA:GM08679 dFmr1 EP(3)3517 fmr1 dFXRP dFMR dFXR FMRp dmfr1 dFXR1 dFmrp dFMR1 FMR1 fmr FMRP FMR dfmr FXR dfmr1	1	no			
Primary_027	H1	Primary_027_H1	CG6207	GlcAT-P	GlcAT-P	Current	DGlcAT-P CG6207 DmGlcAT-BSII	1	no			
Primary_027	H10	Primary_027_H10	CG6220	CG6220		Current		1	no			
Primary_027	H11	Primary_027_H11	CG6223	betaCop	beta-coatomer protein	Current	COPI beta subunit betaCop beta-Cop bcop betaCOP CG6223 COPI BcDNA.GH09317 beta-COP BcDNA:GH09317 Beta Cop BetaCop betaCop beta-CopII	2.33	yes	yes	gene	defective cell-cell aggregation
Primary_027	H12	Primary_027_H12	CG6224	dbo	diablo	Current	DIABLO DIABLO Smac Dbo CG6224 Dm.DBO	1	no			
Primary_027	H2	Primary_027_H2	CG6208	CG6208		Current	SNAP-31	1	no			
Primary_027	H3	Primary_027_H3	CG6210	wls	wntless	Current	wntless Sprinter Evenness interrupted Wntless sprinter Evenness Interrupted evenness interrupted Srt Evi/Wls wls/evi Wls wls Evi Wls/Evi srt evi CG6210	1	no			
Primary_027	H4	Primary_027_H4	CG6211	gce	germ cell-expressed bHLH-PAS	Current	germ cell expressed Germ cell-expressed germ-cell expressed Germ-cell expressed bHLH-PAS CG42739 GCE Dmgce CG6211 CG15032	1	no			
Primary_027	H5	Primary_027_H5	CG6213	Vha13	Vacuolar H[+] ATPase 13kD subunit	Current	Vacuolar H[+] ATPase G-subunit VhaG CG6213 BcDNA:AT14009 l(3)05113 ATP6V1G vha13	1	no			
Primary_027	H6	Primary_027_H6	CG6214	MRP	Multidrug-Resistance like Protein 1	Current	Multidrug-resistance protein multidrug resistance-associated protein multidrug resistance-like protein 1 dMRP dMRP/CG6214 MRP1 dMRP1 CG6214	1	no			
Primary_027	H7	Primary_027_H7	CG6215	CkIIalpha-i1	CKII-alpha subunit interactor-1	Current	CKIIalpha-iI CG6215 CkIIalpha-i1 dCKIIalpha-i1 DmA35 ZFP47 CKIIalpha-I1	2	yes	yes	gene	defective cell-cell aggregation
Primary_027	H8	Primary_027_H8	CG6217	knk	knickkopf	Current	Knickkopf gnarled dyspneic l(3)85Eg Gnarled CG6217 Knk gnar dyspneic	2	yes	yes	gene	defective cell-cell aggregation
Primary_027	H9	Primary_027_H9	CG6218	CG6218		Current		1	no			
Primary_028	A1	Primary_028_A1	CG6225	CG6225		Current		1	no			
Primary_028	A10	Primary_028_A10	CG6238	ssh	slingshot	Current	MAP-kinase-phosphatase Slingshot MKP-like Ssh CG6238 MKP Mkph SSH l(3)01207	1	no			
Primary_028	A11	Primary_028_A11	CG6246	nub	nubbin	Current	POU domain protein 1 CG15489 CG15488 Nubbin twain nubbin CG34395 PDM-1 nb Oct1 twn Nb Pdm dPOU-19/pdm-1 dOct1 CG15489 pdm NUB pdm1 CG15488 Pdm1 Oct-1 Nub dPOU-19 POU33F1 PDM1 pdm-1 CG6246 Pdm-1 dPOU19	1	no			
Primary_028	A12	Primary_028_A12	CG6247	CG32549		Current	CG6267 CG6247 CG6278	1	no			
Primary_028	A2	Primary_028_A2	CG6226	FK506-bp1	FK506-binding protein 1	Current	FK506-binding protein of 39 kDa IFK506-bp1 FKBP39 FK506bp1 FKbp39 CG6226	1	no			
Primary_028	A3	Primary_028_A3	CG6227	CG6227		Current	cg6227 DmRH29 Prp5	1	no			
Primary_028	A4	Primary_028_A4	CG6230	CG6230		Current	dCOD1 BcDNA:GH06032	1	no			
Primary_028	A5	Primary_028_A5	CG6231	CG6231		Current	Organic cation transporter	1	no			
Primary_028	A6	Primary_028_A6	CG6232	loh	lonely heart	Current	Lonely heart CT19510 CG6232 Loh	1.67	yes	yes	gene	defective cell-cell aggregation
Primary_028	A7	Primary_028_A7	CG6233	Ufd1-like	Ubiquitin fusion-degradation 1-like	Current	Ubiquitin fusion-degradation UfD1-like ufd1-like Ufd-1 Ufd1 like Ufd1 Ufd1L CG6233 dUfd1 UfD1-like anon-WO0118547.405 UFD1 Udf1	1	no			
Primary_028	A8	Primary_028_A8	CG6235	tws	twins	Current	protein phosphatase 2A regulatory B subunit of type 2A protein phosphatase PP2A regulatory subunit phosphoprotein phosphatase 2A 55 kDa PP2A regulatory subunit Twins abnormal anaphase resolution protein phosphatase 2a Twins Protein phosphatase 2A at 85F protein phosphatase type 2A l(3)S066813 l(3)S025832 l(3)01436 l(3)S026226 l(3)S052810 l(3)S022361 l(3)S023013 l(3)s1801 l(3)S045519 l(3)S033903 Pp2A-85F PP2A v158 l(3)S110815 l(3)S146606 l(3)S061915 dPP2A l(3)S119908 l(3)S043029 l(3)02414 l(3)S088513 l(3)S076415 1466/06 l(3)S023206 l(3)S042630 l(3)S023309 l(3)S023141a l(3)S060804 l(3)S066017 l(3)S075902b l(3)S025913 PP2A-B55 l(3)S080409 dPR55 l(3)S111515 l(3)S063110 l(3)S022440 l(3)S027313 l(3)S024834a DPR55 l(3)S048006 PR55 l(3)S101413b l(3)S091905 l(3)S069206a l(3)S067915 tws/aar l(3)S029110 l(3)S049902 l(3)S110008a l(3)S035505b l(3)S141309 l(3)S061805 PP2A[B] l(3)S043008b l(3)S028707 PP2a CG6235 aar l(3)S032303 l(3)j11C8 l(3)S026326 l(3)S023938 l(3)S048013 B/PR55 l(3)S022205b tw l(3)S025806 2414 dPP2A-B55 dPP2A-Balpha l(3)S046918 l(3)S067109b l(3)S031006 l(3)S024455 l(3)S132907 l(3)S029701a l(3)S060203 l(3)S105605 l(3)S134601a l(3)S042629 l(3)S032708c l(3)S024838 l(3)S029403 l(3)S048507 l(3)S053011 l(3)S027127 l(3)S075515b Tws l(3)S075110	1	no			
Primary_028	A9	Primary_028_A9	CG6236	CG6236		Current		1	no			
Primary_028	B1	Primary_028_B1	CG6249	Csl4	Csl4	Current	dCsl4 CG6249 CSL4	2	no	yes	gene	defective cell-cell aggregation
Primary_028	B10	Primary_028_B10	CG6264	Best1	Bestrophin 1	Current	Dbest CG6264 anon-WO0118547.380 best dbest1 dmBest1 dBest1	1	no			
Primary_028	B11	Primary_028_B11	CG6265	Nep5	Neprilysin 5	Current	nep5 DmeNEP5 CG6265 NEP5	1	no			
Primary_028	B12	Primary_028_B12	CG6268	mask	multiple ankyrin repeats single KH domain	Current	CG31138 CG6313 CG33106 CG6268 cg6313 MASK CG18671 Mask	1	no			
Primary_028	B2	Primary_028_B2	CG6251	Nup62	Nucleoporin 62kD	Current	Nup62 Nucleoporin 62 Nucleoporin p62 CG6251	1	no			
Primary_028	B3	Primary_028_B3	CG6254	CG6254		Current		1	no			
Primary_028	B4	Primary_028_B4	CG6255	CG6255		Current	anon-WO0140519.197 AAF55672	1	no			
Primary_028	B5	Primary_028_B5	CG6256	Trim9	Trim9	Current	Anomalies in sensory axon patterning CG31721 Asap CG6256 CG13145 asap	1	no			
Primary_028	B6	Primary_028_B6	CG6258	RfC38	Replication factor C 38kD subunit	Current	DNA replication factor  38k subunit Rfc38 BcDNA:LD06837 DmRFC5 n(2)k13807 CG6258 l(2)k13807 l(2)rfc38	1	no			
Primary_028	B7	Primary_028_B7	CG6261					1.33	no			
Primary_028	B8	Primary_028_B8	CG6262	CG6262		Current		1	no			
Primary_028	B9	Primary_028_B9	CG6263	CG31729		Current	CG6263 CG16823	1	no			
Primary_028	C1	Primary_028_C1	CG6269	unc-4	unc-4	Current	Paired HomeoDomain 1 CG6269 DPHD-1 Dunc-4	1	no			
Primary_028	C10	Primary_028_C10	CG6287	CG6287		Current	GH26	1	no			
Primary_028	C11	Primary_028_C11	CG6291	ApepP	Aminopeptidase P	Current	Apep[P] AP-P CG6291 DAP-P Daminopep-p	1	no			
Primary_028	C12	Primary_028_C12	CG6292	CycT	Cyclin T	Current	cyclin T2 cyclin T1 dCyclin T Dmcyclin T cyclin T CyclinT Dmcyclin T P-TEFb p124 CG6292 dT anon-74EFc ORE-14	1.33	no			
Primary_028	C2	Primary_028_C2	CG6271	CG6271		Current	DmelL1	1	no			
Primary_028	C3	Primary_028_C3	CG6275					1	no			
Primary_028	C4	Primary_028_C4	CG6277	CG6277		Current	DmelL2	1	no			
Primary_028	C5	Primary_028_C5	CG6279	CG6279		Current		1	no			
Primary_028	C6	Primary_028_C6	CG6281	Timp	Tissue inhibitor of metalloproteases	Current	tissue inhibitor of metalloproteinases tissue inhibitor of metalloproteases CG6281 Dtimp timp TIMP dTIMP DTIMP	1	no			
Primary_028	C7	Primary_028_C7	CG6283	CG6283		Current	DmelL3	1	no			
Primary_028	C8	Primary_028_C8	CG6284	Sirt6	Sirt6	Current	CG6284 dmSRT408 dSIRT6 D.mel4	1	no			
Primary_028	C9	Primary_028_C9	CG6285	Eip74EF	Ecdysone-induced protein 74EF	Current	ecdysone inducible protein Ecdysone-induced-protein 74EF Ecdysone-induced prot 74EF ecdysone induced protein 74EF E74 mE74 e74 l(3)24 3.3 eip74ef E74A/B ECIP l(3)neo24 E74B CG6285 Eip74E E-74 E74A Eip74A CG6273 CG32180 E74-B Eip74 A	1	no			
Primary_028	D1	Primary_028_D1	CG6293	CG6293		Current		1	no			
Primary_028	D10	Primary_028_D10	CG6308	CG6308		Current	Alg14	1	no			
Primary_028	D11	Primary_028_D11	CG6309					1	no			
Primary_028	D12	Primary_028_D12	CG6312	Rfx	Rfx	Current	regulatory factor X Regulatory factor X dRFX CG6312 rfx dRfx RFX	2	no	yes	gene	defective cell-cell aggregation
Primary_028	D2	Primary_028_D2	CG6295	CG6295		Current	DmelL6	1	no			
Primary_028	D3	Primary_028_D3	CG6296	CG6296		Current	DmelL7	1	no			
Primary_028	D4	Primary_028_D4	CG6297	JIL-1	JIL-1	Current	JIL-1 histone kinase JIL-1 kinase JIL-1 histone H3S10 kinase Suppressor of variegation 3-1 MSK JIL CG6297 Su-var(3)103 mAb2A Jil-1 Su(var)3-103 Su-var(3)1 JIL1 Su(var)3-1 IL-1 anon-WO0118547.379 2Ab17 Jil1	1	no			
Primary_028	D5	Primary_028_D5	CG6298	Jon74E	Jonah 74E	Current	CG6298 CT19724 SP85	1	no			
Primary_028	D6	Primary_028_D6	CG6299	CG6299		Current		1	no			
Primary_028	D7	Primary_028_D7	CG6300	CG6300		Current		1	no			
Primary_028	D8	Primary_028_D8	CG6302	l(3)01239	lethal (3) 01239	Current	P01239 l(3)j9B4 CG6302	1	no			
Primary_028	D9	Primary_028_D9	CG6303	Bruce	Bruce	Current	dbruce CG6303 bruce dBruce BRUCE dBRUCE dbruce	1	no			
Primary_028	E1	Primary_028_E1	CG6313	mask	multiple ankyrin repeats single KH domain	Current	CG31138 CG6313 CG33106 CG6268 cg6313 MASK CG18671 Mask	1.67	yes	yes	gene	defective cell-cell aggregation
Primary_028	E10	Primary_028_E10	CG6335	Aats-his	Histidyl-tRNA synthetase	Current	HRS CG6335 l(1)G0358 Harsl HisRS l(1)G0165	1	no			
Primary_028	E11	Primary_028_E11	CG6337	CG6337		Current		1	no			
Primary_028	E12	Primary_028_E12	CG6338	Ets97D	Ets at 97D	Current	tiny eggs tiny Ets like gene delg Elg tne DELG CG6338 D-Elg Delg Ets tny elg d-elg D-elg	1	no			
Primary_028	E2	Primary_028_E2	CG6315	fl(2)d	female lethal d	Current	female-lethal(2)d CG6315 v(2)k16105	1	no			
Primary_028	E3	Primary_028_E3	CG6320	Ca-beta	Ca2+-channel-protein-beta-subunit	Current	calcium channel beta subunit CG42403 Ca2+-channel-protein beta subunit Ca[2+]-channel-protein-beta-subunit Ca2+-channel-protein-beta-subunit Calcium channel beta CG33305 CG42403 DmCa1beta dmcab1 ca-beta CaBeta Ca-beta CG14922 CG6320 CG14923 CG33305	1	no			
Primary_028	E4	Primary_028_E4	CG6321	CG6321		Current		1.33	no			
Primary_028	E5	Primary_028_E5	CG6322	U4-U6-60K	U4-U6 small nuclear riboprotein factor 60K	Current	CG6322 Prp4 U4/U6-60K	1.33	no			
Primary_028	E6	Primary_028_E6	CG6323	Tsp97E	Tetraspanin 97E	Current	Dm.Tsp97E Tspan31 CG6323	1	no			
Primary_028	E7	Primary_028_E7	CG6327	CG43693		Current	CG34239 CG6327	1	no			
Primary_028	E8	Primary_028_E8	CG6330	CG6330		Current		1	no			
Primary_028	E9	Primary_028_E9	CG6331	Orct	Organic cation transporter	Current	CG6331	1	no			
Primary_028	F1	Primary_028_F1	CG6339	rad50	rad50	Current	Dmrad50 CG6339 Rad50 RAD50 6339	1	no			
Primary_028	F10	Primary_028_F10	CG6354	Rb97D	Ribonuclear protein at 97D	Current	ms(3)03445 rb97d rbf Rb97D1 Hrb97D RBP97D R16 CG6354	1	no			
Primary_028	F11	Primary_028_F11	CG6355	fab1		Current	PtdIns(3)P 5-kinase Fab1 PIKfyve PtdIns3P fab-1 l(2)SJB EG:52C10.5 CG6355	1	no			
Primary_028	F12	Primary_028_F12	CG6356	CG6356		Current		1	no			
Primary_028	F2	Primary_028_F2	CG6342	Irp-1B	Iron regulatory protein 1B	Current	cytosolic aconitase iron regulatory protein 1B cytoplasmic aconitase IRP1 IRP-1B IRP-1 C-Acon CG6342 irp1B cAcon 144037_at irp-1B cACON	1	no			
Primary_028	F3	Primary_028_F3	CG6343	ND42	NADH:ubiquinone reductase 42kD subunit precursor	Current	NADH: UBIQUINONE REDUCTASE 42 KD SUBUNIT PRECURSOR NADH ubiquinone oxidoreductase 42 kDa NADH:ubiquinone oxidoreductase 42 kDa subunit NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10 NADH:ubiquinone reductase 42 kD NADH-ubiquinone oxidoreductase subunit CG6343	1	no			
Primary_028	F4	Primary_028_F4	CG6345	CG6345		Current	149631_at	1	no			
Primary_028	F5	Primary_028_F5	CG6347	CG6347		Current		1	no			
