Plate	Well Number	Well	Characteristics [Organism]	Term Source 1 REF	Term Source 1 Accession	Characteristics [Strain]	Gene Identifier	Gene Symbol	Reagent Design Gene Annotation Build	Analysis Gene Annotation Build	Control Type	Control Comments	Channels	Replicate Group	Plate Issues
JL_120902_S24A	82	G10	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	MS1404					negative control	wild type	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120902_S24A	83	G11	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	MS1404					negative control	wild type	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120902_S24A	84	G12	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	MS1404					negative control	wild type	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120902_S24A	85	H1	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	mug98	SPBC15D4.12c	mug98					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120902_S24A	86	H2									empty well		GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120902_S24A	87	H3									empty well		GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120902_S24A	88	H4	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPBP4H10.19c	SPBP4H10.19c						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120902_S24A	89	H5	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	ctl1	SPCC1682.11c	ctl1					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120902_S24A	90	H6	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPCC777.15	SPCC777.15						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120902_S24A	91	H7	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	tea1	SPCC1223.06	tea1			positive control		GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120902_S24A	92	H8	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	ase1	SPAPB1A10.09	ase1			positive control		GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120902_S24A	93	H9	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	MS1404					negative control	wild type	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120902_S24A	94	H10	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	MS1404					negative control	wild type	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120902_S24A	95	H11	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	MS1404					negative control	wild type	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120902_S24A	96	H12									empty well		GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120902_WTu	1	A1	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	MS1404					negative control	wild type	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120902_WTu	2	A2	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	MS1404					negative control	wild type	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120902_WTu	3	A3	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	MS1404					negative control	wild type	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120902_WTu	4	A4	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	MS1404					negative control	wild type	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120902_WTu	5	A5	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	MS1404					negative control	wild type	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120902_WTu	6	A6	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	MS1404					negative control	wild type	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120902_WTu	7	A7	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	MS1404					negative control	wild type	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120902_WTu	8	A8	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	MS1404					negative control	wild type	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120902_WTu	9	A9	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	MS1404					negative control	wild type	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120902_WTu	10	A10	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	MS1404					negative control	wild type	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120902_WTu	11	A11	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	MS1404					negative control	wild type	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120902_WTu	12	A12	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	MS1404					negative control	wild type	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120902_WTu	13	B1	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	MS1404					negative control	wild type	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120902_WTu	14	B2	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	MS1404					negative control	wild type	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120902_WTu	15	B3	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	MS1404					negative control	wild type	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120902_WTu	16	B4	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	MS1404					negative control	wild type	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120902_WTu	17	B5	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	MS1404					negative control	wild type	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120902_WTu	18	B6	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	MS1404					negative control	wild type	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120902_WTu	19	B7	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	MS1404					negative control	wild type	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120902_WTu	20	B8	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	MS1404					negative control	wild type	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120902_WTu	21	B9	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	MS1404					negative control	wild type	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120902_WTu	22	B10	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	MS1404					negative control	wild type	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120902_WTu	23	B11	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	MS1404					negative control	wild type	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120902_WTu	24	B12	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	MS1404					negative control	wild type	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120902_WTu	25	C1	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	MS1404					negative control	wild type	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120902_WTu	26	C2	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	MS1404					negative control	wild type	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120902_WTu	27	C3	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	MS1404					negative control	wild type	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120902_WTu	28	C4	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	MS1404					negative control	wild type	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120902_WTu	29	C5	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	MS1404					negative control	wild type	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120902_WTu	30	C6	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	MS1404					negative control	wild type	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120902_WTu	31	C7	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	MS1404					negative control	wild type	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120902_WTu	32	C8	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	MS1404					negative control	wild type	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120902_WTu	33	C9	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	MS1404					negative control	wild type	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120902_WTu	34	C10	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	MS1404					negative control	wild type	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120902_WTu	35	C11	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	MS1404					negative control	wild type	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120902_WTu	36	C12	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	MS1404					negative control	wild type	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120902_WTu	37	D1	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	MS1404					negative control	wild type	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120902_WTu	38	D2	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	MS1404					negative control	wild type	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120902_WTu	39	D3	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	MS1404					negative control	wild type	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120902_WTu	40	D4	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	MS1404					negative control	wild type	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120902_WTu	41	D5	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	MS1404					negative control	wild type	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120902_WTu	42	D6	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	MS1404					negative control	wild type	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120902_WTu	43	D7	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	MS1404					negative control	wild type	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120902_WTu	44	D8	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	MS1404					negative control	wild type	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120902_WTu	45	D9	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	MS1404					negative control	wild type	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120902_WTu	46	D10	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	MS1404					negative control	wild type	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120902_WTu	47	D11	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	MS1404					negative control	wild type	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120902_WTu	48	D12	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	MS1404					negative control	wild type	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120902_WTu	49	E1	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	MS1404					negative control	wild type	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120902_WTu	50	E2	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	MS1404					negative control	wild type	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120902_WTu	51	E3	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	MS1404					negative control	wild type	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120902_WTu	52	E4	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	MS1404					negative control	wild type	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120902_WTu	53	E5	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	MS1404					negative control	wild type	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120902_WTu	54	E6	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	MS1404					negative control	wild type	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120902_WTu	55	E7	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	MS1404					negative control	wild type	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120902_WTu	56	E8	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	MS1404					negative control	wild type	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120902_WTu	57	E9	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	MS1404					negative control	wild type	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120902_WTu	58	E10	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	MS1404					negative control	wild type	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120902_WTu	59	E11	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	MS1404					negative control	wild type	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120902_WTu	60	E12	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	MS1404					negative control	wild type	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120902_WTu	61	F1	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	MS1404					negative control	wild type	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120902_WTu	62	F2	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	MS1404					negative control	wild type	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120902_WTu	63	F3	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	MS1404					negative control	wild type	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120902_WTu	64	F4	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	MS1404					negative control	wild type	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120902_WTu	65	F5									empty well		GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120902_WTu	66	F6									empty well		GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120902_WTu	67	F7									empty well		GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120902_WTu	68	F8									empty well		GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120902_WTu	69	F9									empty well		GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120902_WTu	70	F10	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	MS1404					negative control	wild type	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120902_WTu	71	F11	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	MS1404					negative control	wild type	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120902_WTu	72	F12	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	MS1404					negative control	wild type	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120902_WTu	73	G1									empty well		GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120902_WTu	74	G2									empty well		GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120902_WTu	75	G3									empty well		GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120902_WTu	76	G4									empty well		GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120902_WTu	77	G5									empty well		GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120902_WTu	78	G6									empty well		GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120902_WTu	79	G7									empty well		GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120902_WTu	80	G8									empty well		GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120902_WTu	81	G9									empty well		GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120902_WTu	82	G10									empty well		GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120902_WTu	83	G11									empty well		GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120902_WTu	84	G12									empty well		GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120902_WTu	85	H1									empty well		GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120902_WTu	86	H2									empty well		GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120902_WTu	87	H3									empty well		GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120902_WTu	88	H4									empty well		GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120902_WTu	89	H5									empty well		GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120902_WTu	90	H6									empty well		GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120902_WTu	91	H7									empty well		GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120902_WTu	92	H8									empty well		GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120902_WTu	93	H9									empty well		GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120902_WTu	94	H10									empty well		GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120902_WTu	95	H11									empty well		GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120902_WTu	96	H12									empty well		GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120903_S31B	1	A1	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	mal3	SPAC18G6.15	mal3			positive control		GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120903_S31B	2	A2	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	mto1	SPCC417.07c	mto1			positive control		GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120903_S31B	3	A3	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	MS1404					negative control	wild type	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120903_S31B	4	A4	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	MS1404					negative control	wild type	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120903_S31B	5	A5	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	MS1404					negative control	wild type	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120903_S31B	6	A6	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	MS1404					negative control	wild type	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120903_S31B	7	A7	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	inp2	SPBC21B10.06c	inp2					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120903_S31B	8	A8	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPAC26A3.14c	SPAC26A3.14c						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120903_S31B	9	A9	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	exg3	SPBC2D10.05	exg3					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120903_S31B	10	A10	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	est1	SPBC2D10.13	est1					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120903_S31B	11	A11	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPBC557.05	SPBC557.05						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120903_S31B	12	A12	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPBC83.11	SPBC83.11						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120903_S31B	13	B1	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	mal3	SPAC18G6.15	mal3			positive control		GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120903_S31B	14	B2	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	mto1	SPCC417.07c	mto1			positive control		GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120903_S31B	15	B3	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	MS1404					negative control	wild type	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120903_S31B	16	B4	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	MS1404					negative control	wild type	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120903_S31B	17	B5	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	MS1404					negative control	wild type	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120903_S31B	18	B6	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	MS1404					negative control	wild type	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120903_S31B	19	B7	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	tom7	SPBC27B12.10c	tom7					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120903_S31B	20	B8	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	rps1502	SPAC1071.07c	rps1502					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120903_S31B	21	B9	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	pof9	SPBC3H7.06c	pof9					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120903_S31B	22	B10	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	sst6	SPAC11H11.01	sst6					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120903_S31B	23	B11	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	dom34	SPCC18B5.06	dom34					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120903_S31B	24	B12	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	toc1	SPBP18G5.03	toc1					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120903_S31B	25	C1	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	mal3	SPAC18G6.15	mal3			positive control		GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
