Plate	Well Number	Well	Plate_Well	Characteristics [Organism]	Term Source 1 REF	Term Source 1 Accession	Characteristics [Cell Line]	Characteristics Comments	siRNA Pool Identifier	siRNA Library Name	Reagent Design Gene Annotation Build	Gene Identifier	Gene Symbol	Gene Symbol Synonyms	Gene Annotation Comments	RefSeq Locus	RefSeq GI Number	Analysis Gene Annotation Build	Control Type	Control Comments	Quality Control	Quality Control Comments	Channels	Comments
LM2_siGENOME_1B	83	D11	LM2_siGENOME_1B_D11	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-023079-01	Dharmacon siGENOME		55619	DOCK10			NM_014689	154146188				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1B	84	D12	LM2_siGENOME_1B_D12	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-026514-01	Dharmacon siGENOME		57569	ARHGAP20			NM_020809	51479147				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1B	85	D13	LM2_siGENOME_1B_D13	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-032389-00	Dharmacon siGENOME		440107	PLEKHG7	FLJ46688	Gene symbol updated by IDR curator to be consistent across plates.	NM_001004330	51972239				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1B	86	D14	LM2_siGENOME_1B_D14	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1B	87	D15	LM2_siGENOME_1B_D15	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-020318-01	Dharmacon siGENOME		55200	PLEKHG6	FLJ10665	Gene symbol updated by IDR curator to be consistent across plates.	NM_018173	141803343				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1B	88	D16	LM2_siGENOME_1B_D16	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-008426-01	Dharmacon siGENOME		23092	ARHGAP26			NM_015071	87159827				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1B	89	D17	LM2_siGENOME_1B_D17	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-014168-01	Dharmacon siGENOME		57679	ALS2			NM_020919	40316934				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1B	90	D18	LM2_siGENOME_1B_D18	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-009266-00	Dharmacon siGENOME		10928	RALBP1			NM_006788	21361362				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1B	91	D19	LM2_siGENOME_1B_D19	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-015696-01	Dharmacon siGENOME		139818	DOCK11			NM_144658	145699122				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1B	92	D20	LM2_siGENOME_1B_D20	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-009266-00	Dharmacon siGENOME		10928	RALBP1			NM_006788	21361362				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1B	93	D21	LM2_siGENOME_1B_D21	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1B	94	D22	LM2_siGENOME_1B_D22	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-009382-01	Dharmacon siGENOME		79658	ARHGAP10			NM_024605	31377700				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1B	95	D23	LM2_siGENOME_1B_D23																empty well					
LM2_siGENOME_1B	96	D24	LM2_siGENOME_1B_D24																empty well					
LM2_siGENOME_1B	97	E1	LM2_siGENOME_1B_E1																empty well					
LM2_siGENOME_1B	98	E2	LM2_siGENOME_1B_E2																empty well					
LM2_siGENOME_1B	99	E3	LM2_siGENOME_1B_E3	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-009883-01	Dharmacon siGENOME		9181	ARHGEF2			NM_004723	15011973				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1B	100	E4	LM2_siGENOME_1B_E4	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1B	101	E5	LM2_siGENOME_1B_E5	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1B	102	E6	LM2_siGENOME_1B_E6	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-005047-00	Dharmacon siGENOME		7204	TRIO			NM_007118	6005921				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1B	103	E7	LM2_siGENOME_1B_E7	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-024506-02	Dharmacon siGENOME		64283	ARHGEF28	RGNEF	Gene symbol updated by IDR curator to be consistent across plates.	NM_001080479	122937433				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1B	104	E8	LM2_siGENOME_1B_E8	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-031878-01	Dharmacon siGENOME		153478	PLEKHG4B	KIAA1909	Gene symbol updated by IDR curator to be consistent across plates.	NM_052909	148529024				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1B	105	E9	LM2_siGENOME_1B_E9	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-008370-02	Dharmacon siGENOME		128272	ARHGEF19			NM_153213	141802042				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1B	106	E10	LM2_siGENOME_1B_E10	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-010098-01	Dharmacon siGENOME		23263	MCF2L			NM_001112732	163644324				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1B	107	E11	LM2_siGENOME_1B_E11	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1B	108	E12	LM2_siGENOME_1B_E12	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-026895-01	Dharmacon siGENOME		55785	FGD6			NM_018351	154240685				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1B	109	E13	LM2_siGENOME_1B_E13	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-008365-01	Dharmacon siGENOME		6453	ITSN1			NM_001001132	47717124				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1B	110	E14	LM2_siGENOME_1B_E14	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-014602-01	Dharmacon siGENOME		80243	PREX2	DEPDC2		NM_025170	47578116				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1B	111	E15	LM2_siGENOME_1B_E15	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-005093-02	Dharmacon siGENOME		7984	ARHGEF5			NM_005435	50959190				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1B	112	E16	LM2_siGENOME_1B_E16	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-022573-01	Dharmacon siGENOME		25894	PLEKHG4			NM_015432	70912385				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1B	113	E17	LM2_siGENOME_1B_E17	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-008611-00	Dharmacon siGENOME		29	ABR			NM_001092	38679953				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1B	114	E18	LM2_siGENOME_1B_E18	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-028077-01	Dharmacon siGENOME		152273	FGD5			NM_152536	50080161				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1B	115	E19	LM2_siGENOME_1B_E19	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-013243-00	Dharmacon siGENOME		50650	ARHGEF3			NM_019555	9506400				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1B	116	E20	LM2_siGENOME_1B_E20	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-010178-03	Dharmacon siGENOME		10451	VAV3			NM_001079874	120432041				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1B	117	E21	LM2_siGENOME_1B_E21	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-009323-00	Dharmacon siGENOME		5923	RASGRF1			NM_002891	24797098				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1B	118	E22	LM2_siGENOME_1B_E22	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-010371-01	Dharmacon siGENOME		89846	FGD3			NM_033086	134133264				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1B	119	E23	LM2_siGENOME_1B_E23																empty well					
LM2_siGENOME_1B	120	E24	LM2_siGENOME_1B_E24																empty well					
LM2_siGENOME_1B	121	F1	LM2_siGENOME_1B_F1																empty well					
LM2_siGENOME_1B	122	F2	LM2_siGENOME_1B_F2																empty well					
LM2_siGENOME_1B	123	F3	LM2_siGENOME_1B_F3	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-010323-01	Dharmacon siGENOME		23075	SWAP70			NM_015055	93102363				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1B	124	F4	LM2_siGENOME_1B_F4	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-004158-02	Dharmacon siGENOME		2909	GRLF1			NM_004491	150417980				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1B	125	F5	LM2_siGENOME_1B_F5	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-017817-01	Dharmacon siGENOME		50619	DEF6			NM_022047	145312240				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1B	126	F6	LM2_siGENOME_1B_F6	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-020676-00	Dharmacon siGENOME		56848	FLJ20184			NM_017700	8923172				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1B	127	F7	LM2_siGENOME_1B_F7	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1B	128	F8	LM2_siGENOME_1B_F8	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-008650-00	Dharmacon siGENOME		29127	RACGAP1			NM_013277	21361396		positive control	"checks for transfection, gives strong multinuclear phenotype"	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1B	129	F9	LM2_siGENOME_1B_F9	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-019915-00	Dharmacon siGENOME		1794	DOCK2			NM_004946	31377467				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1B	130	F10	LM2_siGENOME_1B_F10	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-009302-00	Dharmacon siGENOME		116984	ARAP2	CENTD1	Gene symbol updated by IDR curator to be consistent across plates.	NM_015230	21264591				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1B	131	F11	LM2_siGENOME_1B_F11	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-032927-01	Dharmacon siGENOME		389337	ARHGEF37	FLJ41603	Gene symbol updated by IDR curator to be consistent across plates.	NM_001001669	83715965				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1B	132	F12	LM2_siGENOME_1B_F12	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-009546-01	Dharmacon siGENOME		23616	SH3BP1			NM_018957	85815828				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1B	133	F13	LM2_siGENOME_1B_F13	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-031950-01	Dharmacon siGENOME		57572	DOCK6			NM_020812	157426886				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1B	134	F14	LM2_siGENOME_1B_F14	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-008966-00	Dharmacon siGENOME		392	ARHGAP1			NM_004308	19923243				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1B	135	F15	LM2_siGENOME_1B_F15	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-031725-01	Dharmacon siGENOME		85440	DOCK7			NM_033407	54112428				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1B	136	F16	LM2_siGENOME_1B_F16	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1B	137	F17	LM2_siGENOME_1B_F17	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-006450-00	Dharmacon siGENOME		1894	ECT2			NM_018098	21735571		positive control	"checks for transfection, gives strong multinuclear phenotype"	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1B	138	F18	LM2_siGENOME_1B_F18	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-008335-01	Dharmacon siGENOME		55114	ARHGAP17			NM_018054	56860104				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1B	139	F19	LM2_siGENOME_1B_F19	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-027177-02	Dharmacon siGENOME		84033	OBSCN			NM_052843	58331252				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1B	140	F20	LM2_siGENOME_1B_F20	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1B	141	F21	LM2_siGENOME_1B_F21	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-015696-01	Dharmacon siGENOME		139818	DOCK11			NM_144658	145699122				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1B	142	F22	LM2_siGENOME_1B_F22	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-035016-00	Dharmacon siGENOME		89839	FAM7A2			NM_001039841	89886349				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1B	143	F23	LM2_siGENOME_1B_F23																empty well					
LM2_siGENOME_1B	144	F24	LM2_siGENOME_1B_F24																empty well					
LM2_siGENOME_1B	145	G1	LM2_siGENOME_1B_G1																empty well					
LM2_siGENOME_1B	146	G2	LM2_siGENOME_1B_G2																empty well					
LM2_siGENOME_1B	147	G3	LM2_siGENOME_1B_G3	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1B	148	G4	LM2_siGENOME_1B_G4	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-003932-02	Dharmacon siGENOME		7074	TIAM1			NM_003253	115583669				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1B	149	G5	LM2_siGENOME_1B_G5	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-009654-00	Dharmacon siGENOME		23370	ARHGEF18			NM_015318	14670376				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1B	150	G6	LM2_siGENOME_1B_G6	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-023690-01	Dharmacon siGENOME		64857	PLEKHG2			NM_022835	45237196				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1B	151	G7	LM2_siGENOME_1B_G7	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-008611-00	Dharmacon siGENOME		29	ABR			NM_001092	38679953				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1B	152	G8	LM2_siGENOME_1B_G8	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-010231-00	Dharmacon siGENOME		9459	ARHGEF6			NM_004840	22027524				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1B	153	G9	LM2_siGENOME_1B_G9	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-009751-01	Dharmacon siGENOME		9828	ARHGEF17			NM_014786	21361457				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1B	154	G10	LM2_siGENOME_1B_G10	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-009313-00	Dharmacon siGENOME		23101	MCF2L2			NM_015078	31742504				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1B	155	G11	LM2_siGENOME_1B_G11	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-003875-05	Dharmacon siGENOME		613	BCR			NM_021574	82546844				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1B	156	G12	LM2_siGENOME_1B_G12	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-026895-01	Dharmacon siGENOME		55785	FGD6			NM_018351	154240685				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1B	157	G13	LM2_siGENOME_1B_G13	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-010360-00	Dharmacon siGENOME		9826	ARHGEF11			NM_014784	38026914				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1B	158	G14	LM2_siGENOME_1B_G14	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-008431-00	Dharmacon siGENOME		221472	FGD2			NM_173558	34222232				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1B	159	G15	LM2_siGENOME_1B_G15	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-013460-01	Dharmacon siGENOME		9639	ARHGEF10			NM_014629	62568863				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1B	160	G16	LM2_siGENOME_1B_G16	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-013873-01	Dharmacon siGENOME		57449	PLEKHG5	KIAA0720	Gene symbol updated by IDR curator to be consistent across plates.	NM_020631	111154086				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1B	161	G17	LM2_siGENOME_1B_G17	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-010234-01	Dharmacon siGENOME		27237	ARHGEF16			NM_014448	163792207				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1B	162	G18	LM2_siGENOME_1B_G18	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-010371-01	Dharmacon siGENOME		89846	FGD3			NM_033086	134133264				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1B	163	G19	LM2_siGENOME_1B_G19	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-024516-01	Dharmacon siGENOME		5924	RASGRF2			NM_006909	38505169				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1B	164	G20	LM2_siGENOME_1B_G20	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-013873-01	Dharmacon siGENOME		57449	PLEKHG5	KIAA0720	Gene symbol updated by IDR curator to be consistent across plates.	NM_020631	111154086				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1B	165	G21	LM2_siGENOME_1B_G21	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-013243-00	Dharmacon siGENOME		50650	ARHGEF3			NM_019555	9506400				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1B	166	G22	LM2_siGENOME_1B_G22	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-031878-01	Dharmacon siGENOME		153478	PLEKHG4B	KIAA1909	Gene symbol updated by IDR curator to be consistent across plates.	NM_052909	148529024				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
