Replicate,Plate,Well,Gene Identifier %% url=http://www.pombase.org/spombe/result/%s,Gene Identifier Source Database,Strain Name,Gene Symbol,Control Type,Control Comments,Reproducibility of Shape Hits,Reproducibility of microtubule hits,Reproducibility of cell cycle progression hits,Visual Shape Hit,Visual Microtubule Hit,Conservation in S. cerevisiae,Conservation in Vertebrates,Conservation in H. sapiens,Phenotype 1,Ontology Term Name 1a,Term Source Accession 1a,Ontology Term Name 1b,Term Source Accession 1b,Phenotype 2,Ontology Term Name 2a,Term Source Accession 2a,Ontology Term Name 2b,Term Source Accession 2b,Phenotype 3,Ontology Term Name 3a,Term Source Accession 3a,Ontology Term Name 3b,Term Source Accession 3b,Phenotype 4,Ontology Term Name 4a,Term Source Accession 4a,Ontology Term Name 4b,Term Source Accession 4b,Phenotype 5,Ontology Term Name 5a,Term Source Accession 5a,Ontology Term Name 5b,Term Source Accession 5b,Phenotype 6,Ontology Term Name 6a,Term Source Accession 6a,Ontology Term Name 6b,Term Source Accession 6b,Phenotype 7,Ontology Term Name 7a,Term Source Accession 7a,Ontology Term Name 7b,Term Source Accession 7b
1,X_110406_S17,A10,SPCC1672.03c,Pombase,SPCC1672.03c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S17,A11,SPCC31H12.05c,Pombase,sds21,sds21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S17,A12,SPCC794.01c,Pombase,zwf2,zwf2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S17,A2,SPAC23C11.04c,Pombase,pnk1,pnk1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S17,A3,SPAC29A4.20,Pombase,elp3,elp3,,,10/10,8/8,,,,yes,yes,yes,long cytoplasmic microtubules,elongated cytoplasmic microtubules,CMPO_0000370,,,viable vegetative cell with abnormal cell shape,abnormal cell shape,CMPO_0000116,,,abnormal microtubule cytoskeleton morphology during mitotic interphase,abnormal,PATO_0000460,microtubule cytoskeleton morphology during mitotic interphase,CMPO_0000369,,,,,,,,,,,,,,,,,,,,
1,X_110406_S17,A4,SPAC3F10.05c,Pombase,mug113,mug113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S17,A5,SPAC6G10.12c,Pombase,ace2,ace2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S17,A6,SPBC11B10.05c,Pombase,rsp1,rsp1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S17,A7,SPBC1711.09c,Pombase,SPBC1711.09c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S17,A8,SPBC36B7.02,Pombase,SPBC36B7.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S17,A9,SPBC651.05c,Pombase,dot2,dot2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S17,B1,SPAC1952.11c,Pombase,ure2,ure2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S17,B10,SPCC1672.06c,Pombase,asp1,asp1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S17,B11,SPCC31H12.08c,Pombase,ccr4,ccr4,,,6/7,,,,,yes,yes,yes,viable vegetative cell with abnormal cell shape,abnormal cell shape,CMPO_0000116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S17,B12,SPCC965.05c,Pombase,thp1,thp1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S17,B2,SPAC23D3.12,Pombase,SPAC23D3.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S17,B3,SPAC2C4.15c,Pombase,ubx2,ubx2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S17,B4,SPAC3G6.03c,Pombase,SPAC3G6.03c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S17,B5,,,DarkMal3,,technical control,dark control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S17,B6,SPBC1347.09,Pombase,SPBC1347.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S17,B7,SPBC1773.06c,Pombase,adh8,adh8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S17,B8,SPBC3B8.05,Pombase,SPBC3B8.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S17,B9,SPBC660.07,Pombase,ntp1,ntp1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S17,C1,SPAC19E9.01c,Pombase,nup40,nup40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S17,C10,SPCC16A11.01,Pombase,SPCC16A11.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S17,C11,SPCC4G3.15c,Pombase,not2,not2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S17,C12,SPAC16E8.06c,Pombase,nop12,nop12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S17,C2,SPAC23H4.08,Pombase,iwr1,iwr1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S17,C3,SPAC2E12.03c,Pombase,SPAC2E12.03c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S17,C4,SPAC3G6.06c,Pombase,rad2,rad2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S17,C5,SPAC8C9.04,Pombase,SPAC8C9.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S17,C6,SPBC14C8.03,Pombase,fma2,fma2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S17,C7,SPBC18E5.07,Pombase,SPBC18E5.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S17,C8,SPBC3B9.09,Pombase,vps36,vps36,,,9/14,6/14,,,,yes,yes,yes,viable vegetative cell with abnormal cell shape,abnormal cell shape,CMPO_0000116,,,abnormal microtubule cytoskeleton morphology during mitotic interphase,abnormal,PATO_0000460,microtubule cytoskeleton morphology during mitotic interphase,CMPO_0000369,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S17,C9,SPBC691.04,Pombase,SPBC691.04,,,,,5/8,,,,yes,yes,,abnormal microtubule cytoskeleton morphology during mitotic interphase,abnormal,PATO_0000460,microtubule cytoskeleton morphology during mitotic interphase,CMPO_0000369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S17,D1,SPAC1A6.09c,Pombase,lag1,lag1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S17,D10,SPCC18B5.05c,Pombase,SPCC18B5.05c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S17,D11,SPCC613.06,Pombase,rpl902,rpl902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S17,D12,SPAC9E9.10c,Pombase,cbh1,cbh1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S17,D2,SPAC24C9.15c,Pombase,spn5,spn5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S17,D3,SPAC2F3.05c,Pombase,SPAC2F3.05c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S17,D4,SPAC3H1.11,Pombase,hsr1,hsr1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S17,D5,SPAC8E11.10,Pombase,SPAC8E11.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S17,D6,SPBC14C8.05c,Pombase,meu17,meu17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S17,D7,SPBC29B5.04c,Pombase,SPBC29B5.04c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S17,D8,SPBC405.03c,Pombase,SPBC405.03c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S17,D9,SPBC9B6.11c,Pombase,SPBC9B6.11c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S17,E1,SPAC1D4.01,Pombase,SPAC1D4.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S17,E10,SPCC23B6.01c,Pombase,SPCC23B6.01c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S17,E11,SPCC63.14,Pombase,SPCC63.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S17,E12,SPACUNK4.12c,Pombase,iph1,iph1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S17,E2,SPAC24H6.10c,Pombase,SPAC24H6.10c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S17,E3,SPAC2G11.07c,Pombase,ptc3,ptc3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S17,E4,SPAC3H8.02,Pombase,SPAC3H8.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S17,E5,SPAC977.11,Pombase,SPAC977.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S17,E6,SPBC14F5.03c,Pombase,kap123,kap123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S17,E7,SPBC2D10.17,Pombase,clr1,clr1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S17,E8,SPBC409.11,Pombase,meu18,meu18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S17,E9,SPBP22H7.04,Pombase,SPBP22H7.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S17,F1,SPAC1F5.10,Pombase,SPAC1F5.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S17,F10,SPCC24B10.20,Pombase,SPCC24B10.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S17,F11,SPCC663.08c,Pombase,SPCC663.08c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S17,F12,SPAC11D3.10,Pombase,SPAC11D3.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S17,F2,SPAC25B8.17,Pombase,SPAC25B8.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S17,F3,SPAC30D11.09,Pombase,cwf19,cwf19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S17,F4,SPAC458.04c,Pombase,dli1,dli1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S17,F5,SPAC9E9.05,Pombase,SPAC9E9.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S17,F6,SPBC16A3.03c,Pombase,ppr7,ppr7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S17,F7,SPBC30D10.13c,Pombase,pdb1,pdb1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S17,F8,SPBC428.03c,Pombase,pho4,pho4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S17,F9,SPBP26C9.02c,Pombase,car1,car1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S17,G1,SPAC227.07c,Pombase,pab1,pab1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S17,G10,SPCC306.08c,Pombase,SPCC306.08c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S17,G11,SPCC737.07c,Pombase,SPCC737.07c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S17,G12,SPAC212.04c,Pombase,SPAC212.04c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S17,G2,SPAC25H1.04,Pombase,mug105,mug105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S17,G3,SPAC31G5.12c,Pombase,maf1,maf1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S17,G4,SPAC688.06c,Pombase,slx4,slx4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S17,G5,SPAPB24D3.07c,Pombase,SPAPB24D3.07c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S17,G6,SPBC16E9.12c,Pombase,pab2,pab2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S17,G7,SPBC32F12.05c,Pombase,cwf12,cwf12,,,4/10,,,,,yes,yes,yes,viable vegetative cell with abnormal cell shape,abnormal cell shape,CMPO_0000116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S17,G8,SPBC428.11,Pombase,met17,met17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S17,G9,SPCC1223.04c,Pombase,set11,set11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S17,H1,SPAC22H12.01c,Pombase,mug35,mug35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S17,H10,SPCC306.11,Pombase,SPCC306.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S17,H11,SPCC757.07c,Pombase,ctt1,ctt1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S17,H12,,,empty,,empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S17,H2,SPAC18G6.15,Pombase,mal3,mal3,negative control,negative control (mal3),,7/7,5/9,,,yes,,,PAA increased,not available yet,not available yet,,,short cytoplasmic microtubules,shortened cytoplasmic microtubules,CMPO_0000371,,,abnormal microtubule cytoskeleton morphology during mitotic interphase,abnormal,PATO_0000460,microtubule cytoskeleton morphology during mitotic interphase,CMPO_0000369,IP reduced,fewer cells with interphase microtubule arrays,CMPO_0000388,,,,,,,,,,,,,,,,,
1,X_110406_S17,H3,,,MS1404,,positive control,positive control (wild-type),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S17,H4,SPAC688.11,Pombase,end4,end4,,,4/4,,,,yes,,yes,,viable stubby vegetative cell,stubby cell,CMPO_0000367,,,viable vegetative cell with abnormal cell shape,abnormal cell shape,CMPO_0000116,,,viable pear-shaped vegetative cell,pear-shaped cell,CMPO_0000366,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S17,H5,SPBC11B10.02c,Pombase,his3,his3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S17,H6,SPBC16E9.17c,Pombase,rem1,rem1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S17,H7,SPBC365.08c,Pombase,SPBC365.08c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S17,H8,SPBC530.14c,Pombase,dsk1,dsk1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S17,H9,SPCC1450.16c,Pombase,ptl1,ptl1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S18,A1,SPAC1F8.06,Pombase,fta5,fta5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S18,A10,SPBC646.02,Pombase,cwf11,cwf11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S18,A11,SPCC61.03,Pombase,SPCC61.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S18,A12,SPAC13F5.03c,Pombase,gld1,gld1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S18,A2,SPAC57A7.08,Pombase,pzh1,pzh1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S18,A3,SPAC3H1.07,Pombase,aru1,aru1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S18,A4,SPBC36B7.05c,Pombase,SPBC36B7.05c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S18,A5,SPCC1393.09c,Pombase,SPCC1393.09c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S18,A6,SPAC323.05c,Pombase,SPAC323.05c,,,,3/8,,,,,yes,yes,,viable vegetative cell with abnormal cell shape,abnormal cell shape,CMPO_0000116,,,viable pear-shaped vegetative cell,pear-shaped cell,CMPO_0000366,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S18,A7,SPBC4F6.16c,Pombase,ero11,ero11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S18,A8,SPAC227.01c,Pombase,erd1,erd1,,,12/12,11/11,,yes,,yes,yes,,long cytoplasmic microtubules,elongated cytoplasmic microtubules,CMPO_0000370,,,viable elongated vegetative cell,elongated cell,CMPO_0000077,,,viable vegetative cell with abnormal cell shape,abnormal cell shape,CMPO_0000116,,,microtubule bundles present in greater numbers,increased number of microtubule bundles,CMPO_0000372,,,abnormal microtubule cytoskeleton morphology during mitotic interphase,abnormal,PATO_0000460,microtubule cytoskeleton morphology during mitotic interphase,CMPO_0000369,,,,,,,,,,
1,X_110406_S18,A9,SPAP8A3.03,Pombase,SPAP8A3.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S18,B1,SPAC637.10c,Pombase,rpn10,rpn10,,,4/9,3/7,,yes,,yes,yes,yes,viable stubby vegetative cell,stubby cell,CMPO_0000367,,,viable vegetative cell with abnormal cell shape,abnormal cell shape,CMPO_0000116,,,abnormal microtubule cytoskeleton morphology during mitotic interphase,abnormal,PATO_0000460,microtubule cytoskeleton morphology during mitotic interphase,CMPO_0000369,,,,,,,,,,,,,,,,,,,,
1,X_110406_S18,B10,SPBC6B1.05c,Pombase,atg7,atg7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S18,B11,SPCC162.11c,Pombase,SPCC162.11c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S18,B12,SPAC14C4.12c,Pombase,laf1,laf1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S18,B2,SPBC16A3.01,Pombase,spn3,spn3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S18,B3,SPAC750.06c,Pombase,SPAC750.06c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S18,B4,SPBC405.04c,Pombase,ypt7,ypt7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S18,B5,SPCC18B5.10c,Pombase,SPCC18B5.10c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S18,B6,,,DarkMal3,,technical control,dark control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S18,B7,SPAC17A2.02c,Pombase,SPAC17A2.02c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S18,B8,SPAC23H3.12c,Pombase,SPAC23H3.12c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S18,B9,SPBC1539.03c,Pombase,SPBC1539.03c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S18,C1,SPAC922.06,Pombase,SPAC922.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S18,C10,SPBC947.06c,Pombase,SPBC947.06c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S18,C11,SPAC20G4.07c,Pombase,sts1,sts1,,,,3/6,,,,yes,,,abnormal microtubule cytoskeleton morphology during mitotic interphase,abnormal,PATO_0000460,microtubule cytoskeleton morphology during mitotic interphase,CMPO_0000369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S18,C12,SPAC15A10.05c,Pombase,mug182,mug182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S18,C2,SPCC1682.12c,Pombase,ubp16,ubp16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S18,C3,SPBC1289.09,Pombase,tim21,tim21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S18,C4,SPBC418.01c,Pombase,his4,his4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S18,C5,SPAC23H3.11c,Pombase,SPAC23H3.11c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S18,C6,SPAC3C7.05c,Pombase,mug191,mug191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S18,C7,SPAC664.07c,Pombase,rad9,rad9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S18,C8,SPAC27E2.07,Pombase,pvg2,pvg2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S18,C9,SPBC16C6.01c,Pombase,SPBC16C6.01c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S18,D1,SPBC21D10.12,Pombase,hob1,hob1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S18,D10,SPCC1393.02c,Pombase,spt2,spt2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S18,D11,SPAC7D4.04,Pombase,atg11,atg11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S18,D12,SPAC15A10.09c,Pombase,pun1,pun1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S18,D2,SPAC227.18,Pombase,lys3,lys3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S18,D3,SPBC1289.14,Pombase,SPBC1289.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S18,D4,SPBC4C3.08,Pombase,mug136,mug136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S18,D5,SPAC11E3.08c,Pombase,nse6,nse6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S18,D6,SPBC1D7.03,Pombase,mug80,mug80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S18,D7,SPBC6B1.06c,Pombase,ubp14,ubp14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S18,D8,SPAC2E1P3.02c,Pombase,amt3,amt3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S18,D9,SPBC29A3.02c,Pombase,his7,his7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S18,E1,SPCC1739.08c,Pombase,SPCC1739.08c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S18,E10,SPCC1494.09c,Pombase,tfb6,tfb6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S18,E11,SPCC364.05,Pombase,vps3,vps3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S18,E12,SPAC167.04,Pombase,pam17,pam17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S18,E2,SPAC343.10,Pombase,met11,met11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110406_S18,E3,SPBC18E5.13,Pombase,SPBC18E5.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
