Plate,Well Number,Well,Gene Identifier %% url=http://www.ensembl.org/id/%s,Gene Symbol,Gene Symbol Alias,Description,Control Type,Control Comments,Quality Control,Quality Control Comments,Comments,Experimental Condition[genotype],Changed in allR,Observation,Phenotype
pro-smt3allR_plate3,22,A22,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate3,23,A23,YHR061C,GIC1,,"Protein of unknown function involved in initiation of budding and cellular polarization, interacts with Cdc42p via the Cdc42/Rac-interactive binding (CRIB) domain",,,,,,pro-smt3allR,no,,
pro-smt3allR_plate3,24,A24,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate3,25,B1,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate3,26,B2,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate3,27,B3,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate3,28,B4,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate3,29,B5,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate3,30,B6,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate3,31,B7,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate3,32,B8,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate3,33,B9,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate3,34,B10,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate3,35,B11,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate3,36,B12,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate3,37,B13,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate3,38,B14,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate3,39,B15,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate3,40,B16,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate3,41,B17,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate3,42,B18,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate3,43,B19,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate3,44,B20,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate3,45,B21,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate3,46,B22,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate3,47,B23,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate3,48,B24,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate3,49,C1,YMR267W,PPA2,IPP2,"Mitochondrial inorganic pyrophosphatase, required for mitochondrial function and possibly involved in energy generation from inorganic pyrophosphate",,,,,,pro-smt3allR,no,few cells,
pro-smt3allR_plate3,50,C2,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate3,51,C3,YJL145W,SFH5,,"Non-classical phosphatidylinositol transfer protein (PITP); exhibits PI- but not PC-transfer activity; localizes to the peripheral endoplasmic reticulum, cytosol and microsomes; similar to Sec14p",,,,,,pro-smt3allR,no,,
pro-smt3allR_plate3,52,C4,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate3,53,C5,YGR044C,RME1,CSP1,Zinc finger protein involved in control of meiosis; prevents meiosis by repressing IME1 expression and promotes mitosis by activating CLN2 expression; directly repressed by a1-alpha2 regulator; mediates cell type control of sporulation,,,,,,pro-smt3allR,no,,
pro-smt3allR_plate3,54,C6,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate3,55,C7,YGL162W,SUT1,,Transcription factor of the Zn[II]2Cys6 family involved in sterol uptake; involved in induction of hypoxic gene expression,,,,,,pro-smt3allR,no,,
pro-smt3allR_plate3,56,C8,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate3,57,C9,YMR055C,BUB2,PAC7,"Mitotic exit network regulator, forms GTPase-activating Bfa1p-Bub2p complex that binds Tem1p and spindle pole bodies, blocks cell cycle progression before anaphase in response to spindle and kinetochore damage",,,,,,pro-smt3allR,no,,
pro-smt3allR_plate3,58,C10,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate3,59,C11,YNL312W,RFA2,RPA2|BUF1,"Subunit of heterotrimeric Replication Protein A (RPA), which is a highly conserved single-stranded DNA binding protein involved in DNA replication, repair, and recombination",,,,,,pro-smt3allR,no,no foci,
pro-smt3allR_plate3,60,C12,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate3,61,C13,YDR288W,NSE3,,Essential subunit of the Mms21-Smc5-Smc6 complex; protein of unknown function; required for DNA repair and growth,,,,,,pro-smt3allR,no,very few cells,
pro-smt3allR_plate3,62,C14,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate3,63,C15,YDR184C,ATC1,LIC4,"Nuclear protein, possibly involved in regulation of cation stress responses and/or in the establishment of bipolar budding pattern",,,,,,pro-smt3allR,yes,more nuclear,the smt3allR GFP signal seems more nuclear than WT
pro-smt3allR_plate3,64,C16,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate3,65,C17,YDR429C,TIF35,,"eIF3g subunit of the core complex of translation initiation factor 3 (eIF3), which is essential for translation",,,,,,pro-smt3allR,no,very few cells,
pro-smt3allR_plate3,66,C18,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate3,67,C19,YIL034C,CAP2,,Beta subunit of the capping protein (CP) heterodimer (Cap1p and Cap2p) which binds to the barbed ends of actin filaments preventing further polymerization; localized predominantly to cortical actin patches,,,,,,pro-smt3allR,no,,
pro-smt3allR_plate3,68,C20,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate3,69,C21,YFR027W,ECO1,CTF7,Acetytransferase required for sister chromatid cohesion; modifies Smc3p at DNA replication forks during S-phase; modifies Mcd1p in response to double-strand DNA breaks during G2/M; mutations in human homolog ESCO2 cause Roberts syndrome,,,,,,pro-smt3allR,no,,
pro-smt3allR_plate3,70,C22,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate3,71,C23,YLR003C,CMS1,,Subunit of U3-containing 90S preribosome processome complex involved in production of 18S rRNA and assembly of small ribosomal subunit; overexpression rescues supressor mutant of mcm10; null mutant is viable,,,,,,pro-smt3allR,yes,more nuclear,the smt3allR GFP signal seems more nuclear than WT
pro-smt3allR_plate3,72,C24,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate3,73,D1,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate3,74,D2,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate3,75,D3,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate3,76,D4,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate3,77,D5,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate3,78,D6,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate3,79,D7,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate3,80,D8,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate3,81,D9,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate3,82,D10,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate3,83,D11,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate3,84,D12,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate3,85,D13,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate3,86,D14,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate3,87,D15,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate3,88,D16,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate3,89,D17,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate3,90,D18,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate3,91,D19,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate3,92,D20,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate3,93,D21,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate3,94,D22,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate3,95,D23,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate3,96,D24,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate3,97,E1,YDR450W,RPS18A,S18A,Protein component of the small (40S) ribosomal subunit; nearly identical to Rps18Bp and has similarity to E. coli S13 and rat S18 ribosomal proteins,,,,,,pro-smt3allR,no,,
pro-smt3allR_plate3,98,E2,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate3,99,E3,YDR384C,ATO3,,"Plasma membrane protein, regulation pattern suggests a possible role in export of ammonia from the cell; phosphorylated in mitochondria; member of the TC 9.B.33 YaaH family of putative transporters",,,,,,pro-smt3allR,no,,
pro-smt3allR_plate3,100,E4,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate3,101,E5,YDR130C,FIN1,,Spindle pole body-related intermediate filament protein; forms cell cycle-specific filaments between spindle pole bodies in mother and daughter cells; localization cell-cycle dependent; involved in Glc7p localization and regulation,,,,,,pro-smt3allR,no,,
pro-smt3allR_plate3,102,E6,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate3,103,E7,YDL129W,YDL129W,,Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and the nucleus; YDL129W is not an essential gene,,,,,,pro-smt3allR,no,,
pro-smt3allR_plate3,104,E8,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate3,105,E9,YLR136C,TIS11,CTH2,mRNA-binding protein expressed during iron starvation; binds to a sequence element in the 3'-untranslated regions of specific mRNAs to mediate their degradation; involved in iron homeostasis,,,,,,pro-smt3allR,no,,
pro-smt3allR_plate3,106,E10,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate3,107,E11,YGR239C,PEX21,,Peroxin required for targeting of peroxisomal matrix proteins containing PTS2; interacts with Pex7p; partially redundant with Pex18p,,,,,,pro-smt3allR,yes,odd shaped cells,the smt3allR mutant population contains odd shaped cells
pro-smt3allR_plate3,108,E12,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate3,109,E13,YBR088C,Pol30,,,,,,,,pro-smt3allR,no,very few cells,
pro-smt3allR_plate3,110,E14,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate3,111,E15,YKL007W,CAP1,,Alpha subunit of the capping protein (CP) heterodimer (Cap1p and Cap2p) which binds to the barbed ends of actin filaments preventing further polymerization; localized predominantly to cortical actin patches,,,,,,pro-smt3allR,no,,
pro-smt3allR_plate3,112,E16,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate3,113,E17,YIL148W,RPL40A,L40A|UB11|UBI1|CEP52A,"Fusion protein, identical to Rpl40Bp, that is cleaved to yield ubiquitin and a ribosomal protein of the large (60S) ribosomal subunit with similarity to rat L40; ubiquitin may facilitate assembly of the ribosomal protein into ribosomes",,,,,,pro-smt3allR,yes,more nuclear,the smt3allR GFP signal seems more nuclear than WT
pro-smt3allR_plate3,114,E18,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate3,115,E19,YER177W,BMH1,,"14-3-3 protein, major isoform; controls proteome at post-transcriptional level, binds proteins and DNA, involved in regulation of many processes including exocytosis, vesicle transport, Ras/MAPK signaling, and rapamycin-sensitive signaling",,,,,,pro-smt3allR,no,,
pro-smt3allR_plate3,116,E20,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate3,117,E21,YDR099W,BMH2,SCD3,"14-3-3 protein, minor isoform; controls proteome at post-transcriptional level, binds proteins and DNA, involved in regulation of many processes including exocytosis, vesicle transport, Ras/MAPK signaling, and rapamycin-sensitive signaling",,,,,,pro-smt3allR,no,,
pro-smt3allR_plate3,118,E22,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate3,119,E23,,,,,,,,,no annotation available,,,,
pro-smt3allR_plate3,120,E24,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate3,121,F1,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate3,122,F2,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate3,123,F3,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate3,124,F4,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate3,125,F5,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate3,126,F6,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate3,127,F7,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate3,128,F8,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate3,129,F9,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate3,130,F10,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate3,131,F11,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate3,132,F12,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate3,133,F13,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate3,134,F14,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate3,135,F15,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate3,136,F16,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate3,137,F17,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate3,138,F18,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate3,139,F19,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate3,140,F20,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate3,141,F21,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate3,142,F22,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate3,143,F23,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate3,144,F24,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate3,145,G1,YGR042W,YGR042W,,Putative protein of unknown function; involved in maintenance of proper telomere length; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and the nucleus,,,,,,pro-smt3allR,yes,some nuclear foci,the smt3allR mutant population display nuclear foci
pro-smt3allR_plate3,146,G2,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate3,147,G3,YER116C,SLX8,,Subunit of the Slx5-Slx8 SUMO-targeted ubiquitin ligase (STUbL) complex; stimulated by prior attachment of SUMO to the substrate; contains a C-terminal RING domain,,,,,,pro-smt3allR,no,few cells,
pro-smt3allR_plate3,148,G4,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate3,149,G5,,,,,,,,,no annotation available,,,,
pro-smt3allR_plate3,150,G6,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate3,151,G7,YLR126C,YLR126C,,Putative protein of unknown function with similarity to glutamine amidotransferase proteins; has Aft1p-binding motif in the promoter; may be involved in copper and iron homeostasis; YLR126C is not an essential protein,,,,,,pro-smt3allR,yes,some foci,the smt3allR mutant displays GFP foci not detected in WT cells
pro-smt3allR_plate3,152,G8,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate3,153,G9,YLR376C,PSY3,,"Protein involved in a Rad51p-, Rad54p-dependent pathway for homologous recombination repair; deletion results in a mutator phenotype; deletion increases sensitivity to anticancer drugs oxaliplatin and cisplatin but not mitomycin C",,,,,,pro-smt3allR,no,,
