Plate	Well Number	Well	Experimental Condition [cell line]	"Cell Type/Genetic Subtype (Neve et al., Cancer Cell 2006)"	Experimental Condition [media]	Experimental Condition [compound]	Experimental Condition [dose]	Experimental Condition[time]	Control Type	Control Comment	Comments
22_lines_TNF_1h_200145914	82	D10	ZR75.1	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	83	D11	CAMA1	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	84	D12	BT474	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	85	D13	MDA-MB-231	Basal B breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	86	D14	SKBR3	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	87	D15	JIMT1	Breast cancer (unknown genetic subtype)	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	88	D16	MCF7	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	89	D17	MDA-MB-453	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	90	D18	HCC1954	Basal A breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	91	D19	HCC70	Basal A breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	92	D20	SUM149	Basal B breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	93	D21	SUM159	Basal B breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	94	D22	MCF10A	Basal B non-tumor	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	95	D23	MCF12A	Basal B non-tumor	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	96	D24							empty well		no images
22_lines_TNF_1h_200145914	97	E1							empty well		no images
22_lines_TNF_1h_200145914	98	E2	HeLa	cervical carcinoma	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	99	E3	Hep3B	hepatoma	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	100	E4	AG1573	primary fibroblast	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	101	E5	HS578T	Basal B breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	102	E6	T47D	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	103	E7	MDA-MB-157	Basal B breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	104	E8	HCC1143	Basal A breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	105	E9	AU565	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	106	E10	ZR75.1	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	107	E11	CAMA1	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	108	E12	BT474	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	109	E13	MDA-MB-231	Basal B breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	110	E14	SKBR3	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	111	E15	JIMT1	Breast cancer (unknown genetic subtype)	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	112	E16	MCF7	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	113	E17	MDA-MB-453	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	114	E18	HCC1954	Basal A breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	115	E19	HCC70	Basal A breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	116	E20	SUM149	Basal B breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	117	E21	SUM159	Basal B breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	118	E22	MCF10A	Basal B non-tumor	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	119	E23	MCF12A	Basal B non-tumor	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	120	E24							empty well		no images
22_lines_TNF_1h_200145914	121	F1							empty well		no images
22_lines_TNF_1h_200145914	122	F2	HeLa	cervical carcinoma	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	123	F3	Hep3B	hepatoma	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	124	F4	AG1573	primary fibroblast	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	125	F5	HS578T	Basal B breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	126	F6	T47D	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	127	F7	MDA-MB-157	Basal B breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	128	F8	HCC1143	Basal A breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	129	F9	AU565	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	130	F10	ZR75.1	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	131	F11	CAMA1	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	132	F12	BT474	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	133	F13	MDA-MB-231	Basal B breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	134	F14	SKBR3	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	135	F15	JIMT1	Breast cancer (unknown genetic subtype)	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	136	F16	MCF7	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	137	F17	MDA-MB-453	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	138	F18	HCC1954	Basal A breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	139	F19	HCC70	Basal A breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	140	F20	SUM149	Basal B breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	141	F21	SUM159	Basal B breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	142	F22	MCF10A	Basal B non-tumor	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	143	F23	MCF12A	Basal B non-tumor	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	144	F24							empty well		no images
22_lines_TNF_1h_200145914	145	G1							empty well		no images
22_lines_TNF_1h_200145914	146	G2	HeLa	cervical carcinoma	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	147	G3	Hep3B	hepatoma	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	148	G4	AG1573	primary fibroblast	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	149	G5	HS578T	Basal B breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	150	G6	T47D	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	151	G7	MDA-MB-157	Basal B breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	152	G8	HCC1143	Basal A breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	153	G9	AU565	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	154	G10	ZR75.1	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	155	G11	CAMA1	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	156	G12	BT474	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	157	G13	MDA-MB-231	Basal B breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	158	G14	SKBR3	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	159	G15	JIMT1	Breast cancer (unknown genetic subtype)	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	160	G16	MCF7	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	161	G17	MDA-MB-453	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	162	G18	HCC1954	Basal A breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	163	G19	HCC70	Basal A breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	164	G20	SUM149	Basal B breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	165	G21	SUM159	Basal B breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	166	G22	MCF10A	Basal B non-tumor	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	167	G23	MCF12A	Basal B non-tumor	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	168	G24							empty well		no images
22_lines_TNF_1h_200145914	169	H1							empty well		no images
22_lines_TNF_1h_200145914	170	H2	HeLa	cervical carcinoma	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	171	H3	Hep3B	hepatoma	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	172	H4	AG1573	primary fibroblast	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	173	H5	HS578T	Basal B breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	174	H6	T47D	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	175	H7	MDA-MB-157	Basal B breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	176	H8	HCC1143	Basal A breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	177	H9	AU565	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	178	H10	ZR75.1	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	179	H11	CAMA1	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	180	H12	BT474	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	181	H13	MDA-MB-231	Basal B breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	182	H14	SKBR3	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	183	H15	JIMT1	Breast cancer (unknown genetic subtype)	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	184	H16	MCF7	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	185	H17	MDA-MB-453	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	186	H18	HCC1954	Basal A breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	187	H19	HCC70	Basal A breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	188	H20	SUM149	Basal B breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	189	H21	SUM159	Basal B breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	190	H22	MCF10A	Basal B non-tumor	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	191	H23	MCF12A	Basal B non-tumor	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	192	H24							empty well		no images
22_lines_TNF_1h_200145914	193	I1							empty well		no images
22_lines_TNF_1h_200145914	194	I2	HeLa	cervical carcinoma	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	195	I3	Hep3B	hepatoma	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	196	I4	AG1573	primary fibroblast	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	197	I5	HS578T	Basal B breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	198	I6	T47D	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	199	I7	MDA-MB-157	Basal B breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	200	I8	HCC1143	Basal A breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	201	I9	AU565	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	202	I10	ZR75.1	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	203	I11	CAMA1	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	204	I12	BT474	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	205	I13	MDA-MB-231	Basal B breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	206	I14	SKBR3	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	207	I15	JIMT1	Breast cancer (unknown genetic subtype)	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	208	I16	MCF7	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	209	I17	MDA-MB-453	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	210	I18	HCC1954	Basal A breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	211	I19	HCC70	Basal A breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	212	I20	SUM149	Basal B breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	213	I21	SUM159	Basal B breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	214	I22	MCF10A	Basal B non-tumor	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	215	I23	MCF12A	Basal B non-tumor	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	216	I24							empty well		no images
22_lines_TNF_1h_200145914	217	J1							empty well		no images
22_lines_TNF_1h_200145914	218	J2	HeLa	cervical carcinoma	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	219	J3	Hep3B	hepatoma	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	220	J4	AG1573	primary fibroblast	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	221	J5	HS578T	Basal B breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	222	J6	T47D	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	223	J7	MDA-MB-157	Basal B breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	224	J8	HCC1143	Basal A breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	225	J9	AU565	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	226	J10	ZR75.1	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	227	J11	CAMA1	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	228	J12	BT474	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	229	J13	MDA-MB-231	Basal B breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	230	J14	SKBR3	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	231	J15	JIMT1	Breast cancer (unknown genetic subtype)	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	232	J16	MCF7	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	233	J17	MDA-MB-453	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	234	J18	HCC1954	Basal A breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	235	J19	HCC70	Basal A breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	236	J20	SUM149	Basal B breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	237	J21	SUM159	Basal B breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	238	J22	MCF10A	Basal B non-tumor	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	239	J23	MCF12A	Basal B non-tumor	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	240	J24							empty well		no images
22_lines_TNF_1h_200145914	241	K1							empty well		no images
22_lines_TNF_1h_200145914	242	K2	HeLa	cervical carcinoma	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	243	K3	Hep3B	hepatoma	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	244	K4	AG1573	primary fibroblast	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	245	K5	HS578T	Basal B breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	246	K6	T47D	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	247	K7	MDA-MB-157	Basal B breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	248	K8	HCC1143	Basal A breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	249	K9	AU565	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	250	K10	ZR75.1	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	251	K11	CAMA1	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	252	K12	BT474	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	253	K13	MDA-MB-231	Basal B breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	254	K14	SKBR3	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	255	K15	JIMT1	Breast cancer (unknown genetic subtype)	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	256	K16	MCF7	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	257	K17	MDA-MB-453	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	258	K18	HCC1954	Basal A breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	259	K19	HCC70	Basal A breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
22_lines_TNF_1h_200145914	260	K20	SUM149	Basal B breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	1 hour			
