Plate	Well	Plate_Well	siRNA Identifier	siRNA Pool Name	Gene Identifier	Ensembl 56 Gene Symbol	Final Well Hit Status Actinome 1	Final Well Hit status Actinome 2	Overall Hit Gene Consensus	Has phenotypes	Phenotype 1	Term Source Accession 1	Ontology Term Name 1	Phenotype 2	Term Source Accession 2	Ontology Term Name 2	Phenotype 3	Term Source Accession 3	Ontology Term Name 3	Phenotype 4	Term Source Accession 4	Ontology Term Name 4	Phenotype 5	Term Source Accession 5	Ontology Term Name 5	Phenotype 6	Term Source Accession 6	Ontology Term Name 6	Phenotype 7	Term Source Accession 7	Ontology Term Name 7	Phenotype 8	Term Source Accession 8	Ontology Term Name 8	Phenotype 9	Term Source Accession 9	Ontology Term Name 9	Phenotype 10	Term Source Accession 10	Ontology Term Name 10	Phenotype 11	Term Source Accession 11	Ontology Term Name 11	Phenotype 12	Term Source Accession 12	Ontology Term Name 12	Phenotype 13	Term Source Accession 13	Ontology Term Name 13	Phenotype 14	Term Source Accession 14	Ontology Term Name 14	Phenotype 15	Term Source Accession 15	Ontology Term Name 15	Phenotype 16	Term Source Accession 16	Ontology Term Name 16	Phenotype 17	Term Source Accession 17	Ontology Term Name 17	Phenotype 18	Term Source Accession 18	Ontology Term Name 18	Phenotype 19	Term Source Accession 19	Ontology Term Name 19	Phenotype 20	Term Source Accession 20	Ontology Term Name 20	Phenotype 21	Term Source Accession 21	Ontology Term Name 21	Phenotype 22	Term Source Accession 22	Ontology Term Name 22	Phenotype 23	Term Source Accession 23	Ontology Term Name 23	Phenotype 24	Term Source Accession 24	Ontology Term Name 24	Phenotype 25	Term Source Accession 25	Ontology Term Name 25	Phenotype 26	Term Source Accession 26	Ontology Term Name 26	Phenotype 27	Term Source Accession 27	Ontology Term Name 27	Phenotype 28	Term Source Accession 28	Ontology Term Name 28	Phenotype 29	Term Source Accession 29	Ontology Term Name 29	Phenotype 30	Term Source Accession 30	Ontology Term Name 30	Phenotype 31	Term Source Accession 31	Ontology Term Name 31	Phenotype 32	Term Source Accession 32	Ontology Term Name 32	Phenotype 33	Term Source Accession 33	Ontology Term Name 33	Phenotype 34	Term Source Accession 34	Ontology Term Name 34	Phenotype 35	Term Source Accession 35	Ontology Term Name 35	Phenotype 36	Term Source Accession 36	Ontology Term Name 36	Phenotype 37	Term Source Accession 37	Ontology Term Name 37	Phenotype 38	Term Source Accession 38	Ontology Term Name 38	Phenotype 39	Term Source Accession 39	Ontology Term Name 39	Phenotype 40	Term Source Accession 40	Ontology Term Name 40
Plate3_Actinome1	K10	Plate3_Actinome1_K10	ARPC1B-05	ARPC1B	NM_005720		yes	yes	no	no																																																																																																																								
Plate3_Actinome1	K11	Plate3_Actinome1_K11	ACTL7A-03	ACTL7A	NM_006687		yes	yes	no	no																																																																																																																								
Plate3_Actinome1	K12	Plate3_Actinome1_K12	ARPC1B-01	ARPC1B	NM_005720		no	yes	no	no																																																																																																																								
Plate3_Actinome1	K13	Plate3_Actinome1_K13	ACTL7A-04	ACTL7A	NM_006687		no	yes	no	no																																																																																																																								
Plate3_Actinome1	K14	Plate3_Actinome1_K14	ARPC1B-02	ARPC1B	NM_005720		yes	yes	no	no																																																																																																																								
Plate3_Actinome1	K15	Plate3_Actinome1_K15	ACTL7A-01	ACTL7A	NM_006687		yes	yes	no	no																																																																																																																								
Plate3_Actinome1	K16	Plate3_Actinome1_K16	ARPC1B-03	ARPC1B	NM_005720		no	yes	no	no																																																																																																																								
Plate3_Actinome1	K17	Plate3_Actinome1_K17	ACTL7B-01	ACTL7B	NM_006686		yes	yes	yes	yes				increased peripheral actin	CMPO_0000272	increased cortical actin cytoskeleton mass																									increased number of actin puncta or dots	CMPO_0000291	increased amount of punctate actin foci	increased number of actin stress fibres	CMPO_0000291	increased amount of punctate actin foci	increased number of transverse actin stress fibres	CMPO_0000298	increased amount of transverse stress fibers	increased number of cortical actin stress fibres	CMPO_0000297	increased amount of stress fibers located in the cell cortex																			cell shape processes or spiky or stretchy	CMPO_0000267	star shaped cell	cell shape bipolar or elongated	CMPO_0000077	elongated cell							decreased cell number	CMPO_0000052	decreased cell numbers																									microtubule processes	CMPO_0000351	increased microtubule-based processes phenotype										increased level of microtubules	CMPO_0000097	increased number of microtubules				motile lamellae	CMPO_0000278	fan-shaped lamellipodia
Plate3_Actinome1	K18	Plate3_Actinome1_K18	ARPC2-01	ARPC2	NM_005731		no	yes	yes	yes																increased width of lamellae	CMPO_0000276	increased lamellipodia width phenotype																increased number of actin stress fibres	CMPO_0000291	increased amount of punctate actin foci	increased number of transverse actin stress fibres	CMPO_0000298	increased amount of transverse stress fibers				increased number of zigzag actin stress fibres	CMPO_0000299	increased amount of zig-zag stress fibers	disorganised peripheral actin	CMPO_0000274	disorganised cortical actin cytoskeleton	increased cell size	CMPO_0000128	increased cell size phenotype																cell shape geometric	CMPO_0000261	geometric cell				decreased cell number	CMPO_0000052	decreased cell numbers				increased number of multinucleate cells	CMPO_0000300	more multinucleate cells																																							
Plate3_Actinome1	K19	Plate3_Actinome1_K19	ACTL7B-02	ACTL7B	NM_006686		no	yes	yes	yes				increased peripheral actin	CMPO_0000272	increased cortical actin cytoskeleton mass																									increased number of actin puncta or dots	CMPO_0000291	increased amount of punctate actin foci	increased number of actin stress fibres	CMPO_0000291	increased amount of punctate actin foci	increased number of transverse actin stress fibres	CMPO_0000298	increased amount of transverse stress fibers	increased number of cortical actin stress fibres	CMPO_0000297	increased amount of stress fibers located in the cell cortex																			cell shape processes or spiky or stretchy	CMPO_0000267	star shaped cell	cell shape bipolar or elongated	CMPO_0000077	elongated cell							decreased cell number	CMPO_0000052	decreased cell numbers																									microtubule processes	CMPO_0000351	increased microtubule-based processes phenotype										increased level of microtubules	CMPO_0000097	increased number of microtubules				motile lamellae	CMPO_0000278	fan-shaped lamellipodia
Plate3_Actinome1	K2	Plate3_Actinome1_K2	KIF11-06	KIF11	NM_004523		no	no	no	no																																																																																																																								
Plate3_Actinome1	K20	Plate3_Actinome1_K20	ARPC2-02	ARPC2	NM_005731		yes	yes	yes	yes																increased width of lamellae	CMPO_0000276	increased lamellipodia width phenotype																increased number of actin stress fibres	CMPO_0000291	increased amount of punctate actin foci	increased number of transverse actin stress fibres	CMPO_0000298	increased amount of transverse stress fibers				increased number of zigzag actin stress fibres	CMPO_0000299	increased amount of zig-zag stress fibers	disorganised peripheral actin	CMPO_0000274	disorganised cortical actin cytoskeleton	increased cell size	CMPO_0000128	increased cell size phenotype																cell shape geometric	CMPO_0000261	geometric cell				decreased cell number	CMPO_0000052	decreased cell numbers				increased number of multinucleate cells	CMPO_0000300	more multinucleate cells																																							
Plate3_Actinome1	K21	Plate3_Actinome1_K21	ACTL7B-03	ACTL7B	NM_006686		no	no	yes	yes				increased peripheral actin	CMPO_0000272	increased cortical actin cytoskeleton mass																									increased number of actin puncta or dots	CMPO_0000291	increased amount of punctate actin foci	increased number of actin stress fibres	CMPO_0000291	increased amount of punctate actin foci	increased number of transverse actin stress fibres	CMPO_0000298	increased amount of transverse stress fibers	increased number of cortical actin stress fibres	CMPO_0000297	increased amount of stress fibers located in the cell cortex																			cell shape processes or spiky or stretchy	CMPO_0000267	star shaped cell	cell shape bipolar or elongated	CMPO_0000077	elongated cell							decreased cell number	CMPO_0000052	decreased cell numbers																									microtubule processes	CMPO_0000351	increased microtubule-based processes phenotype										increased level of microtubules	CMPO_0000097	increased number of microtubules				motile lamellae	CMPO_0000278	fan-shaped lamellipodia
Plate3_Actinome1	K22	Plate3_Actinome1_K22	ARPC2-03	ARPC2	NM_005731		no	yes	yes	yes																increased width of lamellae	CMPO_0000276	increased lamellipodia width phenotype																increased number of actin stress fibres	CMPO_0000291	increased amount of punctate actin foci	increased number of transverse actin stress fibres	CMPO_0000298	increased amount of transverse stress fibers				increased number of zigzag actin stress fibres	CMPO_0000299	increased amount of zig-zag stress fibers	disorganised peripheral actin	CMPO_0000274	disorganised cortical actin cytoskeleton	increased cell size	CMPO_0000128	increased cell size phenotype																cell shape geometric	CMPO_0000261	geometric cell				decreased cell number	CMPO_0000052	decreased cell numbers				increased number of multinucleate cells	CMPO_0000300	more multinucleate cells																																							
Plate3_Actinome1	K23	Plate3_Actinome1_K23	ACTL7B-04	ACTL7B	NM_006686		yes	yes	yes	yes				increased peripheral actin	CMPO_0000272	increased cortical actin cytoskeleton mass																									increased number of actin puncta or dots	CMPO_0000291	increased amount of punctate actin foci	increased number of actin stress fibres	CMPO_0000291	increased amount of punctate actin foci	increased number of transverse actin stress fibres	CMPO_0000298	increased amount of transverse stress fibers	increased number of cortical actin stress fibres	CMPO_0000297	increased amount of stress fibers located in the cell cortex																			cell shape processes or spiky or stretchy	CMPO_0000267	star shaped cell	cell shape bipolar or elongated	CMPO_0000077	elongated cell							decreased cell number	CMPO_0000052	decreased cell numbers																									microtubule processes	CMPO_0000351	increased microtubule-based processes phenotype										increased level of microtubules	CMPO_0000097	increased number of microtubules				motile lamellae	CMPO_0000278	fan-shaped lamellipodia
Plate3_Actinome1	K24	Plate3_Actinome1_K24	ARPC2-04	ARPC2	NM_005731		yes	yes	yes	yes																increased width of lamellae	CMPO_0000276	increased lamellipodia width phenotype																increased number of actin stress fibres	CMPO_0000291	increased amount of punctate actin foci	increased number of transverse actin stress fibres	CMPO_0000298	increased amount of transverse stress fibers				increased number of zigzag actin stress fibres	CMPO_0000299	increased amount of zig-zag stress fibers	disorganised peripheral actin	CMPO_0000274	disorganised cortical actin cytoskeleton	increased cell size	CMPO_0000128	increased cell size phenotype																cell shape geometric	CMPO_0000261	geometric cell				decreased cell number	CMPO_0000052	decreased cell numbers				increased number of multinucleate cells	CMPO_0000300	more multinucleate cells																																							
Plate3_Actinome1	K5	Plate3_Actinome1_K5	ACTL6-02	ACTL6	NM_016188		yes	yes	no	no																																																																																																																								
Plate3_Actinome1	K6	Plate3_Actinome1_K6	ANXA2-01	ANXA2	NM_004039		yes	yes	yes	yes													increased number of filopodia	CMPO_0000076	increased number of filopodia	increased width of lamellae	CMPO_0000276	increased lamellipodia width phenotype																increased number of actin stress fibres	CMPO_0000291	increased amount of punctate actin foci										disorganised peripheral actin	CMPO_0000274	disorganised cortical actin cytoskeleton													cell shape processes or spiky or stretchy	CMPO_0000267	star shaped cell	cell shape bipolar or elongated	CMPO_0000077	elongated cell							decreased cell number	CMPO_0000052	decreased cell numbers													misshapen DNA	CMPO_0000177	misshapen DNA										microtubule processes	CMPO_0000351	increased microtubule-based processes phenotype				microtubule nuclear ring	CMPO_0000288	microtubules nuclear ring phenotype							loss of cell monolayer	CMPO_0000293	loss of cell monolayer	motile lamellae	CMPO_0000278	fan-shaped lamellipodia
Plate3_Actinome1	K7	Plate3_Actinome1_K7	ACTL6-03	ACTL6	NM_016188		yes	no	no	no																																																																																																																								
Plate3_Actinome1	K8	Plate3_Actinome1_K8	ANXA2-04	ANXA2	NM_004039		yes	yes	yes	yes													increased number of filopodia	CMPO_0000076	increased number of filopodia	increased width of lamellae	CMPO_0000276	increased lamellipodia width phenotype																increased number of actin stress fibres	CMPO_0000291	increased amount of punctate actin foci										disorganised peripheral actin	CMPO_0000274	disorganised cortical actin cytoskeleton													cell shape processes or spiky or stretchy	CMPO_0000267	star shaped cell	cell shape bipolar or elongated	CMPO_0000077	elongated cell							decreased cell number	CMPO_0000052	decreased cell numbers													misshapen DNA	CMPO_0000177	misshapen DNA										microtubule processes	CMPO_0000351	increased microtubule-based processes phenotype				microtubule nuclear ring	CMPO_0000288	microtubules nuclear ring phenotype							loss of cell monolayer	CMPO_0000293	loss of cell monolayer	motile lamellae	CMPO_0000278	fan-shaped lamellipodia
