Plate	Plate Map Name	Well	Well Number	Compound Name	Compound Source	Compound SMILES	Compound Broad Identifier	Compound Broad Identifier Short	Compound Concentration (micromolar)	Control Type
20591	H-BIOA-006-1	C1	49	"2,4,5-TRICHLOROPHENOXYACETIC ACID"	MicroSource Discovery Systems Inc.	OC(=O)COc1cc(Cl)c(Cl)cc1Cl	BRD-K92860374-001-02-5	BRD-K92860374	5	
20591	H-BIOA-006-1	C2	50	2-ISOPROPYL-3-METHOXYCINNAMIC ACID	MicroSource Discovery Systems Inc.	COc1cccc(/C=C/C(=O)O)c1C(C)C	BRD-K11813414-001-02-4	BRD-K11813414	5	
20591	H-BIOA-006-1	C3	51	"2,4-DICHLOROPHENOXYACETIC ACID"	MicroSource Discovery Systems Inc.	OC(=O)COc1ccc(Cl)cc1Cl	BRD-K01473791-001-02-2	BRD-K01473791	5	
20591	H-BIOA-006-1	C4	52	"5,7-DIMETHOXYISOFLAVONE"	MicroSource Discovery Systems Inc.	COc1cc(OC)c2c(=O)c(coc2c1)c3ccccc3	BRD-K41321810-001-02-2	BRD-K41321810	5	
20591	H-BIOA-006-1	C5	53	BENTAZON	MicroSource Discovery Systems Inc.	CC(C)N1C(=O)c2ccccc2NS1(=O)=O	BRD-K33986892-001-02-3	BRD-K33986892	5	
20591	H-BIOA-006-1	C6	54	"5,7,4'-TRIMETHOXYFLAVONE"	MicroSource Discovery Systems Inc.	COc1ccc(cc1)c2cc(=O)c3c(OC)cc(OC)cc3o2	BRD-K68806283-001-02-8	BRD-K68806283	5	
20591	H-BIOA-006-1	C7	55	PROMETRYN	MicroSource Discovery Systems Inc.	CSc1nc(NC(C)C)nc(NC(C)C)n1	BRD-K32582260-001-02-5	BRD-K32582260	5	
20591	H-BIOA-006-1	C8	56	SINOMENINE	MicroSource Discovery Systems Inc.	COC1=C[C@@H]2[C@@H]3Cc4ccc(OC)c(O)c4[C@]2(CCN3C)CC1=O	BRD-K83459933-001-02-1	BRD-K83459933	5	
20591	H-BIOA-006-1	C9	57	DICHLOBENIL	MicroSource Discovery Systems Inc.	Clc1cccc(Cl)c1C#N	BRD-K43714461-001-02-8	BRD-K43714461	5	
20591	H-BIOA-006-1	C10	58	SILIBININ	MicroSource Discovery Systems Inc.	COc1cc(ccc1O)[C@H]2Oc3cc(ccc3O[C@@H]2CO)[C@H]4Oc5cc(O)cc(O)c5C(=O)[C@@H]4O	BRD-K80353138-001-02-2	BRD-K80353138	5	
20591	H-BIOA-006-1	C11	59	DMSO						negative control
20591	H-BIOA-006-1	C12	60	DMSO						negative control
20591	H-BIOA-006-1	C13	61	METOLACHLOR	MicroSource Discovery Systems Inc.	CCc1cccc(C)c1N(C(C)COC)C(=O)CCl	BRD-A43135847-001-02-3	BRD-A43135847	5	
20591	H-BIOA-006-1	C14	62	MADECASSIC ACID	MicroSource Discovery Systems Inc.	C[C@@H]1CC[C@@]2(CC[C@]3(C)C(=CCC4[C@@]5(C)C[C@@H](O)[C@H](O)[C@@](C)(CO)C5[C@H](O)C[C@]43C)[C@@H]2[C@H]1C)C(=O)O	BRD-A84189249-001-02-4	BRD-A84189249	5	
20591	H-BIOA-006-1	C15	63	DMSO						negative control
20591	H-BIOA-006-1	C16	64	DMSO						negative control
20591	H-BIOA-006-1	C17	65	PROMETON	MicroSource Discovery Systems Inc.	COc1nc(NC(C)C)nc(NC(C)C)n1	BRD-K99029477-001-02-6	BRD-K99029477	5	
20591	H-BIOA-006-1	C18	66	ICARIIN	MicroSource Discovery Systems Inc.	COc1ccc(cc1)c2oc3c(CC=C(C)C)c(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cc(O)c3c(=O)c2O[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O	BRD-K65639003-001-02-5	BRD-K65639003	5	
20591	H-BIOA-006-1	C19	67	TEBUTHIURON	MicroSource Discovery Systems Inc.	CNC(=O)N(C)c1nnc(s1)C(C)(C)C	BRD-K34820100-001-02-1	BRD-K34820100	5	
20591	H-BIOA-006-1	C20	68	EMODIC ACID	MicroSource Discovery Systems Inc.	OC(=O)c1cc(O)c2C(=O)c3c(O)cc(O)cc3C(=O)c2c1	BRD-K94841585-001-03-6	BRD-K94841585	5	
20591	H-BIOA-006-1	C21	69	DIURON	MicroSource Discovery Systems Inc.	CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1	BRD-K75330923-001-02-6	BRD-K75330923	5	
20591	H-BIOA-006-1	C22	70	VULPINIC ACID	MicroSource Discovery Systems Inc.	COC(=O)/C(=C/1\\OC(=O)C(C1=O)c2ccccc2)/c3ccccc3	BRD-A89237309-001-02-3	BRD-A89237309	5	
20591	H-BIOA-006-1	C23	71	ATRAZINE	MicroSource Discovery Systems Inc.	CCNc1nc(Cl)nc(NC(C)C)n1	BRD-K45535217-001-02-2	BRD-K45535217	5	
20591	H-BIOA-006-1	C24	72	HAEMATOMMIC ACID	MicroSource Discovery Systems Inc.	Cc1cc(O)c(C=O)c(O)c1C(=O)O	BRD-K03463894-001-02-7	BRD-K03463894	5	
20591	H-BIOA-006-1	D1	73	PROPENTOFYLLINE	MicroSource Discovery Systems Inc.	CCCn1cnc2n(C)c(=O)n(CCCCC(=O)C)c(=O)c12	BRD-K59273480-001-01-5	BRD-K59273480	5	
20591	H-BIOA-006-1	D2	74	IRIGENIN TRIMETHYL ETHER	MicroSource Discovery Systems Inc.	COc1cc(cc(OC)c1OC)c2coc3cc(OC)c(OC)c(OC)c3c2=O	BRD-K85880973-001-02-7	BRD-K85880973	5	
20591	H-BIOA-006-1	D3	75	PHYSOSTIGMINE SALICYLATE	MicroSource Discovery Systems Inc.	CNC(=O)Oc1ccc2N(C)[C@H]3N(C)CC[C@@]3(C)c2c1	BRD-K25650355-059-02-3	BRD-K25650355	5	
20591	H-BIOA-006-1	D4	76	ANHYDROBRAZILIC ACID	MicroSource Discovery Systems Inc.	COc1ccc2c(=O)c(CC(=O)O)coc2c1	BRD-K78414110-001-02-8	BRD-K78414110	5	
20591	H-BIOA-006-1	D5	77	DIFUCOL HEXAMETHYL ETHER	MicroSource Discovery Systems Inc.	COc1cc(OC)c(c(OC)c1)c2c(OC)cc(OC)cc2OC	BRD-K64246525-001-01-1	BRD-K64246525	5	
20591	H-BIOA-006-1	D6	78	XANTHOXYLIN	MicroSource Discovery Systems Inc.	COc1cc(O)c(C(=O)C)c(OC)c1	BRD-K12260308-001-02-6	BRD-K12260308	5	
20591	H-BIOA-006-1	D7	79	PICEID	MicroSource Discovery Systems Inc.	COc1ccc(/C=C/c2cc(O)cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c2)cc1	BRD-K14536225-001-02-7	BRD-K14536225	5	
20591	H-BIOA-006-1	D8	80	"2,3,4-TRIHYDROXY-4'-ETHOXYBENZOPHENONE"	MicroSource Discovery Systems Inc.	CCOc1ccc(cc1)C(=O)c2ccc(O)c(O)c2O	BRD-K15464532-001-02-9	BRD-K15464532	5	
20591	H-BIOA-006-1	D9	81	CLOPAMIDE	MicroSource Discovery Systems Inc.	CC1CCCC(C)N1NC(=O)c2ccc(Cl)c(c2)S(=O)(=O)N	BRD-A85651701-001-03-1	BRD-A85651701	5	
20591	H-BIOA-006-1	D10	82	KOPARIN 2'-METHYL ETHER	MicroSource Discovery Systems Inc.	COc1ccc(c(OC)c1O)c2coc3cc(O)ccc3c2=O	BRD-K43224838-001-02-4	BRD-K43224838	5	
20591	H-BIOA-006-1	D11	83	DMSO						negative control
20591	H-BIOA-006-1	D12	84	DMSO						negative control
20591	H-BIOA-006-1	D13	85	ACECAINIDE HYDROCHLORIDE	MicroSource Discovery Systems Inc.	CCN(CC)CCNC(=O)c1ccc(NC(=O)C)cc1	BRD-K07753030-003-01-0	BRD-K07753030	5	
20591	H-BIOA-006-1	D14	86	ASARYLALDEHYDE	MicroSource Discovery Systems Inc.	COc1cc(OC)c(C=O)cc1OC	BRD-K88219015-001-02-5	BRD-K88219015	5	
20591	H-BIOA-006-1	D15	87	DMSO						negative control
20591	H-BIOA-006-1	D16	88	DMSO						negative control
20591	H-BIOA-006-1	D17	89	DIHYDRO-beta-TUBAIC ACID	MicroSource Discovery Systems Inc.	COc1c(ccc2OC(C)(C)CCc12)C(=O)O	BRD-K96362535-001-02-4	BRD-K96362535	5	
20591	H-BIOA-006-1	D18	90	PECTOLINARIN	MicroSource Discovery Systems Inc.	COc1ccc(cc1)c2cc(=O)c3c(O)c(OC)c(O[C@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3o2	BRD-K20043699-001-02-3	BRD-K20043699	5	
20591	H-BIOA-006-1	D19	91	MEPIVACAINE HYDROCHLORIDE	MicroSource Discovery Systems Inc.	CN1CCCCC1C(=O)Nc2c(C)cccc2C	BRD-A03216249-003-02-9	BRD-A03216249	5	
20591	H-BIOA-006-1	D20	92	MACLUROXANTHONE	MicroSource Discovery Systems Inc.	CC(C)(C=C)c1c2OC(C)(C)C=Cc2c(O)c3c(=O)c4ccc(O)c(O)c4oc13	BRD-K08362773-001-02-2	BRD-K08362773	5	
20591	H-BIOA-006-1	D21	93	METHYL ROBUSTONE	MicroSource Discovery Systems Inc.	COc1c2C=CC(C)(C)Oc2cc3occ(c4ccc5OCOc5c4)c(=O)c13	BRD-K25811799-001-02-7	BRD-K25811799	5	
20591	H-BIOA-006-1	D22	94	"1,2alpha-EPOXY-7-DEACETOXY-7-OXODIHYDROGEDUNIN"	MicroSource Discovery Systems Inc.	CC1(C)C2CC(=O)[C@]3(C)C(CC[C@@]4(C)[C@@H](OC(=O)[C@H]5O[C@]543)c6ccoc6)[C@@]2(C)[C@H]7O[C@H]7C1=O	BRD-A86550573-001-01-3	BRD-A86550573	5	
20591	H-BIOA-006-1	D23	95	PSEUDOEPHEDRINE HYDROCHLORIDE	MicroSource Discovery Systems Inc.	CN[C@@H](C)[C@@H](O)c1ccccc1	BRD-K84175871-003-02-2	BRD-K84175871	5	
20591	H-BIOA-006-1	D24	96	DEOXODEOXYDIHYDROGEDUNIN	MicroSource Discovery Systems Inc.	CC(=O)O[C@@H]1CC2C(C)(C)CCC[C@]2(C)C3CC[C@@]4(C)[C@@H](OC(=O)C=C4[C@]13C)c5ccoc5	BRD-A98490861-001-02-7	BRD-A98490861	5	
20591	H-BIOA-006-1	E1	97	DMSO						negative control
20591	H-BIOA-006-1	E2	98	DMSO						negative control
20591	H-BIOA-006-1	E3	99	SIMAZINE	MicroSource Discovery Systems Inc.	CCNc1nc(Cl)nc(NCC)n1	BRD-K01416914-001-02-3	BRD-K01416914	5	
20591	H-BIOA-006-1	E4	100	YOHIMBIC ACID	MicroSource Discovery Systems Inc.	O[C@H]1CC[C@H]2CN3CCc4c([nH]c5ccccc45)[C@@H]3C[C@@H]2[C@H]1C(=O)O	BRD-K37282009-001-02-3	BRD-K37282009	5	
20591	H-BIOA-006-1	E5	101	PROPANIL	MicroSource Discovery Systems Inc.	CCC(=O)Nc1ccc(Cl)c(Cl)c1	BRD-K08618283-001-02-0	BRD-K08618283	5	
20591	H-BIOA-006-1	E6	102	ACETOSYRINGONE	MicroSource Discovery Systems Inc.	COc1cc(cc(OC)c1O)C(=O)C	BRD-K66643401-001-02-4	BRD-K66643401	5	
20591	H-BIOA-006-1	E7	103	PROPAZINE	MicroSource Discovery Systems Inc.	CC(C)Nc1nc(Cl)nc(NC(C)C)n1	BRD-K37595074-001-02-8	BRD-K37595074	5	
20591	H-BIOA-006-1	E8	104	SALSOLINE	MicroSource Discovery Systems Inc.	COc1cc2C(C)NCCc2cc1O	BRD-A48323445-001-02-6	BRD-A48323445	5	
20591	H-BIOA-006-1	E9	105	DMSO						negative control
20591	H-BIOA-006-1	E10	106	DMSO						negative control
20591	H-BIOA-006-1	E11	107	DIMETHOATE	MicroSource Discovery Systems Inc.	CNC(=O)CSP(=S)(OC)OC	BRD-K94763113-001-02-5	BRD-K94763113	5	
20591	H-BIOA-006-1	E12	108	DIFFRACTIC ACID	MicroSource Discovery Systems Inc.	COc1cc(C)c(C(=O)Oc2cc(C)c(C(=O)O)c(O)c2C)c(OC)c1C	BRD-K51370144-001-02-3	BRD-K51370144	5	
20591	H-BIOA-006-1	E13	109	COUMOPHOS	MicroSource Discovery Systems Inc.	CCOP(=S)(OCC)Oc1ccc2c(C)c(Cl)c(=O)oc2c1	BRD-K41567533-001-02-6	BRD-K41567533	5	
20591	H-BIOA-006-1	E14	110	KINETIN RIBOSIDE	MicroSource Discovery Systems Inc.	OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3c(NCc4ccco4)ncnc23	BRD-K94325918-001-02-0	BRD-K94325918	5	
20591	H-BIOA-006-1	E15	111	LANATOSIDE C	MicroSource Discovery Systems Inc.	C[C@H]1O[C@H](C[C@H](O)[C@@H]1O[C@H]2C[C@H](O)[C@H](O[C@H]3C[C@H](OC(=O)C)[C@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@@H](C)O3)[C@@H](C)O2)O[C@H]5CC[C@@]6(C)C(CCC7C6C[C@@H](O)[C@]8(C)[C@H](CC[C@]78O)C9=CC(=O)OC9)C5	BRD-A64242993-001-02-3	BRD-A64242993	5	
20591	H-BIOA-006-1	E16	112	CRUSTECDYSONE	MicroSource Discovery Systems Inc.	CC(C)(O)CC[C@@H](O)[C@](C)(O)C1CC[C@@]2(O)C3=CC(=O)C4C[C@@H](O)[C@@H](O)C[C@]4(C)C3CC[C@]12C	BRD-A46778020-001-02-6	BRD-A46778020	5	
20591	H-BIOA-006-1	E17	113	DMSO						negative control
20591	H-BIOA-006-1	E18	114	DMSO						negative control
20591	H-BIOA-006-1	E19	115	"ESTRADIOL-3-SULFATE, SODIUM SALT"	MicroSource Discovery Systems Inc.	C[C@@]12CCC3C(CCc4cc(OS(=O)(=O)O)ccc34)C2CC[C@H]1O	BRD-A91702150-236-02-4	BRD-A91702150	5	
20591	H-BIOA-006-1	E20	116	BIOCHANIN A	MicroSource Discovery Systems Inc.	COc1ccc(cc1)c2coc3cc(O)cc(O)c3c2=O	BRD-K73303757-001-02-6	BRD-K73303757	5	
20591	H-BIOA-006-1	E21	117	FLUNISOLIDE	MicroSource Discovery Systems Inc.	CC1(C)O[C@@H]2CC3C4C[C@H](F)C5=CC(=O)C=CC5(C)C4C(O)CC3(C)[C@@]2(O1)C(=O)CO	BRD-A65449987-001-02-1	BRD-A65449987	5	
20591	H-BIOA-006-1	E22	118	OUABAIN	MicroSource Discovery Systems Inc.	C[C@@H]1O[C@@H](O[C@H]2C[C@@H](O)[C@]3(CO)C4[C@H](O)C[C@]5(C)[C@H](CC[C@]5(O)C4CC[C@]3(O)C2)C6=CC(=O)OC6)[C@H](O)[C@H](O)[C@H]1O	BRD-A68930007-001-02-3	BRD-A68930007	5	
20591	H-BIOA-006-1	E23	119	FLURANDRENOLIDE	MicroSource Discovery Systems Inc.	CC1(C)O[C@@H]2CC3C4C[C@H](F)C5=CC(=O)CC[C@]5(C)C4[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO	BRD-A49765801-001-02-5	BRD-A49765801	5	
20591	H-BIOA-006-1	E24	120	TELMISARTAN	MicroSource Discovery Systems Inc.	CCCc1nc2c(C)cc(cc2n1Cc3ccc(cc3)c4ccccc4C(=O)O)c5nc6ccccc6n5C	BRD-K73999723-001-02-2	BRD-K73999723	5	
20591	H-BIOA-006-1	F1	121	DMSO						negative control
20591	H-BIOA-006-1	F2	122	DMSO						negative control
20591	H-BIOA-006-1	F3	123	"1,7-DIDEACETOXY-1,7-DIOXO-3-DEACETYLKHIVORIN"	MicroSource Discovery Systems Inc.	CC1(C)[C@H](O)CC(=O)[C@@]2(C)C1CC(=O)[C@]3(C)C2CC[C@@]4(C)[C@@H](OC(=O)[C@H]5O[C@]543)c6ccoc6	BRD-A12372458-001-02-9	BRD-A12372458	5	
20591	H-BIOA-006-1	F4	124	3alpha-ACETOXYDIHYDRODEOXYGEDUNIN	MicroSource Discovery Systems Inc.	CC(=O)O[C@@H]1CC[C@@]2(C)C(C[C@@H](OC(=O)C)[C@]3(C)C2CC[C@@]4(C)[C@@H](OC(=O)C=C43)c5ccoc5)C1(C)C	BRD-A14098586-001-02-3	BRD-A14098586	5	
20591	H-BIOA-006-1	F5	125	APIIN	MicroSource Discovery Systems Inc.	OC[C@H]1O[C@@H](Oc2cc(O)c3c(=O)cc(oc3c2)c4ccc(O)cc4)[C@H](O[C@@H]5OC[C@](O)(CO)[C@H]5O)[C@@H](O)[C@@H]1O	BRD-K52379519-001-02-0	BRD-K52379519	5	
20591	H-BIOA-006-1	F6	126	DEOXYGEDUNOL ACETATE	MicroSource Discovery Systems Inc.	CC(=O)O[C@@H]1CC2C(C)(C)[C@H](OC(=O)C)C=C[C@]2(C)C3CC[C@@]4(C)[C@@H](OC(=O)C=C4[C@]13C)c5ccoc5	BRD-A71611160-001-02-7	BRD-A71611160	5	
20591	H-BIOA-006-1	F7	127	OXACILLIN SODIUM	MicroSource Discovery Systems Inc.	Cc1onc(c1C(=O)NC2[C@H]3SC(C)(C)[C@@H](N3C2=O)C(=O)O)c4ccccc4	BRD-A66481418-236-02-4	BRD-A66481418	5	
20591	H-BIOA-006-1	F8	128	8beta-HYDROXYCARAPIN	MicroSource Discovery Systems Inc.	COC(=O)C[C@H]1C(C)(C)C(=O)[C@@H]2C[C@]3(O)C(CC[C@@]4(C)[C@@H](OC(=O)C=C43)c5ccoc5)[C@@]1(C)C2=O	BRD-A56076240-001-01-8	BRD-A56076240	5	
20591	H-BIOA-006-1	F9	129	DMSO						negative control
20591	H-BIOA-006-1	F10	130	DMSO						negative control
20591	H-BIOA-006-1	F11	131	METHOXYVONE	MicroSource Discovery Systems Inc.	COc1cc(C)c2c(=O)cc(oc2c1)c3ccccc3	BRD-K56057104-001-02-9	BRD-K56057104	5	
20591	H-BIOA-006-1	F12	132	"7-DESACETOXY-6,7-DEHYDROGEDUNIN"	MicroSource Discovery Systems Inc.	CC1(C)C2C=C[C@]3(C)C(CC[C@@]4(C)[C@@H](OC(=O)C5OC543)c6ccoc6)[C@@]2(C)C=CC1=O	BRD-A97046705-001-02-8	BRD-A97046705	5	
20591	H-BIOA-006-1	F13	133	METHICILLIN SODIUM	MicroSource Discovery Systems Inc.	COc1cccc(OC)c1C(=O)N[C@H]2[C@H]3SC(C)(C)[C@@H](N3C2=O)C(=O)O	BRD-K34388247-236-02-5	BRD-K34388247	5	
20591	H-BIOA-006-1	F14	134	NILOTICIN	MicroSource Discovery Systems Inc.	CC(CC(O)C1OC1(C)C)[C@@H]2CCC3(C)C4=CCC5C(C)(C)C(=O)CCC5(C)C4CC[C@@]23C	BRD-A57556180-001-02-8	BRD-A57556180	5	
20591	H-BIOA-006-1	F15	135	FELAMIDIN	MicroSource Discovery Systems Inc.	CC(C)(OC(=O)c1ccccc1)[C@@H]2Cc3cc4ccc(=O)oc4cc3O2	BRD-K36638198-001-02-8	BRD-K36638198	5	
20591	H-BIOA-006-1	F16	136	PRIEURANIN ACETATE	MicroSource Discovery Systems Inc.	CCC(C)C(OC(=O)C)C(=O)O[C@H]1[C@H](OC=O)C(C(=C)C2(O)C(=O)C[C@@H](c3ccoc3)[C@]12C)[C@]4(C)C(CC(=O)OC)[C@@](C)(COC(=O)C)OC(=O)C[C@@H]4OC(=O)C	BRD-A64374397-001-02-6	BRD-A64374397	5	
20591	H-BIOA-006-1	F17	137	DMSO						negative control
20591	H-BIOA-006-1	F18	138	DMSO						negative control
20591	H-BIOA-006-1	F19	139	N- (2-AMINOETHYL)-4-CHLOROBENZAMIDE (RO-16-6491)	MicroSource Discovery Systems Inc.	NCCNC(=O)c1ccc(Cl)cc1	BRD-K44899736-003-02-1	BRD-K44899736	5	
20591	H-BIOA-006-1	F20	140	OBACUNOL	MicroSource Discovery Systems Inc.	C[C@]12CCC3[C@@](C)([C@H](O)CC4[C@]3(C)C=CC(=O)OC4(C)C)C25OC5C(=O)O[C@H]1c6ccoc6	BRD-A31602150-001-02-7	BRD-A31602150	5	
20591	H-BIOA-006-1	F21	141	DIAZEPAM	MicroSource Discovery Systems Inc.	CN1C(=O)CN=C(c2ccccc2)c3cc(Cl)ccc13	BRD-K16508793-001-01-8	BRD-K16508793	5	
20591	H-BIOA-006-1	F22	142	DEOXYANDIROBIN	MicroSource Discovery Systems Inc.	COC(=O)C[C@H]1C(C)(C)C(=O)C=C[C@]1(C)C2CC[C@@]3(C)[C@@H](OC(=O)C=C3C2=C)c4ccoc4	BRD-A02799884-001-02-9	BRD-A02799884	5	
20591	H-BIOA-006-1	F23	143	"2,6-DI-t-BUTYL-4-METHYLPHENOL"	MicroSource Discovery Systems Inc.	Cc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C	BRD-K53153417-001-01-3	BRD-K53153417	5	
20591	H-BIOA-006-1	F24	144	CEDRELONE	MicroSource Discovery Systems Inc.	C[C@]12CCC3[C@@]4(C)C=CC(=O)C(C)(C)C4C(=O)C(=O)[C@@]3(C)[C@]25O[C@@H]5C[C@H]1c6ccoc6	BRD-A69143712-001-02-8	BRD-A69143712	5	
20591	H-BIOA-006-1	G1	145	SULPIRIDE	MicroSource Discovery Systems Inc.	CCN1CCC(CNC(=O)c2cc(ccc2OC)S(=O)(=O)N)C1	BRD-A10715913-001-02-0	BRD-A10715913	5	
20591	H-BIOA-006-1	G2	146	SERTRALINE HYDROCHLORIDE	MicroSource Discovery Systems Inc.	CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c3ccccc13	BRD-K82036761-003-02-1	BRD-K82036761	5	
20591	H-BIOA-006-1	G3	147	DMSO						negative control
20591	H-BIOA-006-1	G4	148	DMSO						negative control
20591	H-BIOA-006-1	G5	149	ATENOLOL	MicroSource Discovery Systems Inc.	CC(C)NCC(O)COc1ccc(CC(=O)N)cc1	BRD-A20239487-001-02-5	BRD-A20239487	5	
20591	H-BIOA-006-1	G6	150	HUPERZINE A	MicroSource Discovery Systems Inc.	C/C=C/1\\[C@@H]2Cc3[nH]c(=O)ccc3[C@@]1(N)CC(=C2)C	BRD-K62240499-001-02-6	BRD-K62240499	5	
20591	H-BIOA-006-1	G7	151	ACECLIDINE HYDROCHLORIDE	MicroSource Discovery Systems Inc.	CC(=O)OC1CN2CCC1CC2	BRD-A32673558-003-02-1	BRD-A32673558	5	
20591	H-BIOA-006-1	G8	152	"1,3-DIPROPYL-8-CYCLOPENTYLXANTHINE [DPCPX]"	MicroSource Discovery Systems Inc.	CCCn1c(=O)n(CCC)c2[nH]c(nc2c1=O)C3CCCC3	BRD-K01824921-001-02-9	BRD-K01824921	5	
20591	H-BIOA-006-1	G9	153	MEBHYDROLIN NAPHTHALENESULFONATE	MicroSource Discovery Systems Inc.	CN1CCc2c(C1)c3ccccc3n2Cc4ccccc4	BRD-K29713308-077-02-5	BRD-K29713308	5	
20591	H-BIOA-006-1	G10	154	PARTHENOLIDE	MicroSource Discovery Systems Inc.	CC1=CCC[C@@]2(C)OC2[C@H]3OC(=O)C(=C)[C@@H]3CC1	BRD-A27666114-001-02-3	BRD-A27666114	5	
20591	H-BIOA-006-1	G11	155	GITOXIN	MicroSource Discovery Systems Inc.	C[C@H]1OC(C[C@H](O)C1O)O[C@@H]2[C@@H](C)OC(C[C@@H]2O)O[C@@H]3[C@@H](C)O[C@H](C[C@@H]3O)O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6C5CC[C@]7(C)[C@H]([C@@H](O)C[C@]67O)C8=CC(=O)OC8)C4	BRD-A33810106-001-02-9	BRD-A33810106	5	
20591	H-BIOA-006-1	G12	156	ALFLUZOCIN	MicroSource Discovery Systems Inc.	COc1cc2nc(nc(N)c2cc1OC)N(C)CCCNC(=O)C3CCCO3	BRD-A09056319-001-02-2	BRD-A09056319	5	
20591	H-BIOA-006-1	G13	157	NARINGIN	MicroSource Discovery Systems Inc.	C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@@H]2Oc3cc(O)c4C(=O)C[C@H](Oc4c3)c5ccc(O)cc5)[C@H](O)[C@H](O)[C@H]1O	BRD-K56759808-001-02-9	BRD-K56759808	5	
20591	H-BIOA-006-1	G14	158	ESCITALOPRAM OXALATE	MicroSource Discovery Systems Inc.	CN(C)CCC[C@]1(OCc2cc(C#N)ccc21)c3ccc(F)cc3	BRD-K70301876-034-02-0	BRD-K70301876	5	
20591	H-BIOA-006-1	G15	159	PRUNETIN	MicroSource Discovery Systems Inc.	COc1cc(O)c2c(=O)c(coc2c1)c3ccc(O)cc3	BRD-K57546357-001-01-6	BRD-K57546357	5	
20591	H-BIOA-006-1	G16	160	TRANDOLAPRIL	MicroSource Discovery Systems Inc.	CCOC(=O)[C@H](CCc1ccccc1)N[C@H](C)C(=O)N2[C@@H](CC3CCCCC32)C(=O)O	BRD-A32505112-001-02-8	BRD-A32505112	5	
20591	H-BIOA-006-1	G17	161	GENKWANIN	MicroSource Discovery Systems Inc.	COc1cc(O)c2c(=O)cc(oc2c1)c3ccc(O)cc3	BRD-K29160894-001-02-9	BRD-K29160894	5	
20591	H-BIOA-006-1	G18	162	TETRAHYDROTRIMETHYLHISPIDIN	MicroSource Discovery Systems Inc.	COC1=CC(=O)OC(CCc2ccc(OC)c(OC)c2)C1	BRD-A86977540-001-02-6	BRD-A86977540	5	
20591	H-BIOA-006-1	G19	163	DMSO						negative control
20591	H-BIOA-006-1	G20	164	DMSO						negative control
20591	H-BIOA-006-1	G21	165	MOLSIDOMINE	MicroSource Discovery Systems Inc.	CCOC(=O)Nc1c[n+](no1)N2CCOCC2	BRD-K63861289-001-03-0	BRD-K63861289	5	
20591	H-BIOA-006-1	G22	166	SUPROFEN METHYL ESTER	MicroSource Discovery Systems Inc.	COC(=O)C(C)c1ccc(cc1)C(=O)c2cccs2	BRD-A11154023-001-02-8	BRD-A11154023	5	
20591	H-BIOA-006-1	G23	167	TRIAMCINOLONE ACETONIDE	MicroSource Discovery Systems Inc.	CC1(C)O[C@@H]2CC3C4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO	BRD-A92439610-001-02-4	BRD-A92439610	5	
20591	H-BIOA-006-1	G24	168	PONALRESTAT	MicroSource Discovery Systems Inc.	OC(=O)Cc1nn(Cc2ccc(Br)cc2F)c(=O)c3ccccc13	BRD-K68332390-001-02-5	BRD-K68332390	5	
20591	H-BIOA-006-1	H1	169	ROBUSTIC ACID	MicroSource Discovery Systems Inc.	COc1ccc(cc1)c2c(O)c3c(OC)c4C=CC(C)(C)Oc4cc3oc2=O	BRD-K54411430-001-02-5	BRD-K54411430	5	
20591	H-BIOA-006-1	H2	170	"CANRENOIC ACID, POTASSIUM SALT"	MicroSource Discovery Systems Inc.	C[C@@]12CCC3C(C=CC4=CC(=O)CC[C@]34C)C2CC[C@@]1(O)CCC(=O)O	BRD-A29322418-237-02-4	BRD-A29322418	5	
20591	H-BIOA-006-1	H3	171	DMSO						negative control
20591	H-BIOA-006-1	H4	172	DMSO						negative control
20591	H-BIOA-006-1	H5	173	QUIPAZINE MALEATE	MicroSource Discovery Systems Inc.	C1CN(CCN1)c2ccc3ccccc3n2	BRD-K77925998-050-02-8	BRD-K77925998	5	
20591	H-BIOA-006-1	H6	174	CHELIDONINE (+)	MicroSource Discovery Systems Inc.	CN1Cc2c3OCOc3ccc2C4C(O)Cc5cc6OCOc6cc5C41	BRD-A19527356-001-02-4	BRD-A19527356	5	
